measure	globqual	meanclassqual	classqual_herhalen_2	classqual_herhalen_4	classqual_herhalen_1	classqual_herhalen_3	model	technique
DR	1.1131955632303199	1.153156888659505	1.0943108506428743	1.3098293028407013	1.0742117654938892	1.1342756356605552	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.055812097290045694	-0.044921219725052114	-0.026033127747961977	0.09152135403454008	-0.12404712309108303	-0.12112598209570352	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.40686825275441346	0.30706816708039986	0.5666709816860237	0.10454900674360315	0.2990935118321559	0.2579591680598167	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.4527946127946128	0.356021349862259	0.6019283746556474	0.13236363636363635	0.3559090909090909	0.3338842975206611	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1374045727775797	1.1629716188494286	1.1483296718747285	1.3080106185303848	1.071626136052487	1.1239200489401142	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.0334304638341136	-0.04467644015621023	0.03040514745980122	0.06335544359579993	-0.11983406775201792	-0.15263228392842415	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.43043050494168666	0.32089951887605067	0.6235421631782365	0.1299218863539158	0.2801319314638854	0.2500020945081649	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.46228956228956225	0.372133608815427	0.6256198347107438	0.176	0.3227272727272727	0.36418732782369145	herhalen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0568534086642818	1.0736738857003671	1.0136845899909113	1.0354322851325914	1.096896836146131	1.1486818315318343	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.07039361042927658	-0.044184976525349404	-0.1139413220005084	-0.049886835495635634	-0.04878216426538961	0.03587041566013604	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4135407896703288	0.3054317522992516	0.5706289959261497	0.1163437449511186	0.3356915163916531	0.19906275192808515	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.46996632996633	0.36938257575757577	0.6110192837465565	0.17018181818181818	0.4043181818181818	0.29201101928374656	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2085481326333274	1.3160917615250942	1.1441975079338005	1.4051292531023307	1.0755183835969864	1.6395219014672595	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.059162888104544654	0.003924204517969317	-0.05029208388591938	0.08094202131330784	-0.2311813257316282	0.216228206376117	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.4709279268858004	0.3752016731731881	0.6155139350180062	0.1325553931423137	0.37762729741832274	0.37511006711410977	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.49966329966329964	0.4118288567493113	0.628236914600551	0.16145454545454546	0.41795454545454547	0.4396694214876033	herhalen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1105533390607332	1.157031193056592	1.0781339286618536	1.2869792662270192	1.0893081466408323	1.1737034306966627	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.06389334788609852	-0.03636414712889158	-0.049802001645083006	0.07541900119633273	-0.14406248891375711	-0.027011099153058916	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.45030201544442233	0.32899900517834446	0.6137789556593487	0.12431149464968766	0.3544851238397414	0.22342044656460003	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.479855028692238	0.369587075603822	0.633133971291866	0.17622377622377622	0.381198347107438	0.28779220779220777	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1476498648231228	1.1942356136859944	1.1214340488306629	1.2451407053060983	1.0990208684960017	1.3113468321112143	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.04794656210646331	-0.02601068724011427	-0.020919654242672107	0.010166065090659806	-0.15568537449473366	0.062396214686288885	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4717987778483496	0.35148118047390337	0.6445582194178702	0.11311261469234167	0.3473352589876797	0.300918628797722	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.49296285110238597	0.38339607163171757	0.6404306220095694	0.15944055944055943	0.40020661157024795	0.33350649350649353	herhalen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0616832273573298	1.1136806224084628	0.9866231213461198	1.128132650845875	1.101314206745063	1.2386525106967934	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.10459057616619581	-0.03964229744279617	-0.18361075273881902	0.008557449840855366	-0.08249748424573494	0.09898159737251394	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.45141126714861146	0.32570133427506265	0.5906908820116028	0.09316355561304845	0.4151744041204375	0.20377649535516174	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.47139836907278765	0.36198590285312776	0.5955741626794259	0.13846153846153847	0.4297520661157025	0.28415584415584416	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1911150395103232	1.2921107218415866	1.1081893369962084	1.2524581220554583	1.1178131415986403	1.6899822867160395	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.06957805703895437	5.283518800394357e-5	-0.1163266664942953	-0.0046238907028251916	-0.13927900248186217	0.26044090043099843	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4844810751843337	0.37530270839670593	0.6172953873244114	0.1060432747787522	0.4154198794527971	0.3624522920308631	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5154938085170643	0.40944127642692235	0.6517942583732057	0.14615384615384616	0.43202479338842975	0.40779220779220776	herhalen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.358616060629538	1.437683316455203	1.3710316895079608	1.3936958893446116	1.1168418784228218	1.8691638085454176	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.020274561496476204	0.056500244269581626	0.09873246745714148	0.07876831559108473	-0.25248430684422	0.3009845008743203	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.5732081549438417	0.4719360953672326	0.7422995428616896	0.19994996072941273	0.39558882596388484	0.549906051913943	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.595159386068477	0.5042238759921157	0.7375796178343949	0.24848484848484848	0.4555785123966942	0.5752525252525252	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.4567768130316063	1.7537963274759958	1.162390181818279	1.3935458312593967	1.308332456509888	3.1509168403164196	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.02084624506503652	0.11121877111744931	-0.1788457696881871	0.056742005502762004	-0.005483275752854861	0.5724621244080772	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.6289558998297116	0.5647712349155537	0.7179759182645867	0.18024115569210195	0.5218931463639489	0.8389747193415771	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.639551357733176	0.581340426071173	0.727504342790967	0.2276094276094276	0.5247933884297521	0.8454545454545455	herhalen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.6905592924775015	1.9962377574055714	1.4362866480746477	1.3127507043744338	1.3703480180578027	3.865565659115401	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.09424083332477096	0.1630956674197998	0.05976554190254187	-0.0429966763341786	-0.0399653865699402	0.6755791906807761	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.6999539598731184	0.5984992552173694	0.8138933002766147	0.10846105368365037	0.6134035969096491	0.8582390699995635	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.7252066115702479	0.6373541192663948	0.8396062536189924	0.2249158249158249	0.6157024793388429	0.8691919191919192	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.353698131475192	1.6443213865885133	1.1090420170278332	1.3351959777839137	1.114988933948088	3.018058617594219	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.06865953756604026	0.08499609501456916	-0.2246974009963893	0.0840263131586026	-0.10465294064322754	0.5853084085392909	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.5381325934686599	0.4925351185190584	0.6247620867606957	0.15553362034020599	0.396603303973472	0.7932414630018599	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.5661747343565525	0.5127689142925101	0.6636942675159235	0.17845117845117844	0.42004132231404956	0.7888888888888889	herhalen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3469947008524925	1.370021373195133	1.396174424514079	1.3713798788068243	1.1730116089524312	1.539519580507197	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.03981193078203419	0.03657152784389976	0.1464662030122062	0.07879233740598286	-0.19264432416304111	0.11367189512045109	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.529570340266462	0.41671418583055675	0.703641761575767	0.1782333093202178	0.37623593607085143	0.40874573635539074	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5687131050767414	0.45863946110399495	0.732484076433121	0.24107744107744108	0.43574380165289256	0.42525252525252527	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2708419290303752	1.3416660472696469	1.1860417289751501	1.3906100100355532	1.2927662349779458	1.497246215089938	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.06103223426652639	0.011262363183373232	-0.1557635869036258	0.0686487876966592	-0.018355295151677282	0.1505195470921368	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5305352243410092	0.42151510551281085	0.664059867292402	0.16226819055589115	0.45799699376554703	0.4017353704374032	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5550177095631641	0.4556822812178921	0.6660104226983208	0.1973063973063973	0.5099173553719009	0.4494949494949495	herhalen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5078230205077061	1.755901480569801	1.2758549091819187	1.4060928782925768	1.3430013270758299	2.998656807728879	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.034940609614205316	0.129582457634145	-0.05363401957647511	0.024763632175781654	-0.02279955922704073	0.5699997771643142	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.667380195361797	0.5861934344556932	0.7608973741373037	0.18355475539922472	0.5908587718806338	0.8094628364056101	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6710743801652892	0.5891815155024478	0.7713954834973943	0.18787878787878787	0.5807851239669422	0.8166666666666667	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3337316019654333	1.5754085082191396	1.1154239490200162	1.5022462235463794	1.2016235846594778	2.4823402756506847	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.0753391944429707	0.07402724653966763	-0.23298487880915547	0.1541589073440648	-0.08241913246428312	0.45735409008804434	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5783088917235935	0.5137365411558289	0.6864134411086092	0.23168914870898757	0.44558178247435754	0.6912617923313611	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5774498229043683	0.5087453623281649	0.6843080486392588	0.23097643097643097	0.4590909090909091	0.6606060606060606	herhalen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.2285632646575695	1.2325683753327734	1.2429670190329039	1.3555762831026632	1.206243254298501	1.1254869448970257	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.02209740216672041	-0.020706193103280902	0.022135611314463895	0.07118871834714553	-0.11101258140183458	-0.06513652067289846	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5100712571038976	0.3529733309834612	0.7226706253533748	0.13781457072654096	0.3827021624605815	0.16870596539334748	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5383449883449883	0.39595006670478367	0.7191538021726701	0.16767676767676767	0.4444444444444444	0.25252525252525254	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.172929946981823	1.2047903703515963	1.1773712711583357	1.3405810826557616	1.1057943244282507	1.195414803164037	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.05310522309513798	-0.027599652296792745	-0.015184118241092857	0.07764407332123965	-0.18570437909998733	0.012845814832669541	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4630141866975939	0.3319915665192823	0.6507350250184655	0.14769179762769322	0.33226775504167855	0.1972716883892919	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.509965034965035	0.38835239184295783	0.6768439108061749	0.20202020202020202	0.4028282828282828	0.2717171717171717	herhalen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1854717127147303	1.2383208513219108	1.1763932032976545	1.4000274857138122	1.1009787989343243	1.2758839173418521	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.029342690325411907	-0.029906520437217702	0.030685743730684348	0.07423258467300857	-0.14730803065530115	-0.07723637949726257	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.4882300148635038	0.35075063594763584	0.702017968420722	0.12809214333430344	0.3078572636150658	0.26503516842045216	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5303030303030303	0.409467949939648	0.7093196112064036	0.19865319865319864	0.3894949494949495	0.3404040404040404	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1375779403867858	1.2270977949522575	1.0435083819273057	1.1930261444287427	1.1223692453768928	1.5494874080760885	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.10679538445969972	-0.004492026068946275	-0.2381435602693113	0.04134147256281943	-0.055732907987173765	0.23456689141788054	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4545647333234134	0.3618387340360566	0.5622956960147799	0.09847339243999281	0.3970983151454599	0.3894875325439938	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.47068764568764565	0.3919746204180166	0.5701543739279589	0.19865319865319864	0.40868686868686865	0.39040404040404036	herhalen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2499412085107076	1.3461368783760144	1.262635299293324	1.6576485749528016	1.0333966350707682	1.4308670041871638	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.02221109496626138	-0.014808688951301906	0.07978394720363831	0.15087565017018173	-0.23786990567263622	-0.052024447506391444	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.5044587187765185	0.39216100965434686	0.6640218875659369	0.1360099420374991	0.3908812009431993	0.377731008070752	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5179456906729634	0.4132247203214945	0.6720234604105572	0.2047138047138047	0.40545454545454546	0.3707070707070707	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2599836753425915	1.3043041719493171	1.2804365562146034	1.3744006710231729	1.1157930943423564	1.446586366217136	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.01375595362680008	-0.014231680748340601	0.08434563161019722	0.04874116644397403	-0.21825798801687188	0.028244466969338234	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.5465971535201537	0.4349181571156741	0.7129675323406468	0.1886142664308656	0.4181129760905754	0.4199778536006086	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.5725501770956316	0.45532339524275006	0.7278592375366568	0.18787878787878787	0.47878787878787876	0.42676767676767674	herhalen.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3174262013373323	1.4057735331864927	1.2584973986626389	1.5031214140608757	1.2426441392358754	1.6188311807865803	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.024233199050794043	0.016228867659015867	-0.01995596746564757	0.12634070793479285	-0.11646214353180839	0.07499287369872658	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.5680307000089846	0.45895660172704084	0.7035447259433436	0.15743716584923148	0.4918299455455292	0.48301456957005895	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.5823494687131051	0.47357282502443787	0.7167155425219941	0.1898989898989899	0.5109090909090909	0.47676767676767673	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.3451991153403906	1.4868166351578946	1.2342358098912858	1.4102127263381727	1.2229182448534073	2.079899759548713	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.013493577891530243	0.04494360066898245	-0.04622207905233478	0.042592678522956694	-0.08785442542574702	0.2712582286310549	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.5607326864679852	0.4555968382993652	0.691868808101952	0.1634004128592584	0.4858877457154055	0.48123038652084493	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.582939787485242	0.4811776365808624	0.706158357771261	0.18451178451178452	0.5163636363636364	0.5176767676767676	herhalen.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.182862804065465	1.2878175882052678	1.1496226440099642	1.6079043538602957	1.0470751018178064	1.346668253133005	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.048664430140083946	-0.026184173197431132	0.019048684005278205	0.13920405972711364	-0.22652000744073808	-0.0364694290813783	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.4500825629508664	0.32581410608352923	0.6345272248308713	0.1735375345796495	0.32891289202188545	0.16627877290171064	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.48742621015348286	0.36973769957640923	0.6520821114369502	0.17575757575757575	0.38646464646464646	0.26464646464646463	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1760108700094367	1.2700153600990558	1.1375899764052848	1.558629080744064	1.073770197094632	1.3100721861522429	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.046370696090099195	-0.025510066961869075	0.012287867512585614	0.1291629758784148	-0.20200952230246966	-0.04148158893600705	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.4510252520514712	0.3204139065834469	0.644843885269832	0.13230551853498154	0.319083377843363	0.18542284468561088	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.49427390791027154	0.37504018681438034	0.6670967741935484	0.19932659932659932	0.3822222222222222	0.2515151515151515	herhalen.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1986739999219775	1.3325048300483835	1.1285110555866025	1.5465624098613793	1.0543915282027512	1.6005543265428006	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.072000723780023	-0.010585565088418677	-0.05011941537582157	0.1442916833320026	-0.24794566614451852	0.11143113783466278	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.48049752639237997	0.39209568781931353	0.6184542393055302	0.19364589796582274	0.36441143865196657	0.39187117535393456	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5195985832349469	0.4233718909525361	0.6648680351906158	0.24983164983164982	0.4111111111111111	0.36767676767676766	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2497561318039463	1.3581354714105036	1.1654404513645045	1.3549081263818668	1.1640766692141424	1.7481166386815006	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.03926613915321606	0.005637863999595776	-0.05767475262801869	0.015690702482901893	-0.10928354426022219	0.1738190504037221	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5173683168774941	0.4025667355876679	0.6541580919778668	0.11378887198988247	0.4547984921516071	0.38752148623131527	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5531877213695395	0.43547844031715	0.6811730205278592	0.1265993265993266	0.5139393939393939	0.4202020202020202	herhalen.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1778111820501778	1.2194550807391893	1.160125014138961	1.3212134890056726	1.1309463302809448	1.2655354895311788	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.07627860641747874	-0.03438484853048501	-0.07447131741886676	0.05904975779293885	-0.1695571694667864	0.047439334970774245	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.47610473730996994	0.33936525395009154	0.6505852198408048	0.14434615150509963	0.3880224962041549	0.17450714825030678	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5127039627039627	0.3865369099803062	0.6671240708976558	0.1791245791245791	0.44181818181818183	0.2580808080808081	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1817402892798852	1.2292210326134245	1.1573851520144556	1.317448728856814	1.1332186374245241	1.3088316121579044	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.07294600997747808	-0.02683987733597109	-0.07700148189715018	0.05667824984962493	-0.1650541898999486	0.07801791260358949	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.48457156285790226	0.3535042135158577	0.6565350956972238	0.14074297421347182	0.3850850159730504	0.2316537681796847	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5241841491841491	0.3999345657836224	0.6840480274442539	0.19528619528619529	0.43656565656565655	0.28383838383838383	herhalen.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2445577417266454	1.3137865624903537	1.1758093172681185	1.2238270089398584	1.2130860643811587	1.6424238593722789	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.06447125130260536	0.0017299700614630377	-0.11507105934052612	-0.018270071436709872	-0.11805252665387454	0.2583135376769627	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5256869328462971	0.3961093153969102	0.6717435138024453	0.10330303446011121	0.46814549524684895	0.3412452180782352	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5385198135198135	0.41546264532113586	0.6617495711835334	0.12323232323232323	0.5167676767676768	0.3601010101010101	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1648452418123867	1.1979269480771437	1.1897885598022953	1.4183770951431511	1.0620673319067035	1.1214748054564252	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.07899740215128062	-0.05404419818790699	-0.03861130519461577	0.12924928065235042	-0.2028220530987417	-0.10399271511062089	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4795945044061183	0.3283814284895157	0.6679668864420943	0.13384638404325774	0.3961342610413028	0.11557818243140786	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5163170163170163	0.38004510513944473	0.6861063464837049	0.19124579124579125	0.4387878787878788	0.20404040404040402	herhalen.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.572476785412833	1.7157672542652262	1.5454693426448713	1.5398885908024142	1.2464544556761823	2.531256627937437	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.04596035976615862	0.1058217804274874	0.0964389322876806	0.06812241183014081	-0.22495539073018783	0.483681168322316	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.6235223783056748	0.5203261720179944	0.7689497098109037	0.2014356151821914	0.4971133239014429	0.6138060391774396	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.643997668997669	0.542188234546725	0.7769010863350486	0.24983164983164982	0.547070707070707	0.5949494949494949	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.5228927877336829	1.7283226292833371	1.3676317168407173	1.4760102283223204	1.3209163340666874	2.7487322379036234	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.008270425642373673	0.08762331747116725	-0.08552549187195901	0.03430101852899114	-0.08092196017142206	0.48263970339905893	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.645538483349814	0.555266440937318	0.7588287243097744	0.18279561377721323	0.5510901248900154	0.7283513007722692	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.6464452214452214	0.558792961057112	0.7574614065180103	0.24377104377104375	0.5602020202020201	0.6737373737373737	herhalen.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.7413864386011042	2.0938800522997623	1.477213935241611	1.3163792051140548	1.3322951874756868	4.249631881367696	herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.08307383855323945	0.16310884566621628	0.05033219243536408	-0.03724703064578879	-0.07582813134604294	0.7151783522213327	herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.7415033713289728	0.6397098237029855	0.8573069069609114	0.14903664704041178	0.6504336575663189	0.9020620832442999	herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.7474941724941725	0.6536976685089892	0.8459691252144083	0.17912457912457913	0.6785858585858585	0.9111111111111111	herhalen.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
