measure	globqual	meanclassqual	classqual_spoor_5	classqual_spoor_1a	classqual_spoor_1	classqual_spoor_2	classqual_spoor_4	classqual_spoor_8	classqual_spoor_3	model	technique
kNN	0.46792855238603037	0.41925536609166225	0.325668449197861	0.23794466403162054	0.4502272727272727	0.5397612488521579	0.6461997019374068	0.45950413223140496	0.27548209366391185	spoor.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3629584463647302	1.3947516382977574	1.2645303173482294	1.2165239795733631	1.123010472177909	1.1347114511198493	2.075852556860492	1.4688367416540495	1.479795949350409	spoor.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.1234835740220914	-0.10059125973244439	-0.23507153597573774	-0.27825353528654484	-0.1814888408153058	-0.25918523962412887	0.18576374999793996	0.04472569212084824	0.019370891455818398	spoor.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.39083428498176837	0.29195955322253614	0.17973822100225073	0.09487600051894525	0.44144459049657586	0.46050549095133275	0.5963936560117661	0.05633747072236874	0.2144214428545134	spoor.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.4356171687549987	0.3699972467933312	0.26898395721925134	0.14466403162055336	0.48113636363636364	0.48521579430670336	0.5862891207153502	0.3090909090909091	0.3146005509641873	spoor.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.5565413270791764	1.904790713869824	1.3697878298256572	1.3020862824155803	1.3160356588769373	1.1937523576568199	2.1876563718080106	4.504904926789461	1.4593115697163013	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.1362926192212593	-0.031793206999740205	-0.17968799668786464	-0.33946300923225714	-0.3439298099072704	-0.25246925632625233	0.18822714002684218	0.666954806073471	0.037815677055149884	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.3815522352785363	0.3060388558435737	0.1647220723550746	0.09272701778576696	0.3903172611046558	0.5043534943979743	0.4996093514578945	0.25305547120489363	0.23748732259875602	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.4289739500265816	0.36392779447623724	0.21497326203208555	0.13438735177865613	0.4381818181818182	0.54	0.5433681073025335	0.37355371900826445	0.30303030303030304	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5575996022580962	1.9687831875952884	1.4405981215081314	1.2829006502242541	1.3148346431193312	1.1607035523816651	2.138548937710888	5.006599112436059	1.4372972957866894	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.14679205207223361	-0.03169566003083018	-0.12153739240169747	-0.35738093234692025	-0.35774063737773243	-0.28094906943188597	0.16607483049929164	0.6975524508154551	0.03211113002767811	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.3906223399425487	0.31982928412036427	0.15834709718946868	0.08289407983958097	0.3767462700227532	0.4856458788039462	0.6042192283046739	0.30820989244140085	0.22274254224072618	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.43269537480063797	0.3761981426124287	0.20427807486631017	0.16679841897233202	0.43522727272727274	0.5098181818181818	0.61698956780924	0.42479338842975206	0.27548209366391185	spoor.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.473861554420972	1.7284515633443893	1.3997006084288677	1.3074120251285126	1.2035831777117052	1.1076078969049457	2.1308735641675667	3.3627199145226627	1.587263756546464	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.16897436386455109	-0.053027437456053005	-0.17774279622935618	-0.3128924281522217	-0.3527752101137482	-0.34714439571000993	0.1548634457691067	0.5903701349199659	0.07412918732389229	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.4109850741241626	0.33905423445795096	0.2960029985028143	0.09733066273674308	0.38672071009026565	0.5120611610236905	0.6157288622543914	0.3096231130186895	0.15591213357906253	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.4568846358320042	0.41444510042844207	0.2978609625668449	0.21185770750988142	0.4265909090909091	0.5321818181818182	0.6342771982116244	0.5057851239669422	0.29256198347107437	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3597932398031376	1.4013633463321966	1.2650091210923586	1.3276869969021947	1.1261051336730685	1.1318481909260834	2.031412066885875	1.4679132768009575	1.459568638044838	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.13425387289499788	-0.10906591524860493	-0.2351779948501576	-0.23475396535277893	-0.19385037302692518	-0.26327343680373916	0.14927900976965253	0.011931101898792281	0.0023842516249215663	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.37736059925150156	0.28118420235824376	0.1675402884785605	0.09101959252012792	0.41420548664989165	0.46510172134224725	0.5553689713518443	0.06060793474296209	0.2144454214220726	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.42503987240829344	0.3535559975844393	0.24705882352941175	0.16284584980237155	0.45999999999999996	0.4925454545454545	0.5642324888226528	0.24297520661157027	0.3052341597796143	spoor.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.716921379256368	2.231650470936048	1.6397182751899038	1.2373410033166252	1.3354668364605256	1.2574333961432234	2.4796728706169797	6.113443751736459	1.5584771630886187	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.11961080540592141	-0.010082843216257397	-0.1247351486662841	-0.354665490123676	-0.3989839486207525	-0.20111105584809813	0.19767428772293483	0.6995169271875704	0.11172452583450368	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.47786702825906313	0.35811020783658254	0.19706505219192663	0.0732472205232969	0.6061391365909706	0.6039224160739102	0.574181825363646	0.16635928235021763	0.2858565217621098	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5260463876299654	0.4725366207108539	0.2925133689839572	0.1391304347826087	0.5927272727272728	0.6352617079889807	0.6134128166915052	0.7107438016528925	0.3239669421487603	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.806627917249351	2.549698277272843	1.7215886989284999	1.19806606674159	1.357968522113233	1.2575964481810284	2.5058379019428005	8.165929894235406	1.6409004087673438	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.12384755112867842	-0.006352377419615688	-0.10983352751294681	-0.4261708535901854	-0.4082954889694261	-0.21188830424785737	0.19012877606673942	0.7757082012401871	0.1458845550761793	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.48474636706816765	0.3807890245014409	0.24461007367329454	0.07548535199050584	0.5661663265298965	0.5863479980938614	0.6402629521463329	0.2449844511160563	0.3076660179601391	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.538256464942682	0.5073932525793511	0.34385026737967916	0.20395256916996046	0.5645454545454546	0.6047750229568412	0.664381520119225	0.7735537190082644	0.396694214876033	spoor.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5558932206213678	1.8001906477043286	1.6201849445625656	1.2652649037782422	1.234295524649786	1.2130782564978326	2.343175210443543	3.5425430806549887	1.3827926133433424	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.1036466922833233	-0.03330183915065874	-0.19472600942476911	-0.19441335746978677	-0.110479982686837	-0.25889964674179855	0.1349379366213475	0.49538777928372085	-0.10491959363648812	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.43487858804314783	0.3116554074178462	0.2034020753864462	0.08109288100824386	0.48309863490334776	0.6173460717842431	0.5310241699030255	0.06411032689159825	0.2015136920480186	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.4967741935483871	0.4579061670300364	0.26791443850267377	0.17549407114624505	0.5402272727272727	0.6172635445362719	0.5713859910581222	0.7735537190082644	0.25950413223140495	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.6564151378645715	2.499099340948382	1.5797993062691815	1.126306667903986	1.1183798709958432	1.1376855759286224	2.2875747890357636	8.839741564344626	1.4042076121606508	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.11962200985252966	-0.03055528317986303	-0.25472562728388926	-0.40558688533816983	-0.22791745349656833	-0.1532646549300519	0.04497274807857518	0.8166194353518195	-0.033984544640756544	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.47498890907337665	0.41737270857649633	0.18404859707046278	0.06611244371228318	0.4665503751726637	0.6635483166974724	0.5391369338150426	0.6719405695030192	0.33027172406453065	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.5115969074913357	0.4842354990884117	0.2727272727272727	0.17786561264822134	0.5159090909090909	0.6494031221303949	0.5588673621460507	0.8479338842975206	0.36694214876033054	spoor.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.7514903345938728	2.36507471040669	1.4714294668601582	1.3788658218232412	1.271443058193139	1.191206529688257	2.6807873054647766	6.827105659253581	1.7346851315636767	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.1219023189745757	0.004305542977438522	-0.21427019727380542	-0.35318718280122263	-0.4067135509216557	-0.26403044506619855	0.27477376284866195	0.7742269054969384	0.21933950855935158	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.45065115904285763	0.37222384863986796	0.18721629165698137	0.10805823191982065	0.4821825954305489	0.5744241434512415	0.5754091811625556	0.3683786500101417	0.30989784684778604	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5015195947747267	0.44979026720026716	0.24919786096256685	0.216600790513834	0.5195454545454545	0.6089990817263544	0.6098360655737705	0.5752066115702479	0.3691460055096419	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.794642604101184	2.5320179548257347	1.5608915482418275	1.3452505276874493	1.2890627795588416	1.2131938596610712	2.610138179153068	7.944182737763203	1.7614060517146835	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.1067026332367704	0.014575096156778837	-0.1575330868088125	-0.3799842804608063	-0.39339430901212696	-0.21485538018061975	0.2392010226794471	0.7919270856039778	0.21666462127639244	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.45772004918331627	0.37635919157291664	0.20007829289260826	0.07969903623303626	0.46461237932885685	0.5773903173841468	0.6228556361863118	0.34745568188281095	0.3424229971026456	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5054118901626233	0.4623926312099859	0.22994652406417113	0.14624505928853754	0.5154545454545455	0.6038567493112947	0.6426229508196721	0.6958677685950413	0.4027548209366391	spoor.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.6562330720097032	2.2290780927874443	1.4618583685449982	1.3401705387411973	1.1826546526864572	1.2384425947254618	2.309060657812399	6.371699691209771	1.699660145791825	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.11468124591312387	-0.014956162588942714	-0.20091883143029055	-0.3338958160001922	-0.40013300254516887	-0.14644134970529585	0.19468403212580648	0.7167837875568737	0.0652280418756683	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4327685467667759	0.3676744548046851	0.18551398379872272	0.1297796869942185	0.41391572918905317	0.5827505973690164	0.5623408378329826	0.4503438129014678	0.24907653554733422	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.478752332711277	0.44417995449722725	0.3144385026737968	0.23794466403162057	0.4409090909090909	0.5930211202938476	0.5901639344262295	0.6214876033057851	0.31129476584022037	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.5610343027650073	1.7572884360808683	1.4307149843538283	1.2679493007327838	1.1281480584015822	1.177312332294592	2.49612831703695	2.8631508646450494	1.9376151951012919	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.10162328286630379	-0.06776522899574278	-0.26500435461956096	-0.2515254159302236	-0.19101815978309195	-0.2060567207628432	0.25669722951216484	0.2663612141028785	-0.08381039548952308	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.45079207625051293	0.34126522311092694	0.18098139741389466	0.09135171600745116	0.5102430978962226	0.5842642683203101	0.5381891287727049	0.09053616774714787	0.3932907856187573	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.502852572647294	0.44032434978982865	0.2663101604278075	0.19051383399209484	0.5197727272727273	0.6213039485766758	0.5973174366616989	0.48925619834710743	0.3977961432506887	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8205474715007308	2.734102140585851	1.510084670918978	1.3023435801832701	1.2409597329186468	1.2647261558014415	2.4801291459136214	9.542835639210107	1.797636059154893	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.09160097155947285	0.02558644910228585	-0.17472231011520176	-0.40489817331472217	-0.3761703355183263	-0.16724603427910467	0.21734951643239733	0.8323889924111609	0.25240348809979757	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.473038130031319	0.3948128384492308	0.1805685475123418	0.09938441023209947	0.5330682897933979	0.590936900710295	0.5864370062736878	0.43984853635433063	0.33344617826846296	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.517331206804891	0.4837432456875	0.27700534759358286	0.1952569169960474	0.5661363636363637	0.6001818181818181	0.6104321907600596	0.775206611570248	0.36198347107438017	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.8024835230716194	2.6583757842189937	1.627556474552255	1.3008272911380294	1.2615136312118707	1.2537304152300404	2.423777692505672	8.973253577490686	1.7679714074044013	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.09376858005103256	0.02577017214191401	-0.10284108817779902	-0.3920747645822407	-0.3771605331502847	-0.17711284142514302	0.20464544591528258	0.8171198978163559	0.20781508859722708	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4718692211020675	0.3976881899043523	0.18995402893435304	0.10880111465307225	0.5154518467206903	0.5746972053762602	0.6207271019109012	0.4409067974085924	0.33327923432659645	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5172248803827751	0.48467389816856393	0.28609625668449196	0.17154150197628457	0.54	0.5947272727272728	0.6482861400894188	0.7735537190082644	0.3785123966942149	spoor.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.7266917452121868	2.4147175547607422	1.6010969032364983	1.3875517938064799	1.129651316442627	1.27768358875122	2.353249153194374	7.253915720950589	1.8998744069434081	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.10520998857933295	0.016140403426375065	-0.14475156740503872	-0.3490436350244113	-0.4149342354355341	-0.14806851661014803	0.14123804594027214	0.7994590762018717	0.22908365631761374	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.45202237296663356	0.3913634410306377	0.2464939060925523	0.13951398053921962	0.424404659532255	0.5939063290102792	0.5903171133632001	0.4969218018210581	0.2479862968558994	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.5118022328548644	0.47389790697002515	0.3090909090909091	0.31699604743083004	0.49272727272727274	0.622	0.6348733233979136	0.6446280991735537	0.29696969696969694	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.5729624293679174	1.7556712322043568	1.4562179739877168	1.3876561123800892	1.1362032960905886	1.162645351651448	2.483392944570312	2.5463798441108616	2.117203102639482	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.10659874927401093	-0.06611234236568424	-0.2946430293790761	-0.18710750508929153	-0.2089457736584232	-0.21697125975815487	0.21990504513513714	0.2073213038542769	0.017654822335741997	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.44704480988419454	0.3425242862199076	0.1780530701780625	0.09632005062723849	0.4934233757101598	0.5497930582927322	0.5799205289777426	0.07788391253077977	0.42227600722263775	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.4920786815523658	0.43809543361414827	0.26844919786096255	0.19367588932806323	0.5075	0.5721818181818181	0.6190760059612519	0.48925619834710743	0.4165289256198347	spoor.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.7024860213874835	2.553573462176482	1.719345755148122	1.2438521266621765	1.195864493559704	1.1917966734412482	2.3153461534433277	9.036961556679534	1.1718474763012627	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.1699224733102189	-0.04534988922792804	-0.04778847840587571	-0.3264316807361746	-0.4318185610444153	-0.2647458625104927	0.1764920820630315	0.8160077140124663	-0.23916443797403575	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.42512414787576697	0.34559704134905345	0.2385231065622577	0.12419392892959018	0.4496830616534546	0.5704147877668209	0.5412327356854151	0.3479032633129215	0.1472284055329142	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5371122994652406	0.5301476903579049	0.36310160427807486	0.3209486166007905	0.5543181818181818	0.6120593692022264	0.6	0.8925619834710744	0.3680440771349862	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.6450986058485384	2.3933143413399742	1.8617389661535124	1.27739116663659	1.2413690216065774	1.1568812792207501	2.150036224595898	8.016025255198258	1.0497584759682348	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.15966393162525502	-0.051431505771632184	0.05315402028146647	-0.3794445612885679	-0.4211230882320634	-0.18195438120786842	0.09738840675008172	0.7890779098223035	-0.3171188465267773	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.43921464758656115	0.33971252008180264	0.18895291491657745	0.08288442566451384	0.48009215489015755	0.6076599359590295	0.5518919941457886	0.2734510714087942	0.19305514358775752	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.525187165775401	0.4963945090869785	0.27058823529411763	0.24426877470355732	0.5618181818181818	0.6165120593692022	0.593144560357675	0.7735537190082644	0.4148760330578512	spoor.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.5509117037915034	1.808747697642272	1.550871528683944	1.3097421542128735	1.1765351109839808	1.2290039484247475	2.2702776937572655	3.5324714155394545	1.5923320318936383	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.08520256299717864	-0.028089202810730428	-0.16606551987340917	-0.14859475177175083	-0.11997396702067603	-0.20287208884318134	0.14977346304412356	0.4167428321846821	-0.1256343873949013	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.45568702807902695	0.34652585508160083	0.23546693364097182	0.12333571780643635	0.48899184166694215	0.6131441567220605	0.518621058804339	0.06701677837995217	0.37910449855050404	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.5329946524064171	0.5191761335191438	0.33957219251336895	0.34229249011857704	0.5236363636363637	0.6343228200371057	0.5552906110283159	0.7735537190082644	0.465564738292011	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.615386108384543	2.3713417235431296	1.570223373201269	1.2073921856311	1.1019384032487076	1.164500830360538	2.080386494091463	7.899065616604259	1.5758851616645693	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.11970439865521179	-0.01725660180754073	-0.1827824429835507	-0.36695328796663	-0.2819117912400844	-0.1535671883662794	0.012318972287244098	0.7869627615392526	0.06513676407726274	spoor.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
