measure	globqual	meanclassqual	classqual_heet_3	classqual_heet_1	model	classqual_heet_5	classqual_heet_7	classqual_heet_2	classqual_heet_6	technique
DR	1.162762245638508	1.1746853862742481	1.2075643498455313	1.141806422702965	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.10329377397970098	0.11160437742048782	0.1345214959996273	0.08868725884134834	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7462898787249523	0.7212661732483784	0.6522614096614623	0.7902709368352945	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.7966033966033966	0.7656385883304682	0.6802507836990596	0.8510263929618768	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.1846413494358268	1.2416459058281775	1.3988402886070834	1.0844515230492713	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.09281065046995861	0.1236711108575266	0.2087711682899111	0.03857105342514212	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.6798025491315739	0.6466370309237208	0.5551806019263078	0.7380934599211338	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.7154845154845155	0.6730710890888867	0.5561128526645768	0.7900293255131965	heet.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	1.1963471284138985	1.2893501809947685	1.5458131441723189	1.0328872178172182	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.08945992467455152	0.13991514130571103	0.2790492235310296	7.810590803924173e-4	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.6997092091718142	0.6936330974529452	0.6768777590766697	0.7103884358292206	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.727072927072927	0.6960916169481242	0.6106583072100313	0.781524926686217	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.1032924966519813	1.158944528820163	1.3124092235869667	1.0054798340533593	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.04440000036143719	0.07792470382895814	0.17037161339090984	-0.014522205732993558	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.6271845462577679	0.6106284310502454	0.5649736891143503	0.6562831729861407	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.6853146853146853	0.6495955101628071	0.5510971786833856	0.7480938416422287	heet.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	1.169967251260725	1.2043326661928813	1.2990979013088269	1.1095674310769357	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.09795730981654796	0.11617438603998906	0.16640935380765998	0.06593941827231814	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7246110955343202	0.6982069411954313	0.6253954852912224	0.7710183970996403	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.76003996003996	0.7229547982606936	0.6206896551724138	0.8252199413489736	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.1979129284389392	1.2623094670827688	1.4398878009187834	1.0847311332467542	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.09903934964476564	0.13234025866735802	0.22417003809329455	0.04051047924142147	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.6809787141477044	0.654275987838717	0.5806411971078731	0.7279107785695609	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.7042957042957043	0.6645262412781878	0.554858934169279	0.7741935483870968	heet.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	1.2614911335992864	1.3725807995071446	1.6789189691318447	1.0662426298824446	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.1202002058229517	0.17449222807728249	0.3242065924755886	0.024777863678976376	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7373357455052628	0.7142263591737882	0.6505004756536612	0.7779522426939152	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.7644355644355644	0.7291839417534635	0.63197492163009406	0.8263929618768329	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.109598797278539	1.170208815421593	1.337345532119106	1.0030720987240802	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.04713588771185657	0.08263920188818696	0.18054228037443137	-0.015263876598057459	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.660308903470991	0.6488730396637975	0.6173377788621427	0.6804083004654523	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.7032967032967032	0.674972191323693	0.5968652037617554	0.7530791788856305	heet.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	1.1202970053823709	1.1558990227921184	1.251113720515862	1.0606843250683748	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.06982428525437687	0.0916191465596364	0.14990772912021422	0.033330563999058586	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.6620428445189689	0.6357468927446106	0.5654205100922574	0.706073275396964	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.6896442687747035	0.6341836082342411	0.4858585858585858	0.7825086306098964	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.07607824110655	1.1097939013294105	1.1999636902975255	1.0196241123612952	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.04167067794504021	0.06451257265560108	0.12560136083500806	0.0034237844761941	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.650177793124924	0.6079602395550107	0.4950528288447774	0.7208676502652439	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.6896442687747035	0.6355581127733027	0.4909090909090909	0.7802071346375143	heet.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	1.0640120745497357	1.1459290642311641	1.3650093854721936	0.9268487429901348	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.017049630207083114	0.07496886512027896	0.2298691445392911	-0.07993141429873318	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.6808775466524496	0.652867091169141	0.5779554078998274	0.7277787744384546	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.7016600790513834	0.6675329241784937	0.5762626262626263	0.7588032220943614	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.0402116791567595	1.0685054445080884	1.1441748169593167	0.9928360720568601	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.01825236802890226	0.038789910256326166	0.09371589528315753	-0.0161360747705052	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.6308241833069024	0.5989350258553938	0.5136500698804294	0.6842199818303584	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.6526482213438735	0.6090429612581512	0.49242424242424243	0.7256616800920598	heet.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	3.0335348674882363	3.4570694084901583	5.786509384000729	1.1276294329795882	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.3248472308158123	0.40100888279854563	0.819897968703579	-0.017880203106487767	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.8299586008678123	0.8443770437207929	0.9236784794121864	0.7650756080293993	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.8285123966942148	0.8249028749028748	0.805050505050505	0.8447552447552448	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	2.8819299408241847	3.266154264637568	5.379388045611175	1.1529204836639615	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.3260581485756611	0.399077175922999	0.8006818263333572	-0.0025274744873591457	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.7840960777504061	0.7939413299678014	0.8480902171634755	0.7397924427721273	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.8528925619834711	0.85003885003885	0.8343434343434343	0.8657342657342657	heet.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	2.643339793428779	2.952096830412254	4.650260533821367	1.2539331270031413	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.3232974436632958	0.3928256518707256	0.7752307970115891	0.010420506729862044	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7678521354988534	0.7714399271638532	0.7911727813213522	0.7517070730063544	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.7429752066115702	0.7348096348096348	0.6898989898989899	0.7797202797202797	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	3.5759955668699033	4.137602846997162	7.226442887697087	1.0487628062972378	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.31470587730572847	0.3982123481164914	0.8574979375756876	-0.06107324134270481	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.7816273451833102	0.7924761751902609	0.8521447402284896	0.7328076101520322	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.8433884297520661	0.8437062937062937	0.8454545454545455	0.8419580419580419	heet.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	3.0192078675889564	3.43578654384591	5.7269692632591545	1.1446038244326653	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.3284598962728117	0.403379388847253	0.8154365980066802	-0.008677820312174232	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.802981605663176	0.8071065431656702	0.8297936994293882	0.7844193869019522	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.8289256198347107	0.8255633255633256	0.807070707070707	0.8440559440559441	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	2.872590051524454	3.2561262633570287	5.365575428436192	1.1466770982778658	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.32630704750783235	0.39969648806305375	0.8033384111167714	-0.003945434990663872	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.8147704376955919	0.8221541373738216	0.8627644856040853	0.7815437891435579	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.8309917355371901	0.824980574980575	0.7919191919191919	0.858041958041958	heet.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	2.6231810070845847	2.9274764787825185	4.601101573121154	1.2538513844438832	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.32242914818848123	0.39173761605333124	0.7729341893100066	0.010541042796655957	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7566947121079349	0.7570493482220595	0.7589998468497448	0.7550988495943743	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.740495867768595	0.7317793317793317	0.6838383838383838	0.7797202797202797	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	3.7008568400721042	4.291087130975386	7.537353730943436	1.0448205310073364	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.3156019507114749	0.3997383739915852	0.8624887020321917	-0.06301195404902134	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.803348459111976	0.8188364264101233	0.9040202465499326	0.7336526062703139	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.8450413223140496	0.8461926961926962	0.8525252525252525	0.8398601398601399	heet.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	1.757393829558248	1.8411710731362327	2.511389021760111	1.1709531245123546	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.24700644105211197	0.27777218408697457	0.5238981283658755	0.03164623980807372	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.7857218846692292	0.7909705191646896	0.8329595951283739	0.7489814432010055	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.8151515151515152	0.8125060125060125	0.7913419913419913	0.8336700336700337	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.7756545589424235	1.8704865180279557	2.629142190712213	1.1118308453436987	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.2303439025643866	0.26348376641953625	0.5286026772607332	-0.0016351444216607272	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.7428570730395911	0.7425101359438624	0.7397346391780328	0.7452856327096921	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.7746212121212122	0.7707070707070707	0.7393939393939394	0.802020202020202	heet.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	NA	NA	mds
DR	1.8820280876780062	1.9832867504250047	2.7933560524009917	1.1732174484490177	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SIL	0.2673222842167196	0.3009952522161432	0.5703789962115322	0.03161150822075425	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
SCP	0.8079077995834772	0.8150499485008248	0.8721871398396047	0.7579127571620449	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
kNN	0.8227272727272728	0.8202982202982203	0.8008658008658008	0.8397306397306398	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	NA	NA	mds
DR	1.6643903634784882	1.755705703062691	2.4862284197363143	1.025182986389068	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SIL	0.19763114051392927	0.231240455305938	0.5001149736420079	-0.03763406303013185	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
SCP	0.6865789343992716	0.6946534796261488	0.7592498414411648	0.6300571178111326	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
kNN	0.7477272727272727	0.744973544973545	0.7229437229437229	0.767003367003367	heet.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	NA	NA	NA	NA	mds
DR	1.3243170904531103	1.3261594956830658	1.9109170614817117	1.167421394288456	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.9778269220209947	1.2599586971132404	1.6333154698942725	1.007517429299719	mds
SIL	-0.08442248895384671	-0.08932310326483618	0.0812754959759858	-0.11571295223434422	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	-0.2948614133889528	-3.3090234076568753e-4	0.1488172468094621	-0.35512609441040227	mds
SCP	0.6012087717393472	0.25114189439781087	0.5535684532275039	0.7834111181199993	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.032175549655784674	0.03716813960922948	0.05235066723348416	0.04817743854086356	mds
kNN	0.6351959966638866	0.30418092378288614	0.6007905138339921	0.8077661032434902	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	0.06818181818181818	0.13636363636363635	0.16198347107438016	0.05	mds
DR	1.1233209173636343	1.199218030291121	1.261203914025885	1.0559056954880024	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.9855344649388529	1.1919615751984853	1.5453893861448489	1.1553131459506523	mds
SIL	-0.16128044901855992	-0.11966626827889948	-0.2121734223723224	-0.15741137764610544	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	-0.2813238455549705	-0.06360855892604338	0.15997602159252425	-0.16345642676647942	mds
SCP	0.5259750927408349	0.20570606964637533	0.3175342942796297	0.7406807624395857	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.033383308599357085	0.03910716889134986	0.042835482463498595	0.060695401204831065	mds
kNN	0.5585765916041145	0.25867500807025506	0.36442687747035574	0.7587939698492462	heet.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	0.10681818181818181	0.12878787878787878	0.06776859504132232	0.12545454545454546	mds
DR	1.1098252321367408	1.1805065039806513	1.267022509784488	1.043455893516459	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	1.0324051770973564	1.0481547551688164	1.6773087486788967	1.014691939637891	mds
SIL	-0.16060194421563312	-0.13033774085668093	-0.1572490865931594	-0.164088378752481	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	-0.2810224374556986	-0.14045014762225658	0.22744141630580625	-0.2666578110222962	mds
SCP	0.5157369216538371	0.20334299110430243	0.3292759027362765	0.7201776290865262	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.036587141406151116	0.031077432821995064	0.04517026267519205	0.05776957789967364	mds
kNN	0.5441201000834028	0.2487861992820332	0.35810276679841896	0.7413430790315212	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	0.11704545454545454	0.09242424242424242	0.10743801652892562	0.07636363636363636	mds
DR	1.0796871583614802	1.1801920569271966	1.241127171905963	0.9985516032808551	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	1.1057297072191619	1.0357070863656954	1.7125265486580699	0.9875102241334348	mds
SIL	-0.13930489286264838	-0.12609230782656713	-0.17046011401318062	-0.1292463066100918	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	-0.13524521668102243	-0.28671408889608135	0.19652023721538064	-0.23140835797440723	mds
SCP	0.46072042392869295	0.17703211683085646	0.24945876778992404	0.6589979215094666	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.0410903188446689	0.0302586732432863	0.040661367288444016	0.04172565230934883	mds
kNN	0.4941340005560189	0.22286922094000966	0.310935441370224	0.6802192782092279	heet.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	0.12272727272727273	0.024242424242424242	0.16363636363636364	0.035454545454545454	mds
DR	1.1253147998183926	1.2004528984352578	1.2052150801083088	1.0789543211395	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	1.0018489902060168	1.1850953559259771	1.641845763629153	1.0897578796025915	mds
SIL	-0.1297446078058315	-0.11017310737146414	-0.21638557942195058	-0.10241954663381013	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	-0.2982340032358901	-0.08418563699094027	0.23734919307496619	-0.19716307102115996	mds
SCP	0.5569323601098118	0.2174917547558855	0.324360662912495	0.788013739046042	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.04070804842867476	0.032792337414918604	0.05612107707972208	0.06295466365346067	mds
kNN	0.5788156797331109	0.2606222071350083	0.38998682476943347	0.7873001370488808	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	0.1	0.07272727272727272	0.11735537190082644	0.09636363636363636	mds
DR	1.1259069633815555	1.211190315434286	1.2154790436523577	1.070617565619535	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	1.0091776548649078	1.1894128644656905	1.6464738528914244	1.1359809111118004	mds
SIL	-0.1373579982531638	-0.09973537370541308	-0.20036916037571328	-0.1266942305442369	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	-0.275264745856036	-0.10479051645233657	0.2656497303721641	-0.1569433193763198	mds
SCP	0.5703023908814153	0.23123246639456296	0.43103289232485653	0.7740868548265233	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.04228031176568085	0.03482487629985307	0.054828069947648515	0.05034179320281552	mds
kNN	0.591326105087573	0.26679394421903907	0.43346508563899866	0.7944266788487894	heet.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.0875	0.10454545454545454	0.10082644628099173	0.08	mds
DR	1.1035884820074133	1.2586340850474331	1.2022920764922742	1.0189296551231108	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	1.0619387163970786	1.3612795763984842	1.8139316808499897	1.0934328050236617	mds
SIL	-0.18889156189190218	-0.12948922607331753	-0.2762730971946215	-0.17586969881971992	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	-0.3125759307285319	-0.0058385214879938495	0.27864307260062904	-0.2850211808096671	mds
SCP	0.5077781694422815	0.20022708060097144	0.31662145541162295	0.7114462372349031	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.04555346988374348	0.030829875741437876	0.046473684360135235	0.05043776097398605	mds
kNN	0.5337225465665832	0.24460692315532226	0.3220026350461133	0.7357697578803106	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	0.09659090909090909	0.1303030303030303	0.09752066115702479	0.08545454545454545	mds
DR	1.1485147296066702	1.2756103970905195	0.7160328534798219	1.2331603375068363	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	1.1154665641769417	1.5212741643779863	1.8553535257760527	1.2123749372254773	mds
SIL	-0.2350351450025091	-0.18906127653861104	-0.493514793676904	-0.17564576799298173	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	-0.17441339309270038	-0.16202079061550823	0.06001575195222076	-0.18878866580579276	mds
SCP	0.4229531977456008	0.16869028463339572	0.2392355051010852	0.598466285318363	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.036523456722025366	0.03282270168747183	0.04182976386092203	0.06326399511050683	mds
kNN	0.4807895468445927	0.20273057857258503	0.28142292490118576	0.6714481498401096	heet.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	0.07045454545454545	0.022727272727272724	0.06942148760330578	0.1009090909090909	mds
DR	1.4401622987307054	1.4532648010412355	2.1924750089651868	1.2346657746267076	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	1.0657922962406965	1.204459605505677	1.9995897231637996	1.022606397745346	mds
SIL	-0.0496722390279905	-0.05446959243619083	0.13563946085882192	-0.08626695529735603	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.2675580587825432	-0.04874795746729747	0.2634706165037879	-0.3233546604325581	mds
SCP	0.6345627439089228	0.26451221517118345	0.5845883646025112	0.8273517493846175	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.03622778217988058	0.03775733538672761	0.059252417320057836	0.04189564215330598	mds
kNN	0.6652210175145955	0.3590337655158051	0.6179183135704874	0.8334399269072635	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	0.06477272727272727	0.253030303030303	0.30413223140495865	0.0809090909090909	mds
DR	1.4286573932499025	1.4497358542315886	2.190685956407554	1.2146490293650043	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	1.0170108626616947	1.3390510759602638	1.8647412196721698	1.072276981322845	mds
SIL	-0.06127026286909634	-0.050085792464149625	0.151116266892372	-0.11351934127822699	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.2945127746913358	0.029266254403203275	0.22819299055109596	-0.3010581506620062	mds
SCP	0.6473150351444281	0.2765125486139304	0.6286907644141208	0.8314195339290947	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.03661842238640293	0.056487361704700936	0.06011786531781216	0.0457413439314508	mds
kNN	0.6673894912427022	0.35730765482500937	0.6231884057971014	0.8348104157149383	heet.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	0.060227272727272727	0.2818181818181818	0.23471074380165288	0.10909090909090909	mds
DR	1.3121262752854472	1.3360462699849132	1.906816125094927	1.137683985964098	heet.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	1.1172165144270798	0.9821539165831392	1.7792874007444284	1.093119677095806	mds
SIL	-0.10017292183183302	-0.12452459784575094	0.040357383048505314	-0.12257100499704345	heet.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.2961058604976188	-0.2870472456959967	0.14796633110930185	-0.22974719004165386	mds
SCP	0.5900064660644752	0.24295104121893718	0.5037438887601506	0.7816526125707095	heet.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.041594392621783494	0.02406475509652151	0.05137590348157397	0.055274694782883896	mds
kNN	0.6197942730052821	0.2857045272475685	0.542292490118577	0.8051164915486523	heet.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	0.07954545454545454	0.06363636363636363	0.16363636363636364	0.06	mds
DR	1.1430945331774292	1.2441334415012923	1.4947892646694891	1.0064639313092016	heet.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	1.0041955612055207	1.1886608640443455	1.7088610163456646	1.0618300114335328	mds
