measure	globqual	meanclassqual	classqual_horde_1	classqual_horde_1b	classqual_horde_3	classqual_horde_2	model	technique
DR	1.5136390956326387	1.5990573175397629	1.46376862341133	1.899289715894769	1.5638911016416053	1.4692798292113471	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.1351563819323315	-0.02200195440408718	-0.2396599843925511	0.2579897970456875	-0.009847984990222079	-0.09648964527926303	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5890783709761032	0.4294613543794511	0.7631375986792699	0.11519903245807571	0.3575140929634083	0.48199469341705053	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6210634648370498	0.4698470297209793	0.7797155225726654	0.15454545454545454	0.43529411764705883	0.5098330241187384	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.282378791200931	1.414516485844934	1.093142337154426	1.5514557230960622	1.7761634087419196	1.2373044743873278	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.11542130100453454	0.00567649619264882	-0.2730680300512601	0.17262291445158892	0.206369636530961	-0.08321853616069451	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5377021369319129	0.4111389871956565	0.6602398947191322	0.11637762652045393	0.4060107681336747	0.46192765940936514	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5848370497427101	0.46041416566626653	0.704143475572047	0.16666666666666666	0.45062388591800356	0.5202226345083488	horde.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8429844448326522	1.864232921819439	1.8280037706332972	1.929571397419791	1.8054023426818457	1.8939541765428212	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.004206386020391553	0.07704596089349362	-0.09115162041182036	0.25064053539163766	0.10684328547765073	0.04185164311650644	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6556957695211151	0.5013440015915143	0.8079921489830749	0.13743152491096994	0.5194267537850116	0.5405255786870008	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6806440791680644	0.5463305979815414	0.8065110565110565	0.2111111111111111	0.5704974271012007	0.5972027972027972	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.7487705933626718	1.7646249627089392	1.70470792301773	1.7225408163443339	1.78926570382996	1.841985407643733	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.06271282296605074	0.023288788239575735	-0.16689833601879756	0.17356693670106924	0.0842731280094159	0.002213424266615361	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.608160114032729	0.4553171004519233	0.7662885319213554	0.11472134550057138	0.44226069143881647	0.49799783294694994	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6352230795035223	0.4938187874508629	0.7848894348894349	0.18787878787878787	0.46963979416809604	0.5328671328671328	horde.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.391182245216898	1.5335181608054769	1.2955922648430847	1.9944163726394595	1.4719102510456896	1.3721537546936737	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.13479454425518453	2.4075586366783218e-4	-0.2695401928304866	0.31597084162590733	0.039468414209644205	-0.08493603955039362	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5664441402870851	0.442383663622602	0.6834632608339455	0.13515727557552457	0.4734343138078998	0.4774798042730382	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6069775243206977	0.48591799511610834	0.7184275184275184	0.17777777777777776	0.495368782161235	0.5520979020979021	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1952129926495412	1.2225342061361624	1.114691885015717	1.1433673506696218	1.479675092962169	1.1524024958971417	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.06249976370906492	-0.01475711539564508	-0.15577113308755797	-0.02628801466464176	0.19228031494532877	-0.06924962877570937	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48034677980986046	0.3523879257968611	0.6195639117392435	0.08524118396999082	0.2973534907373777	0.4073931167408325	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5244548809124455	0.40240410617769107	0.6609336609336609	0.15757575757575756	0.33516295025728987	0.4559440559440559	horde.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.1827082395617126	2.0237889199785144	2.319737311055624	1.5854713320277694	1.8537195244843279	2.336227512346337	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.13361029801833346	0.1324607426627232	0.1118060844383262	0.058136721549565076	0.13393064623258197	0.22596951843041954	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6933652818240071	0.5364836861650927	0.8327985551508141	0.12935789174686654	0.5631333538517979	0.6206449439108923	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.715771349862259	0.5785094942916975	0.8273972602739726	0.1919191919191919	0.633868092691622	0.6608534322820037	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	2.2233803430251466	2.021229512080908	2.361269791475983	1.3568352025459947	1.915073848268145	2.4517392060335093	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.11156375232481731	0.09633948064829409	0.0691469885175139	-0.11434848190290217	0.1591157907486575	0.2714436252299071	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6619992286147892	0.5042094930073547	0.7937455046063155	0.06805690406292396	0.5295929020004254	0.6254426613597541	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.715702479338843	0.5580378892943645	0.8341220423412204	0.08383838383838384	0.6295900178253119	0.6846011131725417	horde.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.910964008188513	1.8803747376003268	1.9993335096950153	1.98843807252041	1.82363969990981	1.7100876682760722	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.02544267659840814	0.10661349053658642	-0.05979914605157685	0.279908370432253	0.1491495636058038	0.057195174159865754	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6572613426619486	0.49860731701997296	0.8119754159775207	0.1286585330999281	0.5083797515589925	0.5454155674434505	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7041322314049586	0.5594128394404669	0.8322540473225405	0.1828282828282828	0.5925133689839572	0.6300556586270872	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.3952867131537723	1.4348646213547624	1.2371684333642272	1.184403490774284	1.916698332367599	1.40118822891294	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.015750985190573268	0.01725595618287059	-0.11949942167933274	-0.11483048928083292	0.24563561651773916	0.05771811917390885	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6230505929466691	0.4661562123174805	0.7637406020748803	0.06275467989883846	0.4906477996475316	0.5474817676486716	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6553719008264463	0.49987971527340697	0.7800747198007472	0.05757575757575757	0.5796791443850268	0.5821892393320964	horde.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.8184026718582331	1.806614045002831	1.7875562321873453	1.6481563787637026	1.8309228847604784	1.9598206842997976	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.016288158428994885	0.06900834523087991	-0.04730149538091492	0.15605625706819964	0.10021359053256176	0.06706502870367315	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6538642244585839	0.5014543882089634	0.7813542797700348	0.08315357529913082	0.5607454323445101	0.58056426542217765	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6758264462809918	0.5204674439306648	0.8047322540473225	0.0898989898989899	0.5672014260249554	0.6200371057513915	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.8467943805628881	1.8476902636904537	1.7861661398257604	1.6658813819726987	1.8953160316642155	2.0433975012991406	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.011274135940374425	0.07536374108346158	-0.07723153878409261	0.14755098547434142	0.1353092238309732	0.09582629381262428	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6624195445387588	0.4991767795422131	0.8193293044731994	0.11027860757549376	0.49190263444926063	0.5751965716708988	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6858126721763085	0.5417498215558535	0.8089663760896637	0.1525252525252525	0.5650623885918004	0.6404452690166975	horde.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5115705033104454	1.6145777689077918	1.4253258796795885	1.900636364778391	1.6302435736202243	1.502105257552963	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.13959880535819885	-0.02290323493283503	-0.2475451119394979	0.26915917883420426	-0.004620082868601835	-0.10860692375744463	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5999988575841433	0.4391529673529334	0.7697953327107343	0.0994722400998144	0.36960448559595105	0.5177398110052338	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6513085399449036	0.49970125036315893	0.79813200498132	0.14242424242424243	0.5001782531194295	0.5580705009276438	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.2744542948247672	1.4045538267675863	1.0644536637101838	1.474242142313298	1.8064424095580254	1.2730770914888376	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.12182996653322323	0.00247283128363489	-0.2945512913823429	0.1455463070896074	0.21781234375085715	-0.058916034323582105	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5124755230335213	0.3872520968426638	0.6391557908595437	0.10774663828435699	0.36708058656342085	0.43502537166333377	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5846418732782369	0.453406090539163	0.7088418430884185	0.13434343434343435	0.44242424242424244	0.5280148423005566	horde.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.8593004212647997	1.8246774075721035	1.83088151867819	1.5690147513380177	1.9193891401495549	1.9794242201226517	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.024580216306201774	0.07055115934718878	-0.04597806939751239	0.11001812928586752	0.14110853264610035	0.07705604485429964	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6789097600976793	0.5281311637520367	0.7984291698706092	0.09209218607086825	0.6151969448785033	0.6068063541881662	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6957396846695739	0.5527626221022447	0.8023341523341523	0.1202020202020202	0.6336192109777016	0.6548951048951048	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.8780563219529338	1.8821110306833055	1.7943196833691049	1.6699530483169358	1.997882906459258	2.0662884845879232	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.0022694206423165978	0.0781168469969271	-0.10889853509777066	0.1573991189352252	0.17253823189060064	0.09142857225965322	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6995752079232523	0.5497792141061558	0.8141890691761781	0.10414900414964537	0.6097203132958202	0.6710584698029798	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7235155987923515	0.5868671960653092	0.8212530712530712	0.1616161616161616	0.6590051457975986	0.7055944055944056	horde.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.450192417618413	1.576870342304792	1.3366684441934604	1.9094571150377901	1.6144852439058561	1.4468705660820618	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.13650028103075268	-0.006679909346220479	-0.26931379066376465	0.28845206515957383	0.05933910382680279	-0.10519701570749389	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6268704179958986	0.46525902763150867	0.7935307275857796	0.10519530518577638	0.5056960576162739	0.4566140201382049	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6619926199261993	0.5226322723964233	0.791031941031941	0.1707070707070707	0.5574614065180102	0.5713286713286713	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.2195754115872885	1.2914120227430264	1.0638979980338417	1.2321842751006093	1.6512933517776338	1.2182724660600208	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.09263717485045213	-0.006760721494474752	-0.2384051354426463	0.030623522820945707	0.2296484647844195	-0.048909738140617914	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.519016149960073	0.4039050575720197	0.6122490527444481	0.07552123495698149	0.4329375892700161	0.49491235331663325	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5616236162361623	0.43282082881139483	0.678992628992629	0.10202020202020202	0.45866209262435675	0.4916083916083916	horde.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.8099928264306804	1.7866698515732353	1.8437968795813713	1.7680441442414996	1.765394383379432	1.7694439990906388	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.084146711279587	0.14164383128018115	0.009036952246586837	0.2205462656672579	0.2296453766290299	0.10734673057785	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.663430046753225	0.5196023677090051	0.7717497150846299	0.10217529952054563	0.6733222531923686	0.5311622030384763	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7023594725884802	0.5668594711495083	0.800747198007472	0.15858585858585858	0.6934046345811051	0.6147001934235976	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.8988145657665492	1.763889752015621	2.0354722155167226	1.463639962561165	1.7029881075043443	1.853458722480252	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.054142730895705385	0.08311303596833229	-0.004131935984685807	0.0537852258951183	0.13224448651766607	0.15055436744523062	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6560263455099633	0.4902898841674777	0.8059402944034111	0.07306039857653669	0.508766678226607	0.5733921654633559	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.695766828591256	0.5462514977816639	0.8198007471980074	0.1383838383838384	0.6121212121212121	0.6147001934235977	horde.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.8322605371878697	1.8216899157023625	1.8794603686356237	1.9279689275703782	1.854769748947974	1.6245606176554745	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.006925506473613435	0.08585449250040428	-0.07085684790383297	0.27347543888138265	0.1548634440125692	-0.01406406498850181	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6547398721801558	0.48596539926105525	0.8204492153504268	0.1059706160473701	0.5072567489509768	0.5101850166954474	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6891741845940319	0.5479200858690632	0.8194271481942714	0.20606060606060606	0.6017825311942959	0.5644100580270793	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.4424425542654307	1.5418851336311674	1.1960577844054283	1.369587443800321	2.3384648272388175	1.263430479080103	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.04821030938855927	0.04129325425497505	-0.20179080059849167	0.061184456827440975	0.33935141187715623	-0.03357205108620535	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6197906265412955	0.4667010018972137	0.756590612797128	0.08701968362433693	0.5666139888333341	0.4565797223340557	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6641915336571825	0.5197708132121011	0.7844333748443337	0.13434343434343435	0.6345811051693404	0.5257253384912959	horde.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.5702706628825973	1.6333292895013405	1.5085635322257076	1.7882488057136032	1.7141082310844793	1.5223965889815723	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.021778882482672766	0.0585853795343173	-0.10090396080421034	0.25214019366026935	0.14535979321317932	-0.062254507931969134	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6149200491956983	0.4731079713065583	0.739977940657106	0.10406492119392875	0.48120521830260804	0.5671838050725905	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6716169326856349	0.5334635119691783	0.7889165628891656	0.16262626262626262	0.5714795008912655	0.6108317214700193	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.6088148017592465	1.6768976184019981	1.5230561319741969	1.7787832092840363	1.763720451284623	1.6420306810651366	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.033597076103730875	0.05610084339644259	-0.12847577773403981	0.24707883025693575	0.13374889385309574	-0.027948572790221317	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6270593914891665	0.4842490226988308	0.7566827929361131	0.12597369878719075	0.49809626673368546	0.556243332338334	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6877862595419847	0.5513508912569381	0.8049813200498132	0.1919191919191919	0.6046345811051693	0.6038684719535783	horde.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4758855993843616	1.5730049840719111	1.3816060207168213	1.8054297614852053	1.6338892663222744	1.4710948877633434	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.1339331663566027	-0.02688960399990475	-0.22984045459736116	0.251184472358676	8.27667523134469e-4	-0.12973010128406834	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6250890155355765	0.4624278480218878	0.7915387746865165	0.11082361990105109	0.4221082313428749	0.5252407661571088	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6575988896599584	0.5044907213302638	0.8058530510585304	0.15454545454545454	0.5372549019607843	0.5203094777562862	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.299483848422983	1.5004843000412875	1.0258235849537547	1.7669036481936338	2.0143476915632967	1.1948622754544644	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.1412918193148959	0.019117270829135967	-0.34570701526276565	0.26045132016313605	0.2913948048411138	-0.12967002642494033	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5321075908471558	0.39560997987664487	0.6754350906254161	0.11864489746877246	0.4025351599559483	0.38582477145644267	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5819569743233866	0.44948848991916523	0.710211706102117	0.14242424242424243	0.44705882352941173	0.4982591876208897	horde.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.600386417553718	1.6642903646459153	1.5312079476824254	1.8037082515428926	1.7921498637286712	1.5300953956296717	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01196807527439327	0.06779804240522008	-0.09629776256206427	0.24611764881296766	0.2002922022985437	-0.07891991892856677	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6189680763813601	0.49330918710705773	0.7241721542603643	0.14377390455251307	0.49307317005252194	0.6122175195628315	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6497643097643098	0.5283163321731579	0.7614250614250614	0.2202020202020202	0.5341337907375643	0.5975044563279858	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.6194571013358114	1.6745259834724178	1.5416261664631243	1.7445623141532265	1.841467476214659	1.570447977058661	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.03893506384882366	0.04366377674719811	-0.1309695558084533	0.21522908766165502	0.1933645553218908	-0.1029689801863001	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6499581414539484	0.49659202762446153	0.7931312332484943	0.11607493290027067	0.5403338588904435	0.5368280854586376	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6727272727272727	0.5387096358794472	0.7945945945945946	0.19797979797979798	0.5986277873070326	0.5636363636363636	horde.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4234349686264283	1.5474319383589556	1.3102456255955297	1.866961975190011	1.5836228012063223	1.4288973514439594	horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.14357088480468083	-0.01513478550370217	-0.2719405592888538	0.28441101624254594	0.04357756625712516	-0.11658716522562598	horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6350525838826624	0.4850197800919987	0.773250749714792	0.10506386055963378	0.49097359284210085	0.5707909172514682	horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.648013468013468	0.5168126771206683	0.7703931203931204	0.1898989898989899	0.5361921097770155	0.5707664884135473	horde.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
