measure	globqual	meanclassqual	classqual_blik_1	classqual_blik_3	classqual_blik_5	model	technique
kNN_k10	0.7366747321119944	0.4116827186594628	0.8576744186046511	0.21272727272727274	0.16464646464646465	blik.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	0.9778181828367224	1.0203300370412118	0.9645619293087222	1.0041383343345216	1.092289847480392	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.06400219981176616	-0.02881530279364899	-0.0732131968463161	-0.07112936840943192	0.05789665687480104	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6646705953119206	0.3117572040030063	0.797406860888604	0.07369382965148187	0.06417092146893318	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7200138264777047	0.4071928588207658	0.8427906976744186	0.11212121212121212	0.26666666666666666	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	0.9934192682214438	1.056270284728077	0.9678750394744392	1.1299407825382528	1.0709950321715387	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.09204041868813201	-0.00916544488236167	-0.12469537514651265	0.07110773437765025	0.026091306121777385	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6574118648767568	0.3260160990579724	0.7803067633335876	0.13116822806164627	0.06657330577868338	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7168337366055997	0.4116827186594628	0.8322198731501057	0.19575757575757574	0.20707070707070707	blik.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0600179368203666	1.036614234822309	1.0679891240034862	1.0344742728887457	1.007379307574695	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.017795499195452574	-0.015486589844913454	0.028286804310855392	-0.004667359100763281	-0.07007921474483247	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6866168005409201	0.3309783661854292	0.8187973946714522	0.11702500149772814	0.05711270238710721	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7217421361908054	0.4025996398089421	0.8409302325581395	0.2012121212121212	0.16565656565656567	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0365562851321282	1.0537955032340534	1.0328856686699361	1.0192390905944517	1.1092617504377722	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.03638163045916936	-0.027570866018227006	-0.0361089795873792	-0.08050608892196505	0.03390247045466323	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6660912168935685	0.3198001590916616	0.7955290288431335	0.0994635641634579	0.06440788426839333	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7225025924645696	0.40084566596194504	0.842536997885835	0.1993939393939394	0.1606060606060606	blik.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	0.9963361306177344	1.0389027395584187	0.9875749882657606	0.9486151439962258	1.1805180864132694	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.10836619272724798	-0.0412565300226523	-0.12522200823962104	-0.13364337023647083	0.13509578840813496	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6553941920313339	0.30659653455478325	0.7868836444068651	0.06636514084417353	0.06654081841331108	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7018320082958867	0.3638603085114713	0.8323890063424947	0.07939393939393939	0.1797979797979798	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0246588240549659	1.128952037168982	0.9923924298982431	1.0850460024480926	1.3094176791606107	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.09651294438605244	0.03270259623853598	-0.1401864408358686	0.03899035618778154	0.199303873363695	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6770294470095399	0.3399655654584621	0.8052275783496652	0.08923092448899989	0.12543819353672134	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7171102661596958	0.3948289092475139	0.8418604651162791	0.11939393939393939	0.22323232323232323	blik.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0665001569780206	1.0629126811431513	1.0659031162168435	1.1045483709809374	1.018286556231673	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.01501379139593441	-0.02470451808267935	-0.01400958946168009	0.03106358683576983	-0.0911675516221278	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6494719797249817	0.32568238705594643	0.7786270450179243	0.11763938039447311	0.08078073575544178	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7028941096356827	0.40918149751483085	0.8238215488215488	0.1387878787878788	0.2649350649350649	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0250819908296176	1.0407035961511863	1.0177238363640517	1.0751574336658969	1.0292295184236102	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.040464710649006204	-0.03849336285310162	-0.042951778531103026	-3.7767444157389896e-4	-0.07215063558662793	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6582370923119647	0.32229396805588084	0.7921870717653907	0.10758940728032243	0.0671054251219293	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.699625468164794	0.3724009940676607	0.8312289562289562	0.1387878787878788	0.14718614718614717	blik.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0175371890085971	1.1067882954283763	0.9905354535959565	0.9778170446773561	1.352012388011816	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.06625411917925682	0.010837327456624765	-0.09004627453389435	-0.09039754627994773	0.21295580318371637	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.678340412351607	0.38509140176873047	0.8007857278774765	0.0781016500379041	0.2763868273908108	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7171944160708206	0.42886403719737054	0.8389730639730639	0.09696969696969697	0.35064935064935066	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	0.9961781335000233	1.0961911359162373	0.9570686872110487	1.1434584528476408	1.1880462676900225	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.10131035914618966	0.012984167343129177	-0.14757139766116156	0.10095045658630346	0.08557344310424564	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6407506946607433	0.33412257052428457	0.7642012790596182	0.1123849016403325	0.12578153087290292	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6956758597208035	0.37485569985569983	0.825	0.1393939393939394	0.16017316017316016	blik.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1315426770246126	1.171400579152761	1.1208851910308084	0.9960636509541994	1.3972528954732755	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.010028319898647057	0.00042599626528068484	-0.008673729506585027	-0.17905277147710857	0.18900448977953566	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7017094206728123	0.3606336294454955	0.8480091485243684	0.0886443361755601	0.14524740363655791	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7150620597115062	0.3898098496485593	0.8541265186426477	0.14484848484848484	0.17045454545454544	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1043604271536465	1.1445390475079258	1.092477856927457	1.0044396585113964	1.3366996270849238	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.012667707449558542	-0.0013454243981574677	-0.012846247655258117	-0.1427920607830351	0.15160203524382082	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.69448540415365545	0.3548422130682367	0.840147653241304	0.08473468485931868	0.1396443011040875	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.717410265011741	0.40084369035981937	0.8532886468370339	0.14545454545454545	0.20378787878787877	blik.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	0.9965227100611589	1.0372230888277099	0.9815704069625044	0.9890839145359354	1.1410149449846896	blik.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
