measure	globqual	meanclassqual	classqual_spot_4	classqual_spot_1	classqual_spot_2	classqual_spot_3	classqual_headline	model	technique
DR	1.9735675420615313	3.1853082437081195	2.8222662348840464	1.6321922353408604	1.0105041687954248	1.1291419903989504	9.332436589121315	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.03711772034451555	0.1787949032532727	0.5381449312648815	0.14849337209676167	-0.43903116972838235	-0.19513187683873956	0.8414992594718423	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5242226512904155	0.45793063709679105	0.16513451103269405	0.7553474488809584	0.18266919442323923	0.2935186168409272	0.8929834143061365	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5638078902229846	0.5076846486846487	0.26666666666666666	0.775	0.28484848484848485	0.2888311688311688	0.923076923076923	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.0190981051625845	3.184507926660031	3.394277754731778	1.6788987723625133	1.071574503823062	1.2362297793079855	8.541558823074816	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.0559516529096499	0.20765482182528527	0.5880263647046345	0.13589290132402576	-0.39668845132619834	-0.1129131504206832	0.8239564448446476	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5683660311203494	0.49590105893181285	0.170048933836378	0.8169180092428637	0.2685170106142834	0.22672039629617335	0.9973009446693657	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6190394511149228	0.5585198135198135	0.2727272727272727	0.8256993006993006	0.3915151515151515	0.3054545454545454	0.9972027972027973	spot.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5844889847730521	2.5471128218003223	2.6036330540304458	1.2117201214728661	0.9855317938153387	1.0608416723037979	6.873837467379162	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.07160674920020609	0.1369114452954092	0.5250720408521184	-0.10630748715187456	-0.33128535829018724	-0.22067754819286128	0.8177555792598505	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5171736305991225	0.46215066448923753	0.16698837777427608	0.7226370456601241	0.2667468481548023	0.22596224743818177	0.9284188034188035	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5538593481989709	0.5058242868242868	0.24363636363636362	0.7316433566433567	0.3595959595959596	0.27116883116883117	0.9230769230769231	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.7653930777777131	3.066007901787268	2.642349687847438	1.241652774825658	0.9797940191858212	1.1520140169966704	9.314229010080751	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.06505271212446194	0.12838574888238888	0.5267911385641121	-0.038998179389369045	-0.4362569406451135	-0.2582170227178735	0.8486097486001883	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48298826135953093	0.4175862985136807	0.14669415660397747	0.7101968820447552	0.2111730681566795	0.16234360202440423	0.857523783738587	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5165523156089193	0.4586870906870907	0.21333333333333332	0.7132867132867132	0.29656565656565653	0.2212987012987013	0.8489510489510489	spot.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.4793077246929993	4.901056349932746	2.3078337383865213	1.5831740723464471	1.0428956284378492	1.1765245623328604	18.394853748160056	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.03598207121969402	0.1797480263659128	0.41289975440451965	0.10989397018569622	-0.3554313113217602	-0.16280378852664873	0.8941815070877571	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5216442950552694	0.46461593117553845	0.17030245141593314	0.7567007709039644	0.17881599048122632	0.237773263589389	0.9794871794871794	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5588561673068715	0.5165101565101565	0.24727272727272726	0.7406060606060606	0.30424242424242426	0.3225974025974026	0.9678321678321679	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.5441206486482524	5.075961981791112	2.1094908831118557	1.602733314447678	1.06789192087787	1.1871445991887986	19.412549191329358	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.053808582120036426	0.17735199001846969	0.2956415146762707	0.13733398507495798	-0.33502549627418265	-0.11690205159580014	0.9057119982111026	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5280182393157151	0.4670338993758153	0.12154915752984946	0.7564614481721111	0.22156343620288532	0.2355954549742306	1	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5685019206145967	0.516963924963925	0.19999999999999998	0.7624242424242424	0.32525252525252524	0.29714285714285715	1	spot.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.768789134727922	3.167084925666606	2.2163601678044804	1.206269168501362	1.006386347258555	1.0580781172140907	10.348330827554541	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.049435980182453355	0.14928053407831837	0.45230820222597484	-0.08063806743742366	-0.283070405984848	-0.21185271375668618	0.8696556553445749	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5077311421494596	0.4427643276752716	0.12756998077921747	0.726830930992602	0.26829945569147046	0.16626744472442523	0.9248538261886428	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5430644472897994	0.4898088578088578	0.2193939393939394	0.7322943722943723	0.31757575757575757	0.2664935064935065	0.9132867132867133	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.7810110633401433	3.093345274590236	2.4780614289241787	1.2469860090060836	1.0164490132590336	1.1855777060176382	9.539652215744246	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.052230471596160025	0.13206041960242818	0.4763849426518611	-0.024258742797537442	-0.42443531513359456	-0.22036605399068948	0.8529772672821013	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.46914855339188377	0.4334062558917342	0.1310302321313748	0.6577147795750982	0.2187155625326835	0.1812053206041301	0.9783653846153846	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5113956466069142	0.4694336774336774	0.2012121212121212	0.7004329004329004	0.26626262626262626	0.2296103896103896	0.9496503496503497	spot.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	2.0004137757333025	2.9037491853982087	2.2834933028066984	1.7334534385224578	1.4095593502019113	1.2091685827049252	7.88307125275505	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.07335980087120944	0.15151583499757698	0.25439633106941406	0.196634897001551	-0.2594744054416711	-0.20106897209062496	0.7670913244492159	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5942522273132985	0.5345337153732796	0.13102879926188987	0.7544617763343883	0.47141613519366315	0.33140723765403185	0.984354628422425	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6427142235754676	0.6005082499200146	0.3296969696969697	0.7816399286987522	0.5268686868686868	0.3909090909090909	0.9734265734265735	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.7203842011999595	2.13684386610615	1.7504254863147701	1.6453601158169102	1.3308373860778615	1.3400356723364584	4.617560669984751	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.0315400913105255	0.07645470054424315	0.06878571395137413	0.12944451745002705	-0.2619440622549476	-0.07874285429870509	0.5247301878734673	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5461359774648877	0.44619885346585325	0.08751156442994627	0.7641522689529672	0.35845641661904654	0.2611577817808387	0.7597162355464675	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6026968247063941	0.5164367658485306	0.2533333333333333	0.7916221033868093	0.4476767676767677	0.33850267379679144	0.7510489510489511	spot.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.8373158602873585	2.904954038502479	2.7703524265247492	1.3139393641175938	1.451298882635424	1.2501966568356124	7.738982862399015	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.010050995848976554	0.1557793650220798	0.4662989024010537	-0.024586593334774476	-0.19859767397654882	-0.2197896328394716	0.7555718228601402	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5205593180690853	0.47228942668168544	0.19047432104487605	0.7093254037550419	0.32858846147148546	0.1939211618453924	0.9391377852916314	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5708568943018704	0.5296152474976005	0.3478787878787879	0.7370766488413547	0.4012121212121212	0.2737967914438503	0.8881118881118881	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.3969991638129222	1.8841806228433258	2.2605972648207344	1.1296573385541795	1.2513869665066284	1.1617144839480482	3.6175470603870385	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.09456069147837023	0.054446357586694416	0.41010227961004747	-0.11371740712147621	-0.23254250841220292	-0.3123901342063207	0.5207795580634245	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.4320656728012174	0.39441790012610983	0.1238284261882596	0.597103097443356	0.23683310768545407	0.1760033398327408	0.8383215294807388	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5028273162244454	0.4719776955071073	0.263030303030303	0.6488413547237076	0.3288888888888889	0.26737967914438504	0.8517482517482518	spot.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.2037124925851956	3.820819959419042	3.549196767287339	1.6390467076925046	1.0658813827233287	1.1971837534149559	11.652791185977083	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.05186126369559811	0.21124150554887072	0.6093717147159703	0.1364263972295879	-0.4182198017721305	-0.13663585116446106	0.865265068735387	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5467455638290971	0.5125950342835877	0.3854496028753339	0.7623799252908557	0.2389947441983506	0.2228857733744789	0.9532651256789189	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5983471074380166	0.5633690753690754	0.44727272727272727	0.7989304812834225	0.32202020202020204	0.29197860962566846	0.9566433566433566	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	2.08592505223972	3.4508644214023882	3.4830429073743883	1.6028037957978305	1.1020037712322097	1.274876390798091	9.791595241809421	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.04237006210782064	0.20601528449463768	0.5769748546233039	0.1038504411238636	-0.41836230724382534	-0.07355693567071389	0.8411703696405601	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5923676863924814	0.53553151063683	0.2894714561714195	0.8210281983514924	0.3122299842839077	0.25492791437733037	1	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.631578947368421	0.5919089537913067	0.45212121212121215	0.8274509803921568	0.39515151515151514	0.3016042780748663	0.9832167832167832	spot.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.5429655221598886	2.41758676216548	2.322981748828035	1.199866723474435	0.9764585988173635	1.0788513115059104	6.509775428201656	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.08156523421923256	0.1296363862040146	0.47157055600260017	-0.13629198884637417	-0.33874882610937046	-0.16412812972659993	0.8157803196998173	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5315488239353793	0.46410190351368696	0.1622961557332607	0.7576259364736776	0.29437544264881577	0.17875074531993657	0.9274612373927442	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5803392779469334	0.531556652497829	0.2921212121212121	0.7597147950089127	0.4032323232323232	0.26844919786096255	0.9342657342657342	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.6849032479479955	2.8134746745522983	2.7872587417376797	1.2189845203913463	0.959426244799107	1.1668164449216691	7.93488742091169	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.06852384189685246	0.1285896348911049	0.5425400416436503	-0.055796869965160374	-0.4386998511930468	-0.22669393536069107	0.82159878933077235	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.49785836972278535	0.433624700698087	0.177085152753855	0.7294772925950328	0.21250680503773442	0.18042507709587413	0.8686291760079385	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5370160939538929	0.49120051190639424	0.29696969696969694	0.7361853832442068	0.2694949494949495	0.26524064171122996	0.8881118881118881	spot.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.1401497668022573	3.7852462436513896	2.191785550996766	1.5750987822542966	1.0902682208556995	1.1185477422841437	12.950530921866044	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.03704386781324966	0.17003014184191037	0.37626002799035085	0.10697159948786458	-0.30982870241232824	-0.18466895118976118	0.8614167353334259	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5201318221390909	0.4662555035415269	0.15607257487590834	0.7244601283113008	0.2986090721734948	0.16397006187355762	0.9881656804733728	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5530017152658662	0.51183958525135	0.2715151515151515	0.7355844155844156	0.3511111111111111	0.21497326203208555	0.986013986013986	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.2154553323585318	3.9702797570474626	2.1318054520411542	1.572596223372217	1.100404782813858	1.3072823689311386	13.739309958078946	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.0449201660327799	0.18845369187172217	0.34686088771418455	0.09145104960075594	-0.346740266015233	-0.03514021899633627	0.8858370070552396	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.602862333706823	0.5297255320891465	0.1527128449217213	0.8117130227598235	0.365763066205163	0.31843872655902455	1	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6270154373927959	0.5628659706306766	0.21818181818181817	0.8105627705627706	0.4395959595959596	0.3459893048128342	1	spot.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.6903115071657902	2.9408090203006063	2.0786569116838094	1.1797443424452543	0.9876323107322521	1.0902583775164294	9.367753159125286	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.07138722135556826	0.1407774097926797	0.4220219975004304	-0.1333160412329311	-0.30166523784078964	-0.1528715787890754	0.8697179093257642	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5102763123014109	0.4468242222971631	0.12747535352985612	0.7374667524125731	0.2376418290734235	0.16326539520083416	0.9682717812691288	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5531732418524872	0.5127263847263848	0.2775757575757576	0.7245021645021645	0.3559595959595959	0.2545454545454545	0.951048951048951	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.8208276473070075	3.2475413514506135	2.141037840301313	1.2242229440457582	0.993351932232136	1.24892500097881	10.63016903969505	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.06562507709793634	0.13778572719313617	0.4141673572609821	-0.09661779090520482	-0.3998010388560207	-0.09592634857937206	0.8671064570452963	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5063053204945902	0.45703836061304187	0.149047297000713	0.7039671038903023	0.26027609648038513	0.2017776793201827	0.9701236263736264	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5572041166380789	0.5219776040952512	0.336969696969697	0.7321212121212121	0.3414141414141414	0.2497326203208556	0.9496503496503497	spot.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	203455940334852.87	610367821004556.25	1.3361505159362208	1.3151059537751324	1.0640729893598673	0.9809136999794685	3051839105022776.5	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.13146231128285316	0.061229883118133245	0.05312161492470884	-0.21061545957541555	-0.24893966386247682	-0.2874169537858638	0.9999998778897136	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.4464501570567773	0.3329046492300123	0.0841732176218443	0.7058053045290619	0.2660925639390825	0.1390879344746121	0.46936422558546065	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.539020979020979	0.4773827935250644	0.3212121212121212	0.7444444444444445	0.3784355179704017	0.2267379679144385	0.7160839160839161	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	143418.66522280188	430253.55995363	1.5430077473179948	1.3406036725801003	1.0499666044717926	0.9766649521149828	2151262.8895251737	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.05443286988641165	0.055820066170065415	-0.05377151729227618	0.05912815590531679	-0.3818520546678926	-0.34440367899964686	0.9999994259048259	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.39890701215821917	0.26910365515590384	0.0899148521971955	0.6626557473296559	0.2098784817372297	0.1330691945154381	0.25	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5016317016317016	0.40628368500324724	0.21333333333333332	0.7191919191919192	0.3577167019027484	0.2320855614973262	0.509090909090909	spot.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	105938.37408559847	317812.8862842263	2.0303271125772935	1.1055722842967368	1.186116914733118	0.9792852110524567	1589059.130119609	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.13963768701249932	0.06062395904035124	0.23028314798904811	-0.1567685372308564	-0.3756689593563101	-0.3947250692177641	0.9999992130176387	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.44555924596197943	0.30050621777978054	0.09297843264153893	0.7135972790100192	0.3170153928501624	0.12893998439718216	0.25	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.5385547785547785	0.43516903646589006	0.2812121212121212	0.7747474747474747	0.40972515856236785	0.20106951871657755	0.509090909090909	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	8.049468760682146	21.747224465249047	1.700888624000108	1.2024566090585012	1.10880822695771	1.2772207208378228	103.4467481453911	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.08306331099507051	0.0895381648443586	0.11381500653434432	-0.0846220809930851	-0.4187804390853813	-0.1507449029981789	0.988023240764094	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.48107072347412105	0.40570268435689777	0.08720519300961369	0.7082911486393686	0.26306195065946997	0.230163297296216	0.7397918321798205	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5475058275058275	0.48389837977799677	0.22787878787878788	0.7442424242424243	0.39027484143763214	0.27807486631016043	0.779020979020979	spot.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	339333.05791436514	1017996.8077043797	1.4989140309309759	1.3156783074406502	1.0195289937142615	0.9000756655313705	5089979.304324901	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.061824327360327086	0.072359389476787	0.07170046003847942	0.02567508623394844	-0.38137124939812717	-0.35420710616200524	0.9999997566716395	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.458224436139257	0.3313608338111747	0.06865858867417535	0.710443233587052	0.3206045772272266	0.15979654138383848	0.3973012281835811	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.5531934731934732	0.4646140368219711	0.20484848484848484	0.7701010101010101	0.4300211416490486	0.2411764705882353	0.6769230769230768	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	155922.8472849986	467766.2020756233	1.7818848908865363	1.281192133658395	1.0104152006128169	0.9313161485299624	2338826.005569743	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.06405455468445671	0.09723250753612943	0.23851572897241954	0.0017393740903074268	-0.3984201042910468	-0.3556719660706943	0.9999995049796613	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.4410678012001288	0.29357737232252606	0.07798003223455435	0.7247499671744158	0.24952115443165923	0.16563570777200096	0.25	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.5307226107226107	0.4226609183490168	0.16727272727272727	0.7482828282828283	0.4004228329809725	0.28823529411764703	0.509090909090909	spot.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2892992.5550994566	8678975.43207121	2.429928378177516	1.1692253761055895	0.95395353082176515	1.030997558917955	43394871.57625121	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.18210558318724965	0.08528258171457628	0.42846747511165184	-0.30459696671398473	-0.423368723233912	-0.2740887309138219	0.9999998543229482	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.4911213387172384	0.37352767718361635	0.11254142804171685	0.736556445087923	0.34988092115131186	0.19300025097778933	0.4756593406593407	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.566993006993007	0.4939970939533183	0.24	0.7553535353535353	0.44439746300211413	0.3085561497326203	0.7216783216783217	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	130571.26424721353	391711.3725057498	2.2529813807309838	1.3095352365836503	0.9316804331075592	1.144035425302033	1958551.2242962732	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.08837016879996558	0.12644202560215545	0.3828802406311687	-0.1092927892519404	-0.4813576936408409	-0.1600190228462424	0.9999993931186322	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.44952623547001375	0.3111830882169155	0.1379422575289942	0.7278666745974912	0.20742889281871504	0.23267761613937685	0.25	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.5283916083916084	0.4277777501416352	0.22909090909090907	0.7511111111111111	0.3661733615221987	0.2834224598930481	0.509090909090909	spot.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	146753.2265507881	447030.4696827539	1.405728109575877	1.3236614148780355	1.0219869910153165	0.9030332333852401	2235147.6940040207	spot.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
