measure	globqual	meanclassqual	classqual_geldig_1	classqual_geldig_2	model	technique
kNN	0.8314893617021276	0.6154533954344201	0.9089126559714795	0.32199413489736073	geldig.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	0.9838674686858637	1.0238219705803864	0.9695485142496765	1.0780954269110963	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.019748066251216684	0.016133141133238087	-0.03260722727917157	0.06487350954564775	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.786643644664727	0.5180480791543709	0.8829033271019644	0.1531928312067774	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8017021276595745	0.5599979874647806	0.8883244206773618	0.2316715542521994	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.063875368773102	1.071588732307145	1.0611110419574332	1.0820664226568568	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.041024490847821504	0.0498400258904422	0.03786516615046611	0.061814885630418294	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7639511351829286	0.5059131604382326	0.8564271723746693	0.1553991485017961	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7930367504835589	0.5507791386349261	0.8798573975044564	0.22170087976539588	geldig.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.074097020162726	1.288463452398523	0.9972720560088567	1.5796548487881892	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.01900723416522559	0.15434449168394385	-0.029495135581367075	0.33818411894925476	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8408848262676591	0.6418359061955279	0.9122202773917755	0.3714515349992804	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8457253384912959	0.6582212063711115	0.9129233511586453	0.4035190615835777	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2069632474276621	1.533868388143127	1.0898064917955304	1.9779302844907238	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.08780691511673847	0.23823747596625877	0.03389538463887569	0.44257956729364184	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8374207810030724	0.6657436841980527	0.8989466769678771	0.4325406914282284	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8526112185686654	0.677357541256972	0.9154188948306595	0.43929618768328443	geldig.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.170925218730132	1.451133890195869	1.0705036139273822	1.8317641664643558	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.07284864872151284	0.21990264083893218	0.020147218020472386	0.419658063657392	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.824910107651753	0.6422979766399151	0.8903549176097526	0.3942410356700776	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.846963249516441	0.6708714277499856	0.9100713012477718	0.4316715542521994	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2148300912401522	1.317739004372973	1.1779494402908175	1.4575285684551285	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.1209397964217886	0.18337813805859213	0.09856304970802086	0.2681932264091634	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8200994413197916	0.5956631863884966	0.9005332436651112	0.290793129111882	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8225918762088975	0.6065982404692082	0.9	0.3131964809384164	geldig.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.024819118563591	1.1885636902136474	0.9661360928855363	1.4109912875417585	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.007494157827021135	0.1111362592995226	-0.05000910500532005	0.27228162360436525	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7735749266872065	0.5233727447759909	0.8632427606669486	0.1835027288850333	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8062669245647969	0.5730722787648783	0.8898395721925133	0.2563049853372434	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0768706104972647	1.281370810516957	1.0035815214728665	1.5591600995610477	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.021669128524369488	0.15179832486517156	-0.02496676843013761	0.32856341816048074	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8328301531798908	0.6055199290217234	0.914293932935997	0.29674592510744974	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8264603481624758	0.5998734977862112	0.9076648841354724	0.2920821114369501	geldig.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0207837316296426	1.1512997510424012	0.9740092044412553	1.328590297643547	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.004146154692841794	0.08835840546820363	-0.03729807798755171	0.21401488892395898	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8131696043400836	0.5679828877305869	0.9010399883273019	0.234925787133872	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8116827852998065	0.5804194698407221	0.8945632798573975	0.2662756598240469	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.010804871131159	1.0900454756551017	0.9824065041919426	1.1976844471182606	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.006137135259921174	0.058203916724437615	-0.029195778167610452	0.1456036116164857	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7499566789701264	0.4895349201294859	0.8432870202887375	0.1357828199702343	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7773307543520309	0.5146253809441665	0.8714795008912656	0.15777126099706745	geldig.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0442073566315926	1.200413406429578	0.9882259977444532	1.4126008151147027	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.007196533791486498	0.11460937164893714	-0.03129824046956518	0.2605169837674395	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8026651430563283	0.5736444999106372	0.8847419053397552	0.2625470944815192	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8202707930367504	0.5980492783623713	0.8999108734402852	0.29618768328445744	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.07018001401007	1.2375223471749255	1.010207617153301	1.46483707719655	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.02229273181666341	0.13093060625947603	-0.016641072896945733	0.2785022854158978	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7829860981868667	0.5459568687565866	0.8679329896589904	0.22398074785418265	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8157833655705996	0.5957132999827497	0.8946524064171123	0.2967741935483871	geldig.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0028773143082799	1.082767305984045	0.9742462190256358	1.1912883929424543	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.010813081747060678	0.05187885456038048	-0.033280712100016464	0.13703842122077742	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.788140177290242	0.5503706243016071	0.8733523870318337	0.22738886157138058	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7977562862669245	0.5646886320510609	0.881283422459893	0.24809384164222872	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0547328966872114	1.0665693226648105	1.0504909405565113	1.0826477047731098	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.036480343052434694	0.04639563140558411	0.03292688711084358	0.059864375700324636	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7488533970286588	0.48658048754253	0.842847156497676	0.130313818587384	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7771760154738878	0.5185153240181704	0.8698752228163993	0.16715542521994134	geldig.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.082527813546201	1.2953832501459903	1.0048981837274544	1.5858683165645262	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.025354465118925546	0.15707252635488972	-0.022683886625955507	0.33682893933573493	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8535622980201955	0.6583997270175166	0.9247392356799959	0.3920602183550372	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8528996865203762	0.6690637720488467	0.9199457259158752	0.41818181818181815	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1111805173489067	1.3596388964638133	1.020566284965823	1.6987115079618034	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.03754662514659824	0.17665280787564133	-0.01318621796634689	0.36649183371762956	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8342547954675524	0.639737793654239	0.9051962902465255	0.3742792970619526	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8489028213166144	0.6702294976729257	0.9140660334690185	0.42639296187683284	geldig.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1501682706254561	1.4450461301303588	1.0426245806883738	1.8474676795723437	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.05677987448346376	0.21577348511366268	-0.0012060305699029032	0.4327530007972283	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8040381095385686	0.5969763331626993	0.8795547573932974	0.3143979089321012	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8242163009404389	0.6259713164383361	0.8965174129353234	0.35542521994134896	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2803756573650447	1.5399144331435404	1.1857203391399462	1.8941085271471345	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.13249354174430397	0.2530718822295184	0.08851791168499047	0.4176258527740463	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8719328029225761	0.6769083573832434	0.9430593654133915	0.4107573493530953	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.867319749216301	0.7046687384193402	0.9266395296246043	0.4826979472140762	geldig.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	0.9711465604655372	1.0587259599060532	0.939205838316643	1.1782460814954636	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.036384061709136814	0.03872891173438793	-0.06377820496501055	0.1412360284337864	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.7847584743237508	0.5285733715940523	0.8781906882604643	0.1789560549276402	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7916144200626959	0.5518463401467735	0.879059249208503	0.224633431085044	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.0956621158505384	1.252254888471973	1.0385518105415448	1.4659579664024014	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.043710035899699226	0.14681845996287515	0.006105787123717408	0.2875311328020329	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7976895370711394	0.5546703500711307	0.8863200640946721	0.22302063604758943	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8239028213166144	0.5980114092295122	0.9062867480777929	0.28973607038123167	geldig.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	0.9816699799155227	1.0845928696660636	0.9441333965947373	1.2250523427373898	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.0290080143480999	0.05286583310670344	-0.05886788812573406	0.16459955433914095	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.7828999155913345	0.5362476352158554	0.8728554531400387	0.19963981729167218	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8092476489028213	0.588313564144089	0.8898236092265943	0.2868035190615836	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0833423784867984	1.1599617528359503	1.0553988419594607	1.2645246637124399	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.03897566787435326	0.10058120281605494	0.016507766895615	0.18465463873649487	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.8122887442035063	0.567505766244014	0.9015625361652034	0.23344899632282465	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8045454545454546	0.5818794590099357	0.885753052917232	0.2780058651026393	geldig.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	0.9740746262731946	1.069779433912305	0.9397757934776754	1.1997830743469347	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.03558733827240762	0.04457948403497623	-0.06431764453285732	0.1534766126028098	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7704714104851794	0.5272045254246771	0.8576537623565732	0.19675528849278112	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.795899419729207	0.5559096659191536	0.8819073083778965	0.22991202346041054	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0087500801471454	1.1195439164752807	0.9690436185729003	1.2700442143776611	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.011517080201189038	0.0741443207737905	-0.04221654182227997	0.19050518336986097	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7795938603349671	0.5257125707416285	0.8705802184551231	0.18084492302813387	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8023984526112186	0.5576634466103156	0.8901069518716578	0.2252199413489736	geldig.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	0.9420717821160153	1.0361951920318353	0.9083396930132359	1.1640506910504347	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.062020602541049234	0.02071025684718627	-0.09166981226400069	0.13309032595837322	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.7761182608231939	0.5070431108917455	0.8725498174460252	0.1415364043374658	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.7888588007736944	0.538922431142545	0.8784313725490196	0.19941348973607037	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0591923461322732	1.10315107904141	1.0434383493671489	1.1628638087156713	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.03020809482449665	0.06586536553714728	0.01742918855753515	0.1143015425167594	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7562485635794217	0.5052981096791919	0.8461845643991572	0.1644116549592265	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7822823984526112	0.5202130412282215	0.8762032085561497	0.16422287390029325	geldig.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.3080438506475467	1.8290835918139807	1.1213128451428132	2.5368543384851483	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.11579625549925336	0.3004138125542213	0.04963273794198163	0.5511948871664609	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8856527847550942	0.7677852853164071	0.9278943163458376	0.6076762542869766	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8905996131528047	0.7805603473060778	0.9300356506238859	0.6310850439882698	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.336630776847674	1.9252165811802437	1.125692511711146	2.7247406506493412	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.11982520715572142	0.3156784761458914	0.04963501826907092	0.5817219340227119	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8878720247541406	0.7836310379971947	0.9252300662508496	0.6420320097435397	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.89678916827853	0.7918348571099995	0.9344028520499109	0.649266862170088	geldig.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2508629503249724	1.645456993694217	1.1094477440307922	2.181466243357642	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.09907368025404291	0.26352011229975913	0.04013912079257235	0.4869011038069459	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8725344864546318	0.7582968042277966	0.9134751586977751	0.603118449757818	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8910638297872341	0.7751078143867518	0.932620320855615	0.6175953079178885	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2284957472307232	1.470464069151297	1.1417787763690148	1.799149361933579	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.11653902594597046	0.22965556732947368	0.0760001498432121	0.3833109848157352	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8630588198300844	0.7081134532397881	0.9185883731745836	0.4976385333049925	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8725725338491296	0.7400853889943073	0.9200534759358289	0.5601173020527859	geldig.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.2198379749239072	1.5930971799833729	1.0860687800471045	2.1001255799196414	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.0885029310987257	0.23899735751563914	0.03456851238283765	0.4434262026484406	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8406077828344801	0.6892501449898182	0.8948515605591566	0.4836487294204798	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8685493230174081	0.7395089414064746	0.914795008912656	0.5642228739002932	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2109736616326197	1.5601426974324686	1.0858379378199572	2.0344474570449798	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.08745278432159466	0.23229330719544733	0.03554462005466479	0.42904199433622986	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8682422360282954	0.7328743038552697	0.9167555990035994	0.5489930087069401	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8604255319148936	0.71443706514864	0.9127450980392157	0.5161290322580645	geldig.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1936632379042746	1.425637951820487	1.1105277912984644	1.7407481123425095	geldig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.0937557489087279	0.21483335736119902	0.05036377362518335	0.3793029410972147	geldig.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
