measure	globqual	meanclassqual	classqual_geldig_1	classqual_geldig_2	model	technique
SCP	0.7388913674148345	0.47814177363132454	0.832339198712971	0.12394434854967802	geldig.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7684332688588008	0.5104953711689955	0.860873440285205	0.16011730205278593	geldig.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2680328166826742	1.7715352477984398	1.083315948462689	2.4597545471341906	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.09329756114918587	0.2853026737175588	0.022857815709901152	0.5477475317252164	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8694808956441551	0.7641996042272505	0.9081048013710669	0.6202944070834341	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8728846910665092	0.7533782991202346	0.9167272727272727	0.5900293255131964	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2842008099242974	1.8054416837890865	1.0929763473230136	2.5179070202551594	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.09832884794438947	0.2899783872527514	0.028019549499901666	0.551937225005601	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8915134795469225	0.7876849869422611	0.9296044058279225	0.6457655680565998	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8863439590712318	0.7876656891495601	0.9225454545454546	0.6527859237536657	geldig.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2747941739305872	1.731304870035265	1.1073168771347883	2.3552928629357415	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.10433819445454566	0.2860601982658783	0.03767095045275499	0.5344494460790016	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8798036026135696	0.7562479776708753	0.9251317017049722	0.5873642536367785	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8889413616686344	0.7685982404692082	0.9330909090909091	0.60410557184750735	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1818359402775447	1.4550982735172797	1.0815858535268728	1.8286106935076867	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.07636227526834963	0.2147151146480584	0.025605612300645827	0.40382461699547095	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8066897680788977	0.6308447862946398	0.871200944828152	0.3904886277611276	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8294372294372294	0.6717888563049853	0.8872727272727272	0.4563049853372434	geldig.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.2778002735012413	1.741778026351335	1.1075835831065322	2.3759724695961375	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.10690914233186856	0.28630813727402565	0.041094126435929273	0.5315221481121221	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8705724750787741	0.7465746035821788	0.9160628184680576	0.5770863886963	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8763478945297127	0.7578563049853373	0.9198181818181819	0.5958944281524926	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2920342056366723	1.7113440663477062	1.1382045525947544	2.284483580100658	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.1252856482156592	0.289568888789608	0.06501605699918094	0.5141217205800351	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8946180078843795	0.7996598931092056	0.9294547127131416	0.6698650735052695	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8911452184179457	0.7896950146627566	0.9283636363636364	0.6510263929618768	geldig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.227335595538768	1.5458457557265737	1.1104857142864366	1.981205797166711	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.10179874554012165	0.25310432191868143	0.046290190892365995	0.4599184529449969	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8620618560857493	0.7275587793810827	0.9114061800839109	0.5437113786782545	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8780007870916962	0.7347741935483871	0.9305454545454546	0.5390029325513196	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.052210722349699	1.197842785419745	0.9987835749512204	1.3969019958882698	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.011437314882498693	0.10662096022358179	-0.02348212897044304	0.23672404941760664	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.785201483934309	0.5626810144680396	0.8668362123775558	0.25852581655852347	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7926013380558835	0.5858401759530791	0.8684545454545455	0.3032258064516129	geldig.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.269113025744918	1.6843539843759263	1.1185578243699323	2.2501501443819203	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.1107511951547642	0.27891302775125354	0.04978023830691426	0.5080458171955928	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8780013098568897	0.7386376083996515	0.9285308390402159	0.5487443777590871	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8811548966055404	0.7609099619639383	0.9247524752475248	0.5970674486803519	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2615383638690594	1.6351526377197647	1.1260758786132483	2.144229396826281	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.11549669918048365	0.2730765193219424	0.058362495386504475	0.48779054325738025	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8858542409344333	0.7755526147888948	0.9258466433965584	0.6252585861812312	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8852906749902458	0.7737217270114108	0.9257425742574258	0.6217008797653959	geldig.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2169216571215118	1.5314186949574309	1.1028934913564417	1.95994389855842	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.09685528216132916	0.24902497043083416	0.04168264664840921	0.4563672942132591	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8830275041035107	0.7621201259534758	0.9268652669415351	0.5973749849654163	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8856808427623878	0.7449014256264337	0.9367236723672367	0.5530791788856305	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	0.9811018236097417	1.0956931237077807	0.9395541007671778	1.2518321466483837	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.03344482739506452	0.05228991192984928	-0.06452993755965315	0.16910976141935172	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7681348633813259	0.5316253056053026	0.853886866785498	0.2093637444251074	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7834568864611783	0.5521384396504166	0.8673267326732673	0.23695014662756597	geldig.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.083799306427261	1.4222160194998898	0.9625170161931397	1.8819150228066401	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.005929597788220922	0.1844146799894511	-0.058036154214532086	0.42686551419343427	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8395440800073574	0.6803903485402817	0.896581833481107	0.46419886359945645	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8577949709864603	0.6982490943591513	0.9149732620320855	0.481524926686217	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2576368662527881	1.6795744097979441	1.1064222552712872	2.2527265643246013	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.10234985083591291	0.2738378133572894	0.040891737099928264	0.5067838896146506	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.860833842473865	0.7391012414457756	0.9044605549810415	0.5737419279105098	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.870715667311412	0.7380211028693002	0.9182709447415329	0.5577712609970674	geldig.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3127901881429709	1.8772473241215166	1.1104991914338966	2.6439954568091366	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.11534990636373556	0.3088405319630399	0.04600644516629702	0.5716746187597828	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.917124862679315	0.8422557030624958	0.9439565846229151	0.7405548215020764	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.9057640232108317	0.8149100109251912	0.9383244206773619	0.6914956011730206	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2089855780441698	1.4809069451780572	1.1115339898227765	1.850279900533338	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.10102542163206865	0.2263141954587039	0.056124242572812094	0.39650414834459574	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8513569390585529	0.7092175252963293	0.9022970757825868	0.5161379748100718	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8692456479690522	0.7272267264677132	0.9201426024955437	0.5343108504398827	geldig.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.2173295182744825	1.5603679950123313	1.0943908734320167	2.026345116592646	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.09066200224293133	0.2452977949470996	0.03524339445299819	0.45535219544120104	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.871737105599823	0.7325178769241926	0.9216307020038061	0.543405051844579	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8737330754352031	0.7288166292910125	0.925668449197861	0.5319648093841642	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2018175168353435	1.5620892060126277	1.072702807419207	2.0514756046060483	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.07624381743107918	0.23869240016826135	0.018025250207349144	0.45935955012917357	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8581893048978159	0.7207958047570177	0.9074285939656164	0.5341630155484189	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8806963249516441	0.7467540681961935	0.928698752228164	0.5648093841642229	geldig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.189116789909402	1.5458415057046664	1.0612732501446251	2.0304097612647074	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.0762434700473532	0.23326559306106487	0.019969645614693526	0.44656154050743624	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8598736953490043	0.7096817101396293	0.9136997247303987	0.50566369554886	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.867311411992263	0.7213874992812375	0.9196078431372549	0.52316715542522	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0208480299226403	1.1080401081226334	0.9896000018972093	1.2264802143480578	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.002789797004594915	0.06723914441217377	-0.020307656979624097	0.15478594580397165	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7777444413008491	0.5320639802486627	0.8657917741634823	0.19833618633384328	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.8033268858800774	0.5880412282214939	0.8804812834224599	0.29560117302052785	geldig.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1544310887360363	1.4625776243257134	1.0439970702010075	1.8811581784504194	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.05355197092872661	0.20189023040889248	3.902825601122545e-4	0.4033901782576727	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8718409638244591	0.7137498031556502	0.9284979115785986	0.4990016947327018	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8631334622823984	0.7025674199298487	0.9206773618538324	0.4844574780058651	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.124913738117736	1.4083966255415235	1.0233187148791534	1.7934745362038935	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.037062156919016445	0.18251197100038172	-0.01506436604655956	0.380088308047323	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.839748839455196	0.6355395440490205	0.9129336736470045	0.3581454144510364	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8490522243713733	0.6864987637283653	0.9073083778966132	0.4656891495601173	geldig.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0802531000043665	1.2976907384162204	1.002327472365436	1.5930540044670047	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.02313301266622078	0.14991896725623918	-0.022304728285115295	0.3221426627975937	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.821128922539791	0.632182613757529	0.8888437846467286	0.37552144286832956	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8303288201160541	0.6446279684894486	0.8968805704099821	0.392375366568915	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0158300146050343	1.0792151358332105	0.9931139595984046	1.1653163120680166	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.0015943196247668865	0.049234164469538946	-0.015478919568157203	0.11394724850723509	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.7708193652215546	0.5111374741095008	0.8638845516316549	0.15839039658734683	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.7804255319148936	0.5290911965959404	0.8704991087344028	0.187683284457478	geldig.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1617293441721326	1.4449895209273025	1.0602141363176787	1.8297649055369263	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.061167257166246686	0.1990553743720003	0.011750706491352328	0.38636004225264825	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.809688629155073	0.6421865710392054	0.8697182684798348	0.41465487359857606	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8437137330754352	0.6879003507561382	0.899554367201426	0.47624633431085045	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2112870075118707	1.561281324635464	1.0858555181380973	2.0367071311328306	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.08010284223246683	0.2306969265446918	0.02613270797028217	0.4352611451191014	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8476951021969281	0.7068732096406843	0.8981630636910732	0.5155833555902954	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8653771760154739	0.732708009890173	0.9129233511586453	0.5524926686217009	geldig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2562241700755679	1.6396271253867765	1.118819642738603	2.16043460803495	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.10271518560195472	0.26806293950495347	0.0434576090586835	0.4926682699512234	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8683289307953844	0.7319842501198789	0.9171923423669529	0.5467761578728049	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8664603481624759	0.7273632913575987	0.9163101604278074	0.5384164222873901	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.2444634243810215	1.472924618304718	1.162587158350564	1.7832620782588722	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.12690103117542922	0.23632943765615724	0.08768391440198914	0.38497496091032535	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.851691077511909	0.709814019739522	0.9025371907020131	0.5170908487770307	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8632108317214701	0.7289733195330919	0.9113190730837789	0.5466275659824047	geldig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.159353210776068	1.4151630588737198	1.0676756929607245	1.7626504247867152	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.06852373873000106	0.1908707257818308	0.02467684163628173	0.3570646099273799	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8368905279734787	0.6752654653852169	0.8948139608085784	0.45571696996185546	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8549323017408124	0.6998332470818239	0.9105169340463458	0.48914956011730204	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1670353754937182	1.4687479584238015	1.0589071665823588	1.878588750265244	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.06587912178831723	0.20548978963471484	0.01584524082602444	0.39513433844340523	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.8340146226125135	0.6617727918279712	0.8957429087896326	0.4278026748663098	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.863752417794971	0.7108820654361452	0.9185383244206774	0.5032258064516129	geldig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1879164450264237	1.428596844722625	1.1016610416670916	1.7555326477781585	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.08901544447387494	0.21346768461768606	0.04441406361308714	0.382521305622285	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8656611005680519	0.6790295326786975	0.9325464023549881	0.42551266300240687	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8594970986460349	0.6932608820654361	0.9190730837789661	0.4674486803519062	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.054174201351951	1.1050567548108519	1.0359388353724606	1.1741746742492434	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.031916516340747735	0.06703994365080213	0.01932892967471668	0.11475095762688756	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.796163148263584	0.5670798124456617	0.8782623784411053	0.2558972464502183	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.809284332688588	0.5964464378126617	0.8855614973262032	0.3073313782991202	geldig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1853938837391471	1.4854222432147286	1.077869269360615	1.892975217068842	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.07753796596219505	0.21279561457107307	0.029064126576354366	0.39652710256579177	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8368186162184343	0.6878482948810608	0.8902068238653543	0.48548976589676723	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8486653771760154	0.6867733310332931	0.9066844919786096	0.46686217008797654	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2007870465475117	1.5231005674043365	1.0852758425410196	1.9609252922676534	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.08277501803809613	0.22458576348043124	0.031952669960496255	0.41721885700036626	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8546399208408588	0.7008883690857614	0.9097416330305469	0.49203510514097587	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8581818181818182	0.7012075211316198	0.9144385026737968	0.4879765395894428	geldig.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2299119378221837	1.585025531737653	1.102645794338027	2.0674052691372786	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.09781740941581628	0.25353968609284133	0.042009425866824636	0.46506994631885806	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.8550117758116715	0.7121765182905204	0.9062012900678066	0.5181517465132344	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8741972920696325	0.712172963026853	0.9322638146167558	0.49208211143695013	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.1601466613971554	1.3051875186283444	1.1081667010021627	1.5022083362545262	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.0872305135741877	0.17618970071485068	0.05534918639082873	0.2970302150388726	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.8312162847718803	0.6295472235831187	0.9034907460071591	0.3556037011590782	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.8386847195357834	0.6598858605025588	0.9027629233511586	0.41700879765395893	geldig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.1979611155737933	1.5395167598153408	1.0755538904698858	2.0034796291607955	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.08026566119545518	0.22434547664756463	0.02863012039758937	0.42006083289753987	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8673839810540236	0.7182811237367913	0.9208196871445924	0.5157425603289902	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.8935396518375242	0.7867302052785923	0.9318181818181818	0.6416422287390029	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.1901489712019424	1.5325829869268093	1.0674269540057475	1.9977390198478708	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.07450102173187992	0.2203291680668178	0.02223891148467674	0.41841942464895887	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.887776287570114	0.7747058236357036	0.928298650367417	0.6211129969039901	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8876595744680851	0.7798617100799263	0.9262923351158645	0.6334310850439883	geldig.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.213325818561008	1.6086298883555386	1.0716561519294425	2.1456036247816344	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.0785296170454101	0.2508348989277593	0.016778591168498842	0.4848912066870197	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8530531079294547	0.7056477904360212	0.9058804471467544	0.505415133725288	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.853384912959381	0.7141121844632281	0.9032976827094474	0.5249266862170088	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1718585166635815	1.33253072859976	1.1142765678772055	1.5507848893223146	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.09494109421389077	0.17652261714742357	0.06570378541690215	0.287341448877945	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.8550503013834734	0.6738635178354769	0.919984293175241	0.42774274249571287	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.8670793036750484	0.7113061353573688	0.9229055258467023	0.4997067448680352	geldig.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.205565654883132	1.5980487472761418	1.0649069743723423	2.131190520179941	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.07463520274554121	0.23699820991707868	0.01644730422163761	0.45754911561251976	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8857935810813427	0.7463394371372979	0.9357713667722719	0.5569075075023239	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8880464216634429	0.7584483353458685	0.9344919786096256	0.5824046920821114	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1630060240685123	1.5198291305947722	1.035127222885691	2.0045310383038535	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.049017411317963756	0.2115297425857828	-0.009224002199982963	0.4322834873715486	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.862552126928263	0.7164997219979312	0.9148946073079195	0.5181048366879429	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8579497098646035	0.6918722327640734	0.9174688057040998	0.4662756598240469	geldig.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.181022251363426	1.5159859355449772	1.0609774628128124	1.9709944082771422	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.07256021557237098	0.22265029929631064	0.018770705798473526	0.42652989279414777	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8801303517398863	0.7593448150064387	0.9234176539218154	0.595271976091062	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8738104448742746	0.7420418607325627	0.9210338680926916	0.563049853372434	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	0.9687763096964194	1.0060820511456023	0.9554066220094289	1.0567574802817759	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.032670901904183466	0.0014270045099767266	-0.04489096085029868	0.04774496987025213	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7535648283891391	0.4915942677660072	0.8474502316182384	0.13573830391377598	geldig.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
