measure	globqual	meanclassqual	classqual_haken_1	classqual_haken_2	classqual_haken_4	classqual_haken_3	classqual_haken_5	classqual_haken_6	model	technique
SCP	0.5844861187599486	0.5020816323427056	0.27896891742629437	0.6522007606310235	0.2748417620109412	0.80429607203856	0.24251767234870883	0.7596646096007057	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.6014964459408904	0.5473860759957017	0.3085399449035813	0.6434343434343435	0.3986013986013986	0.7835497835497836	0.40259740259740256	0.7475935828877005	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.7055321749604047	2.010768134388153	1.234465750513258	1.3894500463815733	1.7941900760639	1.7004204590765424	2.0674627961254437	3.8786196781682016	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.03110567272384286	0.07613521981148712	-0.1895409580398211	-0.07666610691613973	-0.14793525625779813	0.22683963875521715	0.22701296392744574	0.41710103740001875	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5146333721365899	0.43941676223357085	0.19459662235406727	0.5743646343588251	0.2043032355108114	0.7570671487180567	0.490194181706697	0.41597475075296764	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5514403292181069	0.49609366074606714	0.23471074380165288	0.5961616161616161	0.3412587412587412	0.7532467532467533	0.5324675324675324	0.5187165775401069	haken.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.7731901595156438	2.154796339002343	1.3582870039438093	1.3147478003032762	2.034693092868888	1.7667316401774587	2.0650308617202495	4.389287635000376	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.01391511666964324	0.1059282220313795	-0.23435328504552835	-0.20834149958137527	0.08603957519560687	0.24456719678114278	0.1630568316671941	0.5846005131712368	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.5780528248801184	0.519607439092379	0.2957410185186473	0.6156915509042524	0.4120339933855067	0.7648872445422558	0.36786034775866283	0.661430479444949	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6117471006359895	0.5557339926858643	0.35426997245179065	0.6553535353535354	0.4097902097902098	0.7841269841269841	0.43246753246753245	0.6983957219251337	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.5330835307218629	1.8196114981794704	1.0080529298926955	1.2696514932990302	1.6174867578693994	1.4605296949137494	1.2054091749542255	4.356538938147723	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.045967992052120196	0.03604404269522362	-0.3672921980450687	-0.1813344665410683	0.10705899104895651	0.06553964556918909	-0.09634072900592017	0.6886330131452533	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.4986899403487766	0.41874855572439207	0.1585325475313886	0.579387248437339	0.20218889062062675	0.6963408009462092	0.07128797822483496	0.8047538685859538	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5410400299289188	0.4785335856458851	0.3168044077134986	0.5892929292929293	0.31258741258741257	0.7007215007215007	0.15714285714285714	0.7946524064171123	haken.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.7913241768550985	2.171009698949589	1.3663310617456492	1.4904066529444382	1.6302861219702007	1.554185608558665	1.877175737397887	5.107673011080695	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.04522214908113004	0.08173226726745968	-0.14340918833949046	-0.0042405812036648005	-0.17382650460305965	0.14454334615231182	0.09023730425345194	0.5770892273452092	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5326467829275163	0.4796215655514595	0.21033016198101284	0.5714364531019285	0.23529609010845706	0.7397087172918401	0.29642435267899175	0.8245336181465269	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.5923133776792313	0.544866312200871	0.28823529411764703	0.6446464646464646	0.34055944055944054	0.7582386363636363	0.44155844155844154	0.795959595959596	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5289266945160616	1.7038117319274095	1.1491943836394147	1.3570043974813244	1.7726282086487146	1.5072468112176374	1.875376484824032	2.561420105753334	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.006103444182383226	0.03138494051853129	-0.26073018657698144	-0.04935746517910488	-0.015880085075069623	0.1472919967609555	0.2027742498528116	0.16421113332857656	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.49908479411928947	0.4295345529506708	0.13493073527513047	0.551043452306197	0.2182263023897341	0.7349623557657138	0.2507428700290545	0.6873016019381947	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5293422025129342	0.47545727556756967	0.17754010695187164	0.5761616161616161	0.3230769230769231	0.7323863636363637	0.43246753246753245	0.611111111111111	haken.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.7122823164839742	2.025573157015041	1.0331692502521033	1.4188472580615286	2.111383534371548	1.5486156773562614	1.088887780097724	4.952535441951082	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.029809339922344958	0.06558390896675372	-0.3383659222457292	-0.05766570463438688	0.19582590138918146	0.15888915663588937	-0.23507813143265444	0.669898154088222	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5594646117501487	0.45377378222738035	0.14776697910874106	0.6794831594409592	0.3410013402856709	0.7576823735013662	0.06193325971440478	0.73477558131314	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.582039911308204	0.5031300541778483	0.19572192513368983	0.6604040404040404	0.4020979020979021	0.7758522727272728	0.18571428571428572	0.798989898989899	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3998933024638638	1.5246583798002336	1.0811871396778634	1.287045016628639	1.5872301597677962	1.3359294792838055	1.1015463424049983	2.7550121410382995	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.04596522405309662	-2.7332014452140344e-4	-0.2082665373556479	-0.13817598869224176	0.05517712580814152	0.01829131795054214	-0.18004790247206146	0.45138206389413904	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4161961589510242	0.3470067936391661	0.17515923850162898	0.4920056244490923	0.22050780065800688	0.5489001546902554	0.08322522711362626	0.5622427164223868	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.4649667405764967	0.394734831481155	0.23529411764705882	0.5490909090909091	0.26503496503496504	0.5855113636363636	0.15064935064935064	0.5828282828282828	haken.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.3011822224386373	1.5889229688949091	1.1120870445995483	1.099225956637359	1.2178987073233807	1.175968393514478	NA	3.3394347423997797	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.06822472227571423	-0.0037912391514385354	-0.10157369477779216	-0.14062070903614823	-0.24769252602449077	-0.004791020111610199	NA	0.4757217541928487	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.3799134478140828	0.37122842868336015	0.18196363970064672	0.45457970254883745	0.12676152628131995	0.41478272882884726	NA	0.6780545460571492	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.41809725158562366	0.406530248157237	0.21763085399449036	0.4886102403343783	0.23496503496503496	0.44939965694682676	NA	0.6420454545454546	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3600660113742986	1.675987918088158	1.1392276986472112	1.1407028389986855	1.2066899543475493	1.2408510002442377	NA	3.6524680982031064	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	-0.05540936520942881	0.003363725130245237	-0.111729565707787	-0.10441700494258083	-0.2993405763922148	0.0033595730116474072	NA	0.5289461996821614	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.4099394263350378	0.3814581563861078	0.1947309379429176	0.4798407036292015	0.12330447258574652	0.5137341492590307	NA	0.5956805185136427	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.47602536997885836	0.444017801760157	0.23636363636363636	0.5531870428422152	0.22307692307692306	0.5756432246998284	NA	0.6318181818181818	haken.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.3059676621117302	1.5778694133798175	1.2182009950459813	1.157091142097427	1.1711842625167694	1.0805071257775656	NA	3.2623635414613434	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.0621618957606053	0.02453282809041218	-0.061951280400390066	-0.13217925047838613	-0.15200173983067897	-0.09106805099146695	NA	0.559864462152983	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.4066240209628846	0.3851536706649024	0.17613532049242644	0.5066778210454544	0.1329052629586746	0.4409295265308847	NA	0.6691204222970719	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.4621564482029598	0.4423849909480122	0.22920110192837465	0.5475444096133751	0.24405594405594405	0.507032590051458	NA	0.6840909090909091	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.5445959667912355	2.1958734304607397	0.9816213632724381	1.1816195269616379	1.1592414233667971	1.19576471891029	NA	6.461120119792534	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.03147299111165958	0.05144257777550469	-0.2371661355256091	-0.059608752024183545	-0.19082400420021964	-0.019184150578178433	NA	0.7639959312057142	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.4369173823300219	0.4166083970204573	0.15637742640642527	0.5429708748630142	0.1262403210477062	0.4901841585042655	NA	0.7672692042808755	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.48160676532769553	0.4746700556989195	0.24738292011019283	0.5508881922675026	0.22237762237762237	0.5413379073756432	NA	0.8113636363636364	haken.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.336527674831617	1.6425780578824576	1.1488515659391458	1.1881389783320078	1.1329541710598048	1.1007924233801338	NA	3.6421531507011955	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.05366662742250074	0.0068555456107311456	-0.07669851256263795	-0.06710679170741897	-0.28680249792621826	-0.08514288217952365	NA	0.5500284124294545	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.40735035882971843	0.38763532352611624	0.22231488618451345	0.525932355540547	0.10626602578890432	0.3888186675647448	NA	0.6948446825518716	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.4449894291754757	0.42307028419422693	0.2909090909090909	0.5433646812957158	0.15734265734265734	0.45214408233276154	NA	0.6715909090909091	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3006966138336546	1.5267476024012139	1.1242660689902209	1.2086365957746283	1.187281436106886	1.1003088634658764	NA	3.013245047668458	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.05934312589342629	-0.017659849612126393	-0.14024030637786894	-0.030023731709866584	-0.27527631840191796	-0.11020137173710974	NA	0.46744248016613127	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.3983955309497399	0.3306464035897468	0.19053110502849016	0.5202534827063755	0.12167487653093034	0.48133924443427123	NA	0.33943330924866666	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.44600422832980974	0.40302005672606606	0.23140495867768593	0.5446185997910136	0.18811188811188811	0.5180102915951973	NA	0.5329545454545455	haken.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.3501777177638157	1.7112090892151581	1.2574975538374502	1.1578802818083191	1.1086819437247128	1.04642444111171	NA	3.985561225593598	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.06320115860793404	0.04009386705442735	-0.018326651073848507	-0.14612819425314486	-0.17911735387023497	-0.11670081259807964	NA	0.6607423470674447	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.4200058736730359	0.41770708459312633	0.23145910799337263	0.5304082625724411	0.11918881305896552	0.3810544990035756	NA	0.8264247403372768	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.47670190274841434	0.4752129995258581	0.30192837465564737	0.5523510971786834	0.2671328671328671	0.4716981132075472	NA	0.7829545454545455	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.4446783876402856	1.8703346937629157	1.116224935256106	1.1736596136101054	1.159894354067191	1.2722831847374312	NA	4.629611381143745	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.047803628102998194	0.047094446555572864	-0.2044952072538371	-0.13982338747064735	-0.15292161778078978	0.023993498512125656	NA	0.7087189467710129	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.4245405475087833	0.42963979804419716	0.1880572738502445	0.500879692227256	0.1591498128769937	0.4474082145538747	NA	0.852703996712617	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.4561522198731501	0.4531650370882641	0.21818181818181817	0.529362591431557	0.2552447552447552	0.4857632933104631	NA	0.7772727272727272	haken.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.249033793100352	1.426400848772623	1.1045546453760653	1.15305030623844	1.1291066959928426	1.164466936031605	NA	2.580825660224162	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.1006894860915165	-0.05472101904084992	-0.30813617054521003	-0.09330637178541407	-0.24694072068692502	-0.07618678714847231	NA	0.4509649549617718	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.33409925094536935	0.2921145492382373	0.130751998629188	0.44423028105886925	0.11302414545961752	0.36385456431621566	NA	0.40871175672729615	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.38058412176059236	0.3390280258406498	0.15294117647058822	0.4853932584269663	0.2111888111888112	0.4172077922077922	NA	0.4284090909090909	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3480615426077267	1.5928092249565242	1.2010269055820062	1.239404955685577	1.2693948462181237	1.1426967098020302	NA	3.1115227074948844	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.05160418651568258	-0.003439251969039836	-0.13125754602404233	-0.04576976567920016	-0.22560275594827248	-0.07923821949863916	NA	0.46467202730495494	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.40818973630745947	0.3694474908581125	0.18707076430821198	0.5106635575782887	0.14625095823431933	0.4636477353048364	NA	0.53960443886490606	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.4329082682023858	0.39723400525449437	0.2529411764705882	0.5244126659856997	0.2097902097902098	0.474025974025974	NA	0.525	haken.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2704528238997923	1.535919438207692	1.1667301510934742	1.1235441821127312	1.1817685251099266	1.0764741440056895	NA	3.1310801887166386	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.07629908918430252	0.01998110056534355	-0.10979208164797151	-0.16492186760743494	-0.10618343634199777	-0.08457996466330311	NA	0.5653828530874251	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.36165403524783035	0.3484889201681974	0.152834952004708	0.44751407582579206	0.14201269935234243	0.380168612785593	NA	0.6199142608725515	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.4062525709584533	0.3966459069681145	0.2016042780748663	0.49519918283963227	0.18951048951048952	0.4094155844155844	NA	0.6875	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.4536123395486442	1.9573398435999014	1.0238458912831507	1.1755167931251966	1.1356396515187779	1.2265697773958602	NA	5.225127104676522	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.03774234251464147	0.05487017932028595	-0.22261281572204242	-0.11372950088373025	-0.16907504354279246	0.03173406603945888	NA	0.748034190710536	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.4314696789501183	0.42921290947652857	0.21367442103918205	0.5091094920021878	0.11780448265890522	0.4707147242099954	NA	0.8347614274723723	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.46754422048539696	0.46569812705470337	0.24759358288770053	0.5472931562819203	0.19999999999999998	0.49155844155844153	NA	0.8420454545454545	haken.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.8993807785415269	2.0248147141164803	1.4457772459151093	1.4129848188817882	2.3107818797423763	2.452819324332517	1.7905002305257867	2.7360247853013036	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.08957024457120295	0.13705548871914996	-0.08178624615271406	-0.1671728966595434	0.2261835066718563	0.4202750452088159	0.09836194036954633	0.3264715828769388	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.5496594123167329	0.45045395646312736	0.18617024318352174	0.5658837111271778	0.3740613801702666	0.8870377864903188	0.1469757527445505	0.5425948650629288	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5811556864188443	0.5111632233507233	0.27896103896103897	0.5854545454545454	0.4230769230769231	0.8559659090909091	0.32857142857142857	0.5949494949494949	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.7768054581612356	1.8501771293562026	1.4690349270564595	1.372230995212426	2.169615218510485	2.285681563516165	1.8051702224316661	1.9993298494100136	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.06170282763052276	0.08833655719724062	-0.10581897093690487	-0.17305965614003624	0.2024838564390039	0.40723168732813825	0.09826511828981578	0.10091730820342688	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5154239606552676	0.42083768925781573	0.19725603398338032	0.5312760227635875	0.30992694553240263	0.8360049129623621	0.17040498380415864	0.480157236501003	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5336768494663231	0.4431385628260628	0.20779220779220778	0.5448484848484848	0.34405594405594403	0.8582386363636364	0.2584415584415584	0.44545454545454544	haken.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4429959382188478	1.4436971744947271	1.1996240253857418	1.2646026136620236	1.5621341138559421	1.8120963582986862	1.6994500282963876	1.1242759074695814	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.046765696010486114	0.02849176535882435	-0.1655107770667642	-0.06235381558746438	0.10531807341546796	0.33845175219757734	0.15853775003570847	-0.20349239084157908	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.5037987500504199	0.3623070994977148	0.1766016289433748	0.6302129401979137	0.3328971975295314	0.760862001737373	0.18281613243551617	0.09045269614257963	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.5386087596613912	0.4269540875790876	0.2290909090909091	0.6216161616161616	0.3748251748251748	0.7926136363636364	0.2961038961038961	0.24747474747474746	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3787443125141774	1.4140660078275622	1.0746250151815444	1.2232274174972106	1.4735898818481978	1.6634194898416956	1.7040746399409696	1.3454596026557555	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.010456468849630241	0.017966604331575844	-0.2588595877532049	-0.14705145146406745	0.0372138253098792	0.23947989538421977	0.21215234165116625	0.02486460286146219	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.42496262415344566	0.32335584325316735	0.16103895397587667	0.47852970851180027	0.269059155440634	0.6852352644799407	0.20543988637071228	0.1408320907400401	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.47427309532572687	0.4031904785029785	0.24779220779220779	0.48808080808080806	0.2902097902097902	0.728125	0.3922077922077922	0.2727272727272727	haken.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.7362489655353002	1.8105313846956776	1.268267648762706	1.4333109254993739	2.2373354544491844	2.1008931247159714	1.495649774340777	2.327731380406053	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.0598405452429566	0.0795393193092021	-0.18607394349094636	-0.12380346434607231	0.2144820089456985	0.3584735506444403	-0.015458815167476561	0.22961657926956905	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.5786711651204925	0.46260877640564807	0.20616301132053622	0.6601270780122752	0.4252693964659604	0.8522000175377816	0.16681171371173012	0.4650814413856049	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.6058152373941847	0.5019504338254338	0.24467532467532468	0.6806060606060605	0.4342657342657343	0.86875	0.2935064935064935	0.4898989898989899	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.5992663440018564	1.6266926031232547	1.2633325753970666	1.3352139148801885	2.1046420417820615	1.9918245023885162	1.6842833165262232	1.3808592677654716	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.025236845868938696	0.02029716845653417	-0.1757287973795404	-0.15109859275941195	0.20762769117111518	0.3631608809927126	0.1146317711454213	-0.2368099424310917	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.4733474178215719	0.33747625217517946	0.17714625567835168	0.5321920614778792	0.24232038635590836	0.8190991632460355	0.11926560152382411	0.1348340447690779	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.5176297386823703	0.4068715428090428	0.1948051948051948	0.5636363636363636	0.3181818181818182	0.8389204545454545	0.2792207792207792	0.24646464646464644	haken.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4659801794695106	1.4955633641996047	1.1457918484566163	1.258210830067042	2.033320169856913	1.7509284901648803	1.575663024904375	1.2094658217478014	haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.01995641103846378	0.012748844757279562	-0.20447515085239498	-0.11693436008720963	0.3187751820215962	0.2841547848348059	0.043402943772417976	-0.24843033114553809	haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.5073790013850547	0.36223620956571356	0.22303626752058694	0.6454366240722207	0.29496459582666346	0.7429888518386266	0.14978868080714275	0.11720223732904085	haken.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
