measure	globqual	meanclassqual	classqual_stof_6	classqual_stof_1	classqual_stof_4	classqual_stof_2	classqual_stof_3	model	technique
DR	1.333047183399392	1.2690142120307113	0.9460304138460766	1.4375839847946634	1.32257439265484	1.3926481029502977	1.2462341659076785	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.02518365507573515	-0.029226287087288163	-0.3356454530525066	0.11674466983161706	0.007180713940880213	0.0599387648124329	0.005649869031135601	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.5217965238365193	0.3820616364538295	0.2054184263436757	0.7927039227456038	0.23213122478854856	0.34673392884635085	0.3333206795449687	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.5502484653610056	0.4426325793157968	0.3674641148325359	0.7636363636363637	0.3129186602870813	0.3804459691252144	0.3886977886977887	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3128782082535884	1.2558379542859832	0.970575892604186	1.4073619093421308	1.2827185465694635	1.3579200359897077	1.2606133869244283	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.018042446748687775	-0.033155464102862915	-0.32316951699017454	0.10491664869126573	-0.0060417477299996815	0.04644843774593829	0.012068857768655631	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.48953755817401995	0.36258352545622735	0.20575132043658964	0.7436659944068122	0.2437039212953844	0.27517785906565384	0.3446185320766966	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.5281496638409822	0.4219770803729986	0.3397129186602871	0.7390595611285267	0.31674641148325355	0.35711835334476844	0.3572481572481572	stof.LEMMAREL3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.4362409313847113	1.4199171895235543	1.3445030053255502	1.494532421824422	1.208073767561697	1.2515107043039284	1.8009660486021735	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.051055601314624936	-0.016536800934873922	-0.1293112778577891	0.189556890496403	-0.21952197646515223	-0.07410692109303467	0.15069928024520338	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.5484885028130252	0.418699495736954	0.28520961059659117	0.8060325319582508	0.23110669098762454	0.3470429944024396	0.4241056507398638	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.5684887459807074	0.4461625851943285	0.35119617224880384	0.81141065830721	0.2880382775119617	0.374271012006861	0.4058968058968059	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.3751578303599132	1.4414689741121895	1.4721898555822164	1.3071630700995451	1.4569795488946302	1.056221503496888	1.9147908924876678	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.013324414845351273	-0.04708790062463921	-0.03529914757920334	0.07804531288968797	-0.1605950299511326	-0.22910193849387228	0.11151130001132419	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.539487696852793	0.4369245590900172	0.249675339033286	0.7432703086399028	0.2918069940745474	0.3834346639592557	0.5164354897430941	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.5435252850043847	0.4477335526683881	0.3090909090909091	0.7326645768025078	0.3248803827751196	0.4027444253859348	0.4692874692874693	stof.LEMMAREL3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.282822540303437	1.21098984113538	0.9199151387795386	1.4056843411349065	1.2481542381868134	1.3089194502992092	1.1722760372764334	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.01206347809565387	-0.04429957904689378	-0.30132562309298794	0.10637313934693443	-0.017831694356444272	0.0486263799627635	-0.057340097094734616	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.5190428746862591	0.38546856820110287	0.20595126084079912	0.7771702483380424	0.3176617232043381	0.35329056910430146	0.2732690395180334	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.5425898859982461	0.4363626974139593	0.2985645933014354	0.7473354231974921	0.3770334928229665	0.4144082332761578	0.34447174447174445	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.2606001181407493	1.1878943050240518	0.9354605942402794	1.3904882331171275	1.2122815586782574	1.2478574364221986	1.1533837026623959	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.008202175343769056	-0.045929641498936274	-0.26993495635664727	0.10153585335724742	-0.017333874777972776	0.02307855486045534	-0.0669937845777641	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.5273264005018703	0.40501031376202185	0.3392935107497183	0.7771978089624358	0.28250117192905694	0.282027778717861	0.3440312984510371	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.5470330312774042	0.45381240576323273	0.4267942583732057	0.7347962382445141	0.3220095693779904	0.379073756432247	0.4063882063882064	stof.LEMMAREL3.PPMIselection.LENGTHFOC.SOCPOSall	mds
