measure	globqual	meanclassqual	classqual_herroepen_2	classqual_herroepen_1	model	technique
SCP	0.8223965186145293	0.8206691743198951	0.8119573509208696	0.8293809977189204	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8157523510971787	0.8107843344093054	0.7857282502443793	0.8358404185742315	herroepen.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.3750129776312234	1.4032237014661433	1.5455038738509566	1.26094352908133	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.22322703076525297	0.23691676552919477	0.3059606452082055	0.16787288585018403	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.852240256144943	0.847566670595874	0.8239955434788304	0.8711377977129177	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8369905956112852	0.8322285280280175	0.8082111436950147	0.8562459123610202	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3509243564780329	1.3878357821110698	1.5739977548689958	1.2016738093531438	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.2049923567264536	0.22342705032454124	0.31640202673228773	0.13045207391679478	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.8283501102339252	0.8266607632405742	0.8181405784045427	0.8351809480766057	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.826332288401254	0.8221368945898999	0.8009775171065494	0.8432962720732504	herroepen.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.3247742446011703	1.3342938176857402	1.3934305595747343	1.275157075796746	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.18975807313494467	0.19525982673125908	0.2294373869507881	0.16108226651173008	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8139088710766569	0.815484786175293	0.8252745617880322	0.8056950105625538	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.788470066518847	0.7856423330431539	0.768076109936575	0.8032085561497326	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3326422969035276	1.3472976732535595	1.4383386475492113	1.2562566989579078	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.1974531720374523	0.20491728899337905	0.2512852882650451	0.158549289721713	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8389182763358611	0.8369009642210798	0.8243691768413777	0.8494327516007819	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8206651884700665	0.8182102439284382	0.8029598308668076	0.8334606569900688	herroepen.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.412283525215122	1.4408548805506673	1.618343603089662	1.2633661580116726	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.23453061908816578	0.24841986643123692	0.3347015544715273	0.16213817839094655	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.8350902359962594	0.8365371157065026	0.845525307845892	0.8275489235671132	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8165853658536585	0.8140218878248975	0.7980972515856237	0.8299465240641711	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.3966705713834875	1.4330137314125815	1.6587818467448332	1.20724561608033	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.21789335292258033	0.2345720247172693	0.3381819555630644	0.1309620938714742	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.7905353073944626	0.7894786047153912	0.7829142395878261	0.7960429698429563	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.7818181818181819	0.7776555865475154	0.7517970401691332	0.8035141329258976	herroepen.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.3675487315295096	1.3851529513127039	1.4945124984507276	1.27579340417468	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2103811921231598	0.21935572348804694	0.2751066001487094	0.16360484682738446	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.783265050808124	0.784528783386635	0.7923792433440513	0.7766783234292187	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.7751662971175166	0.7726588732744684	0.7570824524312896	0.788235294117647	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3555430755638875	1.3748297498353117	1.4946409081880978	1.2550185914825254	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.2079814900578266	0.21709750460103594	0.2737272919149122	0.1604677172871597	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.813296897134195	0.8109465345979752	0.796345797630549	0.8255472715654012	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.8071840354767184	0.8042238882868158	0.7858350951374207	0.8226126814362108	herroepen.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4730711754590748	1.51534247651919	1.7779369224986936	1.2527480305396865	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.24826644719531252	0.2668280113696908	0.3821346979074955	0.15152132483188618	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.8117421827648552	0.8127352087382387	0.8189040064516809	0.8065664110247964	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.8168514412416851	0.8148959795334625	0.8027484143763214	0.8270435446906035	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.3850512802096748	1.4243956014576038	1.6688072940583738	1.1799839088568336	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.20825228259880427	0.22625013498206645	0.33805497554475583	0.11444529441937706	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.7822957959612047	0.7799624695478362	0.7654675630405468	0.7944573760551256	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.7898891352549889	0.7859559045605558	0.7615221987315011	0.8103896103896103	herroepen.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.3675961442182472	1.3939164107662227	1.527910495010462	1.2599223265219834	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2124525052195086	0.22557790445906134	0.2923981187695116	0.15875769014861105	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.7811690368454478	0.7836597683815705	0.7963398562018309	0.7709796805613099	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.7894480519480519	0.7860063319764812	0.7684848484848484	0.8035278154681139	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.3629049614013986	1.3929887886387813	1.5461428182109098	1.2398347590666525	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.2117986590369488	0.2258857854189027	0.29760206518157717	0.15416950565622822	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.8240330992279417	0.8220523502638735	0.8119685373558898	0.8321361631718571	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.8116883116883117	0.8068505955073119	0.7822222222222222	0.8314789687924016	herroepen.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.4369801202984795	1.493574862604358	1.7816935507070115	1.2054561745017043	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.22897132638212114	0.25435369689085385	0.38357303766258394	0.1251343561191237	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.801019497412914	0.8020309349037378	0.807180071220659	0.7968817985868165	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.8172077922077922	0.8133544399216042	0.7937373737373737	0.8329715061058345	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.3719556433915363	1.4243564875732024	1.6911244215889576	1.1575885535574473	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.19818042466977087	0.22303390292264647	0.3495607013009223	0.09650710454437064	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.8076348383875251	0.805778690463256	0.7963292101215225	0.8152281708049897	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.8059253246753246	0.7992477008894919	0.7652525252525253	0.8332428765264586	herroepen.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4104827145998358	1.411398006934109	1.4160938545621207	1.4067021593060975	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2466814131004511	0.24722849466640684	0.2500352609613101	0.24442172837150353	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8009028391893032	0.7877720795560609	0.7204055736116005	0.8551385855005212	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8017719568567026	0.7941463911228749	0.755023923444976	0.8332688588007737	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3448591085046822	1.3447180161212984	1.3439941508500244	1.3454418813925721	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.21598684481645997	0.21610381461276706	0.2167039205242558	0.21550370870127836	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7992931973824959	0.7882741960202079	0.7317419281615124	0.8448064638789033	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7902157164869029	0.7833825375818657	0.7483253588516746	0.8184397163120567	herroepen.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.202120889241717	1.1992826222104298	1.1847210783107827	1.213844166110077	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.1353162418152425	0.1326632238320311	0.11905208809207693	0.14627435957198526	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.6678711220286095	0.6542941663813077	0.5846384808864544	0.7239498518761609	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6845916795069338	0.6701998710509349	0.5963636363636363	0.7440361057382334	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0756417764588202	1.0800176334975635	1.1024676826528557	1.0575675843422716	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.05203164668235539	0.05499065070279745	0.07017162785115233	0.03980967355444256	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5501197985082876	0.5286001269747287	0.418194855628644	0.6390053983208135	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5907550077041602	0.5730944382232176	0.48248803827751197	0.6637008381689232	herroepen.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.4069321848172331	1.4140400694560213	1.4505066080376305	1.3775735308744121	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.24750491401058958	0.2511322496366685	0.26974205850089966	0.2325224407724374	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8189120854617102	0.8087258778252564	0.7564662038643191	0.8609855517861937	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.8286594761171032	0.8203318741728596	0.7776076555023923	0.8630560928433268	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.232272719444063	1.2328146581002541	1.2355950390320172	1.2300342771684911	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.15184354978462752	0.15185693285698518	0.15192559383690707	0.15178827187706329	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.724336571497775	0.7105645103360898	0.6399078487239659	0.7812211719482137	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.7321263482280431	0.7202517900166276	0.6593301435406699	0.7811734364925854	herroepen.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.1958873224480973	1.1981429803382888	1.2097154860357937	1.186570474640784	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.13074669545168716	0.1311196176954788	0.133032870946236	0.1292063644447216	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.6575533725630508	0.638283242200143	0.5394190951208766	0.7371473892794094	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN	0.6765793528505393	0.6639003698802131	0.5988516746411483	0.7289490651192778	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0509461862969451	1.048244873280671	1.0343859630232657	1.0621037835380764	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.03790991431972895	0.0350317486362636	0.020265507303702204	0.049797989968824986	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
SCP	0.5310814542634875	0.5139882751603289	0.4262928345441235	0.6016837157765341	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
kNN	0.5674884437596301	0.549189996267264	0.455311004784689	0.6430689877498388	herroepen.LEMMAPATHweight.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4568997179440548	1.4690091901910216	1.531136047805895	1.4068823325761481	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.26174483244475044	0.26795084569947847	0.29979039196286583	0.23611129943609116	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP	0.8209788427599234	0.8153167689136926	0.7862678683112911	0.844365669516094	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN	0.821417565485362	0.8158322304794869	0.787177033492823	0.8444874274661509	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3851017150865819	1.3933683932145193	1.4357800462187205	1.3509567402103182	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.23131962129961706	0.2359810051414185	0.2598959309384868	0.21206607934435023	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP	0.8181692230711605	0.8133756666551996	0.7887826380863567	0.8379686952240424	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN	0.8064714946070878	0.8015134548169263	0.7760765550239235	0.826950354609929	herroepen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.337511932837738	1.3522911412644363	1.4281149062361922	1.2764673762926801	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.2103949830766817	0.21962382566827887	0.2669718007034296	0.17227585063312817	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP	0.7640969869508422	0.7576739022810915	0.7247206852797621	0.790627119282421	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN	0.8003852080123266	0.7959204587872001	0.7730143540669856	0.8188265635074146	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.0491057089615532	1.0641225607562046	1.1411655395287639	0.9870795819836452	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.030800445511897773	0.04236532180442711	0.10169816539218633	-0.016967521783332103	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP	0.5908300709833738	0.575863708534219	0.49907976205594656	0.6526476550124914	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN	0.6258859784283513	0.6103932946486137	0.5309090909090909	0.6898774983881366	herroepen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.4104827145998358	1.411398006934109	1.4160938545621207	1.4067021593060975	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.2466814131004511	0.24722849466640684	0.2500352609613101	0.24442172837150353	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP	0.8009028391893032	0.7877720795560609	0.7204055736116005	0.8551385855005212	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN	0.8017719568567026	0.7941463911228749	0.755023923444976	0.8332688588007737	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.3448591085046822	1.3447180161212984	1.3439941508500244	1.3454418813925721	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.21598684481645997	0.21610381461276706	0.2167039205242558	0.21550370870127836	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP	0.7992931973824959	0.7882741960202079	0.7317419281615124	0.8448064638789033	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN	0.7902157164869029	0.7833825375818657	0.7483253588516746	0.8184397163120567	herroepen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.202120889241717	1.1992826222104298	1.1847210783107827	1.213844166110077	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.1353162418152425	0.1326632238320311	0.11905208809207693	0.14627435957198526	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP	0.6678711220286095	0.6542941663813077	0.5846384808864544	0.7239498518761609	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN	0.6845916795069338	0.6701998710509349	0.5963636363636363	0.7440361057382334	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0756417764588202	1.0800176334975635	1.1024676826528557	1.0575675843422716	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.05203164668235539	0.05499065070279745	0.07017162785115233	0.03980967355444256	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP	0.5501197985082876	0.5286001269747287	0.418194855628644	0.6390053983208135	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN	0.5907550077041602	0.5730944382232176	0.48248803827751197	0.6637008381689232	herroepen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.3960474046137032	1.4017954211378991	1.4312852450446443	1.3723055972311542	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.24183948692205354	0.24538488761572302	0.26357433465281005	0.22719544057863603	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP	0.8019550172318479	0.7940472201782369	0.7534767831205806	0.8346176572358933	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN	0.814869029275809	0.8081665478977909	0.7737799043062201	0.8425531914893617	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.2857573953351136	1.2838953908672806	1.2743424983801377	1.2934482833544236	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.1822654653682832	0.1816055184257459	0.17821970367707618	0.1849913331744156	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP	0.7672492100364002	0.7475550296578518	0.6465153216287773	0.8485947376869263	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN	0.7447611710323575	0.7304197631409277	0.6568421052631579	0.8039974210186976	herroepen.LEMMAPATHselection3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.2251997744895207	1.2284066402385045	1.2448592558202483	1.2119540246567608	herroepen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.14747112704599497	0.1491436552496193	0.15772445212038783	0.14056285837885082	herroepen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP	0.6587216586808058	0.6429688597566108	0.5621501522324802	0.7237875672807413	herroepen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	mds
