measure	globqual	meanclassqual	classqual_hoop_1	classqual_hoop_2	classqual_hoop_3	model	technique
SIL	-0.05964872159346509	-0.022833051728734337	0.005714054118323313	0.0063537407264704126	-0.08056695003099673	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5999226697792017	0.3177432518665529	0.03594551488831978	0.1721491240099437	0.7451351167013952	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6235119928931003	0.35888338019831284	0.10681818181818183	0.20721003134796237	0.7626219274287943	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0167438965780509	1.0255358886695372	0.9669666059400983	1.1135854653802493	0.9960555946882642	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.05325795991134924	-0.03873165807548004	-0.11068197709107075	0.07597002129592012	-0.0814830184312895	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5979263015480237	0.32499509620807315	0.03606562328874794	0.2044683281173804	0.7344513372180912	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6376665679597275	0.3861222480839175	0.13863636363636364	0.2517241379310345	0.7680062426843542	hoop.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.0565060659584047	1.0680407277862327	0.9905526970489195	1.1842480341238253	1.0293214521859533	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.020559118691347845	-0.029560817715847315	-0.14255238871570755	0.09437491083401459	-0.04050497526584898	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.5902084367797901	0.3233973467810583	0.045851506000978585	0.1964904487654263	0.72785008557677	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6275641025641026	0.3621332970784616	0.10481283422459893	0.2126348228043143	0.7689522342064715	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0538516771956588	1.071445222398327	0.9760200432002362	1.2205260153227022	1.0177896086720428	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.02575501824143635	-0.02990872349656428	-0.16083730557614623	0.12476587218608279	-0.0536547370996294	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6006961308446153	0.326236518083337	0.04306058054004473	0.1928135301763435	0.7428354435336226	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6282051282051282	0.36238405994138795	0.10695187165775401	0.2098613251155624	0.7703389830508475	hoop.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0625764970609393	1.0806343287157891	1.020418807020877	1.1869690333909237	1.0345151457355664	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.027330247153115484	-0.027626423328774307	-0.12706473272015306	0.09488534384583809	-0.050699881112007954	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.5933160881577996	0.3283480616948743	0.05418702605799538	0.20050197439568682	0.7303551846309407	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6307109557109557	0.37337230732046284	0.1443850267379679	0.20308166409861325	0.7726502311248074	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	0.9866278432358269	0.9981709876796586	0.9100653857657588	1.1275302412707298	0.9569173360024874	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.05878622414644956	-0.04397693992894498	-0.13247111939360542	0.09162035938530395	-0.09108005977853348	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5895803813132456	0.32197409801757243	0.028171451709578393	0.21377985594525983	0.723970986397879	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6262237762237762	0.36444303453276533	0.0962566844919786	0.23482280431432973	0.7622496147919876	hoop.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.2131624690664646	1.4202320598484552	1.6457718853589605	1.5061783340698134	1.1087459601165919	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.0040098525572516645	0.10713991273573598	0.20657480923258748	0.16589887568984124	-0.05105394671522077	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6775095571812307	0.4222132208948144	0.1147278879728862	0.3526472942763984	0.7992644804351585	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7196969696969697	0.4957778180609686	0.23101604278074866	0.4286594761171032	0.8276579352850539	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2318684308951031	1.4258587775009661	1.6211253193671629	1.5262068875141424	1.1302441256215934	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.01641751932774401	0.10254913560233894	0.18249540508362658	0.15545778679596395	-0.0303057850725737	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.701036138912605	0.4503597410609559	0.13425957340859374	0.3995964675363955	0.8172231822378785	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7377039627039627	0.5036587208072751	0.21390374331550802	0.44961479198767335	0.847457627118644	hoop.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.2004571231508991	1.5512846598905632	1.6719880313997413	2.0203476717677677	0.9615182765041806	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.053102072126939	0.13190193718289195	0.20285517493216684	0.3702211001070504	-0.17737046349054142	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7073705448602781	0.46056094970814915	0.09742964265277115	0.4748048059661354	0.8094484005055409	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7226689976689976	0.4928094504365691	0.16363636363636364	0.4949152542372881	0.8198767334360555	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.130451097930706	1.311663659345563	1.5285811611010756	1.3626997400064562	1.0437100769291572	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	-0.0727878915111076	0.08168772909658584	0.21168458819951003	0.19314016687093585	-0.15976156778068837	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6490999486531407	0.38361708569136316	0.08656469310633118	0.28318669434699817	0.7810998696207601	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6772144522144522	0.43019728692709747	0.146524064171123	0.34576271186440677	0.7983050847457627	hoop.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.0678252134309845	1.0958644617976445	1.044762042322139	1.2085179948797555	1.0343133481910392	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	-0.04501904856106396	-0.032992370778960424	-0.10386485759911873	0.07589688391951965	-0.07100913865728219	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6124977059078294	0.3476859389111179	0.04519905974359392	0.25516252215808843	0.7426962348316714	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.653030303030303	0.39698027130729024	0.1144385026737968	0.29522342064714946	0.7812788906009245	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1026541731310124	1.141147103405785	1.0171667609010704	1.3623984551247768	1.0438760941915077	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	-0.009774720560543054	-0.03608104700716117	-0.2060119784021205	0.12780200454171586	-0.0300331671610789	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6503396776705256	0.3751600641279443	0.03973767452265635	0.30511183756451316	0.7806306802966634	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6668414918414918	0.4001344451494003	0.08877005347593582	0.31525423728813556	0.7963790446841295	hoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.1136796955546813	1.2150546253796766	1.1513011052687887	1.4726308909711057	1.021231879899135	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.013552400212030389	-0.01311835315640599	-0.11033240528774205	0.10792854005329688	-0.036951194234772805	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6545087828074796	0.38021905076118945	0.046007116879685735	0.31024174636348767	0.784408289040395	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6995337995337996	0.4602268950723587	0.17967914438502675	0.3855161787365177	0.8154853620955316	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0708354138128395	1.1207422518416326	1.2212012814167295	1.0844168619435373	1.0566086121646308	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.05294722018714972	0.00545677949899238	0.09564139623884028	-0.003178153630670642	-0.0760929041111925	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6148047720799138	0.3520095684446436	0.08140667456842295	0.22359109513779632	0.7510309356277115	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6463869463869464	0.39232152028762196	0.12727272727272726	0.2724191063174114	0.7772727272727272	hoop.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1035970926886216	1.1395436085145167	1.1664396950670053	1.169628749659626	1.0825623808169191	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.0031257457433047893	0.010214777502471413	9.773373269230314e-4	0.04515965123765373	-0.015492656057162525	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6189330161123394	0.34729947429911956	0.08658075577170489	0.19107198453516053	0.7642456825904933	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6443473193473194	0.38985921024804376	0.1625668449197861	0.22249614791987674	0.7845146379044684	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.0882133433844614	1.1149455766621035	1.0633859666875247	1.225860895120053	1.0555898681787326	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.004343023775331098	-0.009317015218497681	-0.09999636133538627	0.09411175014495218	-0.02206643446505896	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.5860677995665382	0.33017795966053937	0.05815653389455976	0.21568678560448226	0.7166905594825761	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.640034965034965	0.3908547086014683	0.146524064171123	0.2539291217257319	0.7721109399075501	hoop.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.10421351300638	1.1583014606742872	1.17367384973253	1.234622853152434	1.0666076791378978	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.004005864971753417	-5.07827617549278e-4	-0.0669845759934995	0.07378672496138099	-0.008325631820529325	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6453972239381895	0.37521347036902747	0.07187872905353913	0.27426983892560036	0.779491843127943	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.66497668997669	0.4146076920752893	0.15614973262032086	0.2930662557781202	0.7946070878274268	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	0.9930825650228157	1.011585354783879	0.9319328414255317	1.142753551568793	0.9600696713573121	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.047742682767642534	-0.04011417350266184	-0.14756462846868293	0.10627986338000818	-0.07905775541931077	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.5896684221835244	0.3101145753327567	0.032437423738578816	0.160908337941149	0.7369979643185424	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6166666666666667	0.3413879573401009	0.057754010695187166	0.20708782742681048	0.7593220338983051	hoop.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.25902214363498	1.5201346065245958	1.8760957145708914	1.5349867855148225	1.1493213194880734	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.04188000438720908	0.14220194954045376	0.2504043002831079	0.1842426962435851	-0.008041147905331763	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6667946919904937	0.3909427633897653	0.11224729595068769	0.25139651757488224	0.8091844766437261	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7060070671378091	0.4774968800669735	0.2797202797202797	0.3198051948051948	0.832965165675446	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.2589321094713686	1.4406139032765872	1.6301518002139843	1.5249102979757017	1.166779611640076	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.06273404215868776	0.12460559566026398	0.14848935089711518	0.20504239843456132	0.02028503764911545	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6696232382565054	0.394270928675932	0.11458823124636018	0.25687547660024646	0.8113490781811894	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7088339222614841	0.49984431456394074	0.3440559440559441	0.3237012987012987	0.8317757009345794	hoop.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.1497806857897042	1.336752175980024	1.6626316353825068	1.2570759758785148	1.0905489166790507	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	-0.0016604160655808184	0.07648911168843658	0.20280026745640128	0.055778820834170885	-0.02911175322526242	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6342448726862927	0.3666621088017918	0.08426346791704	0.24663808752661048	0.7690847709617249	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.672791519434629	0.43395514143177694	0.22237762237762237	0.2753246753246753	0.8041631265930331	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.1114439840668788	1.0662620221257824	0.9467649687498761	1.1373532404753193	1.1146678571521516	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.009545137101764018	-0.05143709838393583	-0.19638458296238323	0.023730444387044376	0.018342843423531374	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.633976260897507	0.3561033180892617	0.028962059211859983	0.2745675599856182	0.764780335070307	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6669450690652103	0.4179954002383909	0.15104895104895105	0.3116883116883117	0.79124893797791	hoop.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.1778032397140565	1.3551777512169647	1.5188538790953618	1.4646593021775043	1.0820200723780282	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.009137171410690792	0.09453141368642848	0.14849246500989677	0.17883773804096414	-0.0437359619915755	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6505779411293852	0.3727956020699602	0.06018049524286634	0.2729426559840654	0.7852636549829489	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6793446835849662	0.4269931003575863	0.17202797202797201	0.29935064935064937	0.8096006796941376	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.1791369210759408	1.3303447356308131	1.3938107941863036	1.5204405188547072	1.0767828938514286	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.015332753126156054	0.07766203558514072	0.06245460446137754	0.20864862160899553	-0.03811711931495091	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6447433382818323	0.36864712844497505	0.05799917227662546	0.2693117601285678	0.7786304529297319	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6890459363957597	0.44149728775897	0.17202797202797201	0.3409090909090909	0.8115548003398471	hoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.0616530511608333	1.1745022983916737	1.3841768906485117	1.1098930827125815	1.029436921813928	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	-0.05216846834583379	0.04084871650246868	0.1874762466435439	0.020922955450022318	-0.08585305258616019	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6051294186999003	0.32779993701134746	0.06323444254156071	0.16763171593898465	0.752533652553497	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6368776100224863	0.3967541803990402	0.18321678321678322	0.2383116883116883	0.7687340696686491	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.0620059511409194	1.0614346034984843	0.9588157477907254	1.190958012450702	1.0345300502540256	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	-0.017623697349368698	-0.04982866274856643	-0.19251109052462	0.07400148139709063	-0.030976379118169892	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6083855083068089	0.34120817477152493	0.025797516705224992	0.26390663604266984	0.7339203715666799	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.654416961130742	0.39622021280899783	0.10909090909090909	0.29902597402597403	0.7805437553101104	hoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.1281370988060004	1.262261175304948	1.3138710606210307	1.4352850596299778	1.0376274056638355	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	-0.024840111287983614	0.05780156978342389	0.06845430463140824	0.19096855815327662	-0.08601815343441319	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.6311978287074157	0.35431514221353616	0.06157685042522889	0.23095614015331006	0.77041243606206955	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.6598509687034277	0.395224888106244	0.11272727272727272	0.28073959938366716	0.7922077922077921	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.1003820322708007	1.2539914871809545	1.3328316579944437	1.4273717595756246	1.0017710439727951	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	-0.03955014614297855	0.034345660305690424	0.02203267746307624	0.18084464438039216	-0.09984034092639713	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.6350767006728734	0.3648167656514113	0.05690068532983797	0.27226207476718994	0.7652875368572061	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.6615797317436661	0.39963856037815976	0.11757575757575757	0.2893682588597843	0.7919716646989374	hoop.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	1.0261954614459547	1.1972710240917122	1.4733656063131417	1.1539083313424516	0.9645391346195431	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	-0.08618593936670575	0.019352666218915997	0.1758826515039567	0.009927072509880182	-0.1277517253570889	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.6097640172596074	0.3416872936603515	0.07089026046135113	0.20638937780692748	0.7477822427127759	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.6362444113263785	0.3707526508759174	0.11515151515151514	0.2209553158705701	0.776151121605667	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.0340534304819449	1.0494525157418724	0.9625512598183257	1.1858908429730581	0.9999154444342333	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	-0.05116460196146002	-0.03750875811262606	-0.12548651592629181	0.09719024224578185	-0.08423000065736821	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6174041367419149	0.34009772280624956	0.029084091764089208	0.2389377696360677	0.7522713070185918	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.6403576751117734	0.3634650711384147	0.033939393939393936	0.286286594761171	0.7701692247146792	hoop.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.4035793642230516	1.8326613978504416	2.324649637393618	1.9814743310192249	1.1918602251384822	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.06313491192701418	0.19379651322050245	0.32664888310888096	0.2601257255307771	-0.005385068978150709	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7957170826711639	0.5876830252320033	0.2721468315293839	0.6109119932069583	0.8799902509596678	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8077755042385267	0.6317593190769406	0.40106951871657753	0.6064714946070878	0.8877369439071566	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.3804581054726726	1.7186968646911807	2.0272611596893286	1.9341811704148157	1.1946482639693976	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.05497832012877457	0.1852992899292243	0.2901230499112672	0.28574384636021577	-0.019969026483810128	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7551368986316912	0.5075301512287715	0.15501308794207933	0.5066382271048563	0.8609391386393791	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.7870798012277112	0.5841400106579038	0.3176470588235294	0.5556240369799692	0.8791489361702127	hoop.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.485517704032234	2.039785770396896	2.1886959873481087	2.8347570280335166	1.0959042958090617	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.05052938687640352	0.20879570157872052	0.24689478497608722	0.4412685634639174	-0.06177624370384304	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8150790326136342	0.5869291768358443	0.21263306415618782	0.6473947871612561	0.9007596791900891	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8235019000292312	0.6314636490271288	0.32941176470588235	0.6662557781201849	0.8987234042553192	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	1.422410609341151	1.6062241524182344	1.7201660891962163	1.7898984119601253	1.3086079560983612	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.06964417876019033	0.19064302906358516	0.2604887696218736	0.3179400233968176	-0.006499705827935734	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.7558734392029748	0.5242623113253706	0.1187964409060041	0.6172196919020013	0.8367708011681064	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7660917860274773	0.5729698332468744	0.27165775401069514	0.6049306625577812	0.8423210831721469	hoop.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.4063588936198583	1.5465720054249417	1.4548863619324996	1.9079001193609264	1.276929534981399	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.10369186404292474	0.13347946774701672	0.05721674781414608	0.28057729557280314	0.06264435985410095	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7557187457383466	0.5050086818636952	0.12642076524387255	0.5309253634438358	0.8576799169033772	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.7928091201403098	0.5618275283755438	0.2106951871657754	0.588597842835131	0.8861895551257253	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.390874227705636	1.539340803365256	1.3914769921251469	1.9848374845043784	1.2417079334662426	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.08261763437610527	0.1165879360807921	0.008939264432765147	0.3099525624979937	0.030871981311617468	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7519308378476299	0.48207561298252294	0.1042009167763308	0.47327850411832745	0.8687474180529106	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.768722595732242	0.529148312637844	0.17967914438502672	0.5386748844375963	0.869090909090909	hoop.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	1.4488967833599202	1.7416970348187693	1.7445078815610096	2.255606771261347	1.2249764516339514	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.09753996139750974	0.12325614320926455	0.03208937413006965	0.2816202807247204	0.05605877477300359	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.7601227787743638	0.5212230275210508	0.18566463622916302	0.514711133554296	0.8632933127796933	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.7897690733703595	0.5815303284215696	0.2663101604278075	0.6040061633281972	0.874274661508704	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	1.27935592306029	1.3828460700207754	1.5429526544785768	1.3674040262304932	1.2381815293532563	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.04064424661559301	0.11205063082959711	0.20593276494029097	0.1219431322751881	0.008275995273312258	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.6881663407127638	0.44815476693326284	0.16122468771505208	0.37944543638863293	0.8037941766961035	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.7255773165741012	0.5398354260236697	0.34545454545454546	0.45238828967642525	0.8216634429400387	hoop.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.3391240394833108	1.4368394849150816	1.309657517862408	1.7670393277944207	1.2338216090884164	hoop.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.08587613989597911	0.11052727082485474	0.0014611961407788024	0.28918014582490514	0.04094047050888025	hoop.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	mds
