measure	globqual	meanclassqual	classqual_hoop_1	classqual_hoop_2	classqual_hoop_3	model	technique
SCP_k10_b0	0.8686946643125779	0.6398539732574205	0.1441504350044281	0.8460304066852524	0.9293810780825812	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8864391422530957	0.7053960811169185	0.31871657754010696	0.861633281972265	0.9358383838383838	hoop.LEMMAREL3.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.9302292820147793	2.261778825542493	1.8138497068590875	3.4152116722297556	1.556275097538636	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2119057228914813	0.2261467525096036	0.08345739331876029	0.4296388594624629	0.1653440047475876	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8941271522010257	0.6985858532320742	0.2872987136440744	0.860661014450461	0.9477978316016873	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8949627421758569	0.7260785065737022	0.3786096256684492	0.8563944530046225	0.9432314410480349	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.8336007067767206	2.2144220324776525	1.8785713594896503	3.3164858384320097	1.4482088995112976	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.19119734576535022	0.21138431199275895	0.08392034536818278	0.4065571686031696	0.14367542200692446	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.9027828950725753	0.7198341750773641	0.366791466645598	0.8318676726596878	0.9608433859268066	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.9056929955290611	0.7507197871780978	0.4459893048128342	0.8526964560862865	0.9534736006351727	hoop.LEMMAREL3.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.0702252851547023	2.718835339674584	2.0502119924629487	4.716330729306529	1.3899632972542746	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.1863505561379469	0.18981062234851956	-0.037212060004959864	0.4791290273671213	0.12751489968339724	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8741411339457775	0.6712980586224668	0.2503309322797551	0.8323444869227323	0.931218756664913	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8980029806259314	0.7216065182776403	0.38074866310160427	0.8302003081664099	0.9538705835649067	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	1.7754584760059093	1.747115825906518	1.4157955151838946	2.1094416940999405	1.716110268435719	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.1682492984924006	0.18280683276944767	0.10861160072028063	0.3014505807042875	0.1383583168837749	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8224871160875957	0.5968457526805269	0.1722342675159844	0.7215340998318621	0.8967688906937341	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8595529061102831	0.6713876895184501	0.31978609625668447	0.7722650231124807	0.922111949186185	hoop.LEMMAREL3.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.7912024350023408	2.1842882327159536	2.1272450127324727	2.9705529954472523	1.4550666899681355	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	0.17482659563832517	0.2920838563876135	0.3039781254570682	0.4903569747355493	0.08191646897022313	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.856407400569734	0.7182835044601668	0.4905169369986854	0.7528926598035394	0.9114409165782754	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8635757575757576	0.7370862790416629	0.5294117647058824	0.7676425269645608	0.9142045454545454	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.739584480838479	2.1070687781226463	1.9052112515865192	3.0284614882937286	1.3875335944876914	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.1450212989327782	0.2538541988173131	0.22247020211848106	0.49110484901136586	0.047987545322092394	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8451480846892813	0.6580433092507066	0.2905269140965126	0.7789188314649235	0.9046841821906839	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8719393939393939	0.7143870067287316	0.42566844919786095	0.7901386748844376	0.9273538961038961	hoop.LEMMAREL2.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.7196845335430788	2.3740277225563657	1.9809840206389122	4.056833801349692	1.0842653456804927	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.08887053496153385	0.2188066646141105	0.11141309484079288	0.5897842878798665	-0.04477738887832787	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8722645673276318	0.7207263171736726	0.3525824052772736	0.9070554972728656	0.9025410489708787	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8829090909090909	0.729318214188603	0.38823529411764707	0.8779661016949153	0.9217532467532468	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	2.1094740084842476	2.244516393926096	1.3048396269038476	3.6689152206300966	1.7597943342443447	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.256202810048024	0.2583290118292816	-0.014726037738982843	0.6047548045262998	0.1849582687005277	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.893644756200695	0.6573768770982502	0.11087688848024228	0.9134079917236698	0.9478457510908386	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8916363636363637	0.6867604977275964	0.2192513368983957	0.9007704160246534	0.9402597402597402	hoop.LEMMAREL2.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	2.0739821315890627	2.448403443216792	1.8401449701857302	3.8922573668879945	1.6128079925766508	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.23960524887471638	0.2677745714054533	0.09189857618841474	0.5396359518245324	0.17178918620341274	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8775736918607665	0.6947606529755475	0.31086325458066605	0.8439900457160007	0.9294286586299758	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8961818181818182	0.751049125351219	0.45133689839572194	0.8631741140215716	0.9386363636363636	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.9635808431315087	2.312391075229118	1.7668986026595974	3.630936599175623	1.5393380238521326	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.21071427768280845	0.257716054091951	0.10841235376128641	0.530482107977953	0.13425370053661353	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.882983339722299	0.709695709773636	0.34916373233281167	0.8469310452018287	0.9329923517862678	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8935757575757576	0.7512979459888732	0.46844919786096256	0.847457627118644	0.937987012987013	hoop.LEMMAREL2.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.2281667187986094	3.1082336984333208	1.8219754137646293	6.3220249639898825	1.180700717545451	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.12762640046703355	0.20843431835647397	-0.057706396110035654	0.6892434290316232	-0.006234077852165607	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8678645174668557	0.6720959170094647	0.18027020436267457	0.933170719316545	0.9028468273491744	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9061818181818182	0.7564219678626458	0.39999999999999997	0.9312788906009245	0.9379870129870129	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.428956564431714	2.6500683426501364	1.2468421587722953	4.812500788275832	1.8908620809022818	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.29027320809304913	0.2838174891855113	-0.04841335030266676	0.6888785079842479	0.21098730987495287	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8733208754184966	0.6551342034446213	0.14152941007324843	0.9027717224489338	0.9211014778116814	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8928484848484848	0.7220010153522117	0.3358288770053476	0.8958397534668721	0.9343344155844155	hoop.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	2.2192281859051355	2.6575348039332503	1.764613202262477	4.557434204243715	1.6505570052935592	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.2282594896697179	0.25075102681559824	0.02521015778366436	0.5723662213112658	0.15467670135186457	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8961678938171124	0.692426285407099	0.23671080546803844	0.8951938805954921	0.9453741701577667	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8979433681073026	0.7319820345764347	0.3657754010695187	0.8909090909090909	0.9392616117506947	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	2.091297453728929	2.601936131660728	1.9583976167405104	4.320612378321226	1.526798399920447	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.19243009839343214	0.24584419589979387	0.096506454897038	0.5279083184411149	0.11311781436122874	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8917709622523565	0.6872093270178165	0.24811346744326	0.8677800533900001	0.9457344602201893	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.896929955290611	0.7426663241715901	0.4310160427807487	0.8545454545454545	0.9424374751885669	hoop.LEMMAREL2.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.256364512946909	3.1517606749332474	2.1317874859416723	6.030173295357055	1.2933212435010157	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.13776797600407925	0.17406664443906203	-0.08694637315237205	0.5646893126864372	0.04445699378312097	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8967810415477673	0.6656278211375323	0.16027453608468073	0.8811170223497843	0.9554919049781317	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9076602086438152	0.7211878721385137	0.3229946524064171	0.8832049306625578	0.9573640333465661	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	2.158488189894764	2.205787004721463	1.3604919807843148	3.3447792611733367	1.9120897722067374	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.2273858227232062	0.23967114815647503	0.028666856940434013	0.5248472304796967	0.16549935704929436	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.857639281478564	0.6398800477329949	0.1349825575165624	0.8788312338123191	0.9058263518701032	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8735618479880775	0.6728570672790415	0.24385026737967913	0.8477657935285053	0.92695514092894	hoop.LEMMAREL2.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.424257790697888	1.5551472192200624	1.1350263031904515	2.3339972497314423	1.1964181047382931	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SIL	-0.006472894564079473	0.10458662531783111	-0.034145004155094846	0.48869883029796324	-0.14079395018937507	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.7687291197029396	0.5252936630813808	0.05125333326742112	0.6723237440691102	0.8523039119076112	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.811974921630094	0.672178395428272	0.45989304812834225	0.6804314329738058	0.8762107051826677	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSnav	mds
DR	1.4295586513180158	1.5717492567510891	1.2329605914269766	2.268372757682969	1.2139144211433215	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SIL	0.015685041059160482	0.12826302565816927	0.012431695969333861	0.48611068683502817	-0.1137533058298542	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.7699736305466829	0.538383054852472	0.09937931322938537	0.6630441525842583	0.8527256987437721	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8089655172413793	0.6468564004954832	0.3946524064171123	0.6640986132511556	0.8818181818181818	hoop.LEMMAREL1.PPMIweight.LENGTHFOC.SOCPOSall	mds
DR	1.727543914929684	2.316311922892067	1.8474356209477076	4.013804528002582	1.0876956197259113	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SIL	0.09016479885918136	0.2209939253665358	0.10780149739016873	0.6096349253567107	-0.054454646647271995	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8617650000941247	0.6887003319249478	0.2638799229202614	0.9048349564724444	0.8973861163821378	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8932288401253918	0.7551473588297696	0.44385026737967914	0.8924499229583975	0.9291418861512319	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSnav	mds
DR	2.092294862542754	2.258264670941146	1.326638239635245	3.752855970314023	1.6952998028741688	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SIL	0.2688271131812199	0.2721433108743161	-0.0017968844537684676	0.6265169612654808	0.19170985581123584	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.9109688016764202	0.6742655490223101	0.14222512509815718	0.9076076151085432	0.9729639068602297	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9146081504702195	0.7452755864380802	0.3775401069518716	0.8958397534668721	0.9624468988954971	hoop.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	mds
DR	1.6760013928612982	1.8716980618812942	1.0868287765968379	3.2353837600544346	1.2928816489926103	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.08614749761117306	0.10582096460880938	-0.24520673245068678	0.5887742662219402	-0.026104639944825266	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8061725201585043	0.5707087375626141	0.05643634712293513	0.7837872147484762	0.871902650816431	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8426959247648903	0.6883014790237049	0.3614973262032085	0.8147919876733436	0.8886151231945625	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.7697116751106365	1.9932596424034112	1.2497208297957625	3.356524523684776	1.3735335737296956	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.10334199218562294	0.16340654109856217	-0.08090479779371444	0.5862972052697291	-0.01517278418032811	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8277786411128465	0.5949505358034552	0.05201760119547045	0.8493869072747426	0.8834470989401526	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8470846394984326	0.7017001106564194	0.4042780748663102	0.8077041602465331	0.8931180968564146	hoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.1365395024939113	2.934836518143862	1.6716505673971764	6.033893078373427	1.0989659086609818	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SIL	0.09893087593406895	0.1991947510392284	-0.05152628026371996	0.705443570053274	-0.05633303667186882	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8807026762980138	0.645256995463688	0.08113497900491419	0.9217266070793264	0.9329094003068235	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.9090909090909091	0.7559994047876195	0.39999999999999997	0.9220338983050848	0.945964316057774	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav	mds
DR	2.3241161099140646	2.4910698481197584	1.2342619960438328	4.400797144497878	1.838150403817564	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SIL	0.28136205565551103	0.2706355806092751	-0.05361678065722924	0.6626809832292294	0.2028425392558251	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8872491146433125	0.6705022337161969	0.15850087984408615	0.9157130159351792	0.9372928053693252	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
kNN_k10	0.9042633228840126	0.7379731098406846	0.36363636363636365	0.9026194144838212	0.9476635514018692	hoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall	mds
DR	1.7840250426616735	1.9345827107443256	1.3128984812915117	2.9899710889394036	1.500878562002062	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SIL	0.14296641859451908	0.1760761237390684	-0.051227589609394476	0.5219564090317732	0.05749955179482641	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8332442181377352	0.5857653881495164	0.08139111778754804	0.768112519418346	0.9077925272426552	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8530252356339313	0.6703190875803084	0.30802139037433157	0.7922958397534668	0.9106400326131268	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSnav	mds
DR	1.848425187267258	2.1061700174178095	1.4339500104496266	3.42045675918891	1.4641032826148914	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SIL	0.10863714348921354	0.19192635274844003	0.04161488143823309	0.5325826738363141	0.0015815029707728968	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8506615062962295	0.636510932041443	0.17206270194285697	0.8294701619080743	0.9079999322733977	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.866403162055336	0.7038755455335313	0.36470588235294116	0.8335901386748844	0.9133306155727681	hoop.LEMMAREL1.PPMIno.LENGTHFOC.SOCPOSall	mds
DR	2.192338219869392	3.001192783121542	1.9213522085267105	5.832257861041835	1.2499682797960798	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SIL	0.12809460877624007	0.21850222633903546	0.006944340559585951	0.6490680929356356	-5.057544781151519e-4	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
SCP_k10_b0	0.8769351949596726	0.6678878923689622	0.18104624213971282	0.8982795781775167	0.9243378567896571	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
kNN_k10	0.8985709942231681	0.7338181948244138	0.3529411764705882	0.911864406779661	0.9366490012229922	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSnav	mds
DR	2.1541960799588797	2.1889431923517524	1.2530210153296633	3.4279026744982115	1.8859058872273826	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SIL	0.24144275245848518	0.24039685702252464	-0.024832446978201646	0.571643892929826	0.17437912511594958	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
SCP_k10_b0	0.8770288227746694	0.6390671590111512	0.10447582622849025	0.8767212875961281	0.9360043632088353	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
kNN_k10	0.8909090909090909	0.713089349968846	0.3229946524064171	0.8788906009244992	0.9373827965756217	hoop.LEMMAREL1.PPMIno.LENGTH5000.SOCPOSall	mds
DR	1.9657850168276993	2.3036671932087107	1.8423771679095777	3.4763352274980517	1.5922891842185032	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SIL	0.24861950985009776	0.2923130925126639	0.14963704334067196	0.5470219641441765	0.18028027005314323	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
SCP_k10_b0	0.8843478394713599	0.6608662094762041	0.19265094549411965	0.845226401152222	0.9447212817822707	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
kNN_k10	0.8958517210944396	0.7186590832263258	0.360427807486631	0.8486902927580894	0.9468591494342568	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSnav	mds
DR	1.9117950222562463	2.1912492774781276	1.645262985924135	3.3652975754047	1.5631872711055474	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SIL	0.2400662019618457	0.26028428052154096	0.0732182008425565	0.528408760323877	0.17922588039818937	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
SCP_k10_b0	0.8845671267098746	0.6403428931576546	0.13245615088182047	0.8371144343297475	0.9514580942613957	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
kNN_k10	0.8936746101794646	0.7122444345984027	0.36363636363636365	0.822804314329738	0.9502926258291066	hoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall	mds
DR	2.1700360173759266	2.775401939517354	1.720420318187407	5.160080676005686	1.4457048243589699	hoop.LEMMAPATHweight.PPMIselection.LENGTH5000.SOCPOSnav	mds
