cw	pmi_4	raw_4	pmi_10	raw_10	freq
!/name			-1.050369	1	19257
!/punct	-0.7541431	4.0	-0.834811	9	142029
"""/punct"	-0.550151	169.0	-0.47689995	446	4844510
&Cooking/name			5.4016027	1	30
&Maxi/name	6.169393	1.0	5.270811	1	34
&O/name			5.6681848	1	23
'/punct	-0.4442711	106.0	-0.36878085	280	2720890
'20/num			3.1910002	1	274
'68/noun			2.4453607	1	574
'74/noun	4.4842205	1.0	3.5884686	1	184
'77/num			5.2977586	1	33
'79/noun			3.7260494	1	160
'79/num			4.7237234	1	59
'99/num	3.099461	1.0	2.2049246	1	757
's/adv	-0.24198824	3.0	-0.29271367	7	62265
's/det	1.7680124	4.0	1.1010566	5	11206
't/name			-0.98410803	1	17963
(/punct	-0.25921148	129.0	-0.034344744	390	2759129
)/punct	-0.16314536	139.0	-0.10786946	359	2758869
***/num			1.2200155	1	2003
*/tag	0.8866891	17.0	0.73331153	34	117193
*De/noun	3.4904387	1.0	2.592038	1	497
*Woensdag/noun	7.2978587	1.0	6.3948545	1	11
+45j/noun			8.099603	1	2
,/name	-0.42703995	1.0	0.62560475	7	24958
,/punct	-0.43591034	719.0	-0.31049594	1999	18092245
--/punct	0.075649224	5.0	-0.20162241	9	75440
--Op/name			7.6941376	1	3
-/name			-0.9914331	2	36107
-/punct	0.8619829	153.0	0.6573787	304	1059446
-23-jarigen/adj			5.327014	1	32
-60/num			3.6045265	1	181
-Houthulst/name			8.79275	1	1
-Jimmy/name	9.002606	1.0	8.322746	1	2
-Leontien/name			8.955269	1	1
-arrangeur/noun	8.30946	1.0	7.4064555	1	4
-burgemeesteres/name	9.695754	1.0	8.79275	1	1
-clubs/noun	7.1308045	1.0	6.227801	1	13
-jarig/noun	8.30946	1.0	7.4064555	1	4
-omloop/noun			8.79275	1	1
-parlementsleden/noun	8.086316	1.0	7.2035146	1	5
-raad/noun			6.320422	1	12
-vedetten/noun			8.099603	1	2
.../punct	-1.8364779	1.0	-0.6493765	8	103573
./name			1.5056511	2	3011
./punct	0.10895728	1901.0	-0.018515136	4109	28225482
//name	0.2545795	1.0	0.49873367	3	13088
//punct	-1.010685	1.0	-0.78781855	3	45910
02.00/noun			4.3384027	1	89
02/num			1.8945401	1	1028
03-776.17.21/num	7.1308045	1.0	6.227801	1	13
03/772.44.67/name			8.79275	1	1
0474.46.90.26/num	9.695754	1.0	8.79275	1	1
0478-51.18.79/num			9.390587	1	1
0497/40.28.56/num			8.79275	1	1
051-40.72.28/num			7.3111453	1	5
055-21.41.66/num	9.002606	1.0	8.099603	1	2
07.45/num			6.216328	1	14
075-69.41.15/num			8.79275	1	1
08.30/noun	5.388316	1.0	4.501606	1	75
09-253.11.12/num			6.745057	1	11
09.15/num			5.403288	1	32
09/267.28.28/num			3.3048458	1	249
1-1/num	0.33876222	1.0	-0.55726534	1	11643
1-EISDEN/name			7.0009904	1	6
1./num			-1.9525106	1	46650
1.116/num			5.614696	1	24
1.500/num			1.0662138	3	6921
1/name			-1.0158205	3	56531
1/noun	0.1674307	5.0	0.06901798	11	69141
1/num	-1.2840579	2.0	-1.2577773	5	118827
10.000/num			-0.010189657	2	13558
10.000ste/num	6.326305	2.0	6.1590643	4	62
10.30/noun			1.9319291	3	2910
10/noun	0.4243536	2.0	0.45174998	5	21393
10/num	-1.7192652	1.0	-1.2253813	4	91258
100-/adj	9.136138	1.0	9.015894	2	2
100-jarig/adj	4.267505	1.0	3.3882725	1	230
100-jarige/adj			4.015519	2	252
100.000/num			-0.48323765	1	10904
100/num	-0.9759507	1.0	0.21198475	8	43355
100ste/num	3.3774617	1.0	3.19368	2	561
101/num			0.82857686	1	2941
101ste/num			3.6569517	1	175
102/name			3.0103104	1	330
102/num			1.0786082	1	2290
103-jarige/adj			4.943667	1	51
104/num	2.686119	2.0	1.7942175	2	2228
105de/num	5.6055846	1.0	4.719459	1	60
109/num	2.1682289	1.0	1.2740613	1	1869
10december/noun			7.6941376	1	3
11-jarige/adj	3.0823696	1.0	2.191452	1	754
11-juliviering/noun			4.1445203	1	108
11.11.11-nationaal/noun			8.099603	1	2
11.11.11/num			2.1644442	1	795
11/noun	1.267402	8.0	0.937089	14	36830
11/num	-0.9107168	1.0	-0.7049112	3	40771
110/num	0.98317885	1.0	0.09083811	1	6110
115/num			1.4644276	2	3091
117/num			1.3171273	1	1783
11_winnaar/noun	8.086316	1.0	7.2137713	1	5
12-2/num			4.729724	1	61
12-jarige/adj			1.7489352	1	1183
12.000/num	1.5821774	1.0	1.3827357	2	3362
12.15/noun	3.816269	1.0	2.9269905	1	359
12/noun	-0.1314465	1.0	0.77210975	6	18653
12/num	-1.2561092	1.0	-1.0510495	3	57411
120.000/num			1.2205043	1	1980
120/num	0.24410583	1.0	0.45010465	3	12795
121/num			1.458029	1	1551
122/num			1.4729513	1	1530
125_cc/noun			2.4608035	1	571
1263/noun			8.79275	1	1
128/num	2.1074934	1.0	1.9137801	2	1984
12de/num			1.441656	1	1595
13-jarige/adj			1.6364564	1	1328
13.138/num			7.6941376	1	3
13.30/noun	1.2843934	1.0	1.0855075	2	4509
13/noun	-0.23831753	1.0	0.48200548	5	20739
13/num			-1.7886201	1	40176
131/num			1.6287259	1	1304
135/num			0.9286759	1	2636
13de/num	2.2158191	1.0	2.019212	2	1791
14-jarige/adj	2.299572	1.0	2.1033683	2	1660
14.00/noun	2.339873	1.0	1.446127	1	1574
14.15/noun	1.9213183	1.0	1.0215775	1	2382
14.25/noun			4.803766	1	56
14.30/noun			0.0021688975	1	6653
14.40/noun			4.1776295	1	102
14/noun	1.1891515	5.0	0.9924661	10	24865
14/num	-1.0795919	1.0	-1.9723017	1	48120
140/num			0.7366245	2	6410
15-jarige/adj	2.8010204	2.0	1.9131885	2	2009
15.000/num	0.98920137	1.0	0.09860798	1	6093
15.30/noun			1.0404148	1	2359
15/noun	0.06852216	2.0	0.5676737	8	30549
15/num	-0.7146831	2.0	-0.50904846	6	66844
150.000/num			0.4784689	1	4163
1500/num			0.076058604	1	6208
15de/num	2.051313	1.0	1.1617548	1	2109
16-jarige/adj			0.851241	1	2896
16.15/noun			2.694788	1	453
16.30/noun			1.603337	2	2691
16/noun	1.1805062	4.0	1.3030406	11	20089
16/num	-0.90105593	1.0	-0.40779382	4	40303
160/num			0.13672572	1	5839
160ste/num	5.7278233	1.0	4.8609242	1	54
16de/num			1.0042483	1	2459
17-jarige/adj			0.57775706	1	3798
17.29/num			2.3590064	1	641
17.45/noun			2.6404428	1	474
17/noun	1.0080006	4.0	1.0361139	10	23878
17/num	-0.8451139	1.0	0.2081198	7	38139
178/num	3.02832	1.0	2.8254502	2	790
18-jarige/adj			1.5821038	3	4170
18.00/noun	2.520551	1.0	1.63043	1	1313
18.30/noun	2.2497888	2.0	1.7661456	3	3452
