size	max_diss	av_diss	diameter	separation	medoid	avg.width
36	3.7903274194545338	2.5296959223273685	3.9789075558227984	2.220178739656776	spoor.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.1286794455929852
18	3.9515816959690486	2.550578351055252	4.145753595951893	2.5793622784133334	spoor.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	0.13932874631374545
22	3.3470327933798973	2.25909599695857	3.727559845742151	1.6304500569476916	spoor.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	0.2118330682116511
32	4.37945927782525	2.8070716481177476	4.467747942090007	2.376933314243958	spoor.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	0.08837129715032563
18	2.6723791850362932	1.787380688772338	3.087990595886053	2.220178739656776	spoor.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.3567465894735748
24	3.2807240775440003	2.1828416394299395	3.781182042833437	2.327582884297993	spoor.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.2008994415789086
38	3.1290398497910097	2.2665564773347797	3.6545201274247185	1.5457598964874553	spoor.LEMMAREL2.PPMIselection.LENGTH5000.SOCPOSnav	0.13246363244066248
24	3.1151700665786857	2.0842333971725573	3.719231248524898	1.5457598964874553	spoor.LEMMAPATHweight.PPMIno.LENGTHFOC.SOCPOSall	0.17599473901832885
