_model	model.x	model.y	LEMMAPATH	LEMMAREL	base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type
geestig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.6318121831821474	-0.48279026065556513	NA	NA	BOW	bound	562	lex	10_10	1	weight	5000	5000	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	0.4912559240350332	-1.0348473038629493	NA	NA	BOW	bound	562	lex	10_10	1	weight	5000	5000	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.7120794638238389	-0.3176537546328799	NA	NA	BOW	bound	562	lex	10_10	1	weight	FOC	404	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.6886860234840065	-0.2996130171242721	NA	NA	BOW	bound	562	lex	10_10	1	weight	FOC	562	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.9104701936122446	-0.2020093368249234	NA	NA	BOW	bound	562	lex	10_10	1	selection	5000	5000	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	0.37589209201906587	-1.1632259801878648	NA	NA	BOW	bound	562	lex	10_10	1	selection	5000	5000	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.8476278280382118	-0.09947078322910635	NA	NA	BOW	bound	562	lex	10_10	1	selection	FOC	404	nav	4_4	272	geestig
geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.8098394419016713	-0.08349533881851756	NA	NA	BOW	bound	562	lex	10_10	1	selection	FOC	562	all	4_4	272	geestig
geestig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-1.2174417726607594	-0.05838750083220555	NA	NA	BOW	bound	960	lex	10_10	1	no	5000	5000	nav	4_4	274	geestig
geestig.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	0.35331343287398065	-1.7061574673067506	NA	NA	BOW	bound	960	lex	10_10	1	no	5000	5000	all	4_4	274	geestig
