_id	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.x	goedkoop.LEMMAREL1.PPMIselection.LENGTHFOC.SOCPOSall.y	goedkoop.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	goedkoop.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	goedkoop.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	goedkoop.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.x	goedkoop.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSall.y	goedkoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav.x	goedkoop.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav.y	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	goedkoop.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	goedkoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall.x	goedkoop.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall.y	goedkoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav.x	goedkoop.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav.y
bewering/noun	3.1449142233632386	5.462888827288257	1.7997750315467427	-12.693536414415696	-17.844482863808125	10.175683995268717	-0.8638803916954433	-7.206237793692463	-57.958995905106086	16.544060954573087	3.5540501420758366	19.862292663536152	-1.2248544657810994	-15.428951260388715	27.405307119156824	24.398165361616993
bier/noun	7.179373566498674	2.4512640876884944	3.1972416640479793	13.907516806714847	-13.129118087184825	-16.260164418251435	2.792986583974965	-0.8000008700921292	40.245633632169586	11.985705422472375	30.971584477885703	-5.4171093018754934	6.871783092043871	13.961897808882297	-8.102759276257437	-25.610970511943055
boek/verb	-9.84897930741258	-1.3975890046883161	18.614752327274125	-1.768884563554728	17.396399491684445	-24.8885457012143	1.2909162750197565	0.21123203250457948	10.05689441491777	44.25326760469136	-7.414263968111404	-18.104354290379568	-0.631359540649861	11.454271321821688	-26.092296788468257	-6.336191275122214
bus/noun	-9.572516492015621	-3.4474095152004294	2.4046128481227687	25.340400515828044	23.2257544243956	-6.4751614803494055	5.220017111246803	2.602881732646357	7.1868783620481835	33.6596586402072	-23.97473325007686	-18.821895606053204	5.7739321639508345	-1.6733391091807943	7.145025970256507	-24.18047592132524
charme/noun	-3.9891898640473515	-9.88380581823643	12.732891147889196	19.06828161596306	12.665610856891991	17.239977100252354	-2.335378222595571	-3.206537387478281	31.66000304289914	-18.33463001439832	-0.36268855983592757	25.307202184771956	13.988415813195079	-11.175358113571948	7.4215116466605995	11.841444558936873
coke/noun	7.647297682574651	5.335293686411232	5.554762862418952	15.088822500602056	-12.617979872717138	-18.01175031479309	1.625492052869508	6.115590291942064	36.53011271543626	12.03019608074701	33.66224541154613	-3.0285128453351007	3.1877326851351886	15.55130230365011	-5.693958745906187	-24.17683520442808
consument/noun	1.3358028793478707	-4.075155875059522	6.602306872838069	2.086714182844874	-5.621708393735205	-5.420038270543381	3.8429054641749496	-0.06717098739717633	-6.1014287412500465	-6.383740198719506	15.278382275291102	5.519016816005	2.209005529395639	12.44360343596003	-11.296604795696254	-3.9674166877550174
dat/det	3.186178475708751	9.10597495322483	0	0	0.29658196766321726	26.25868387746268	-6.464640558787587	-5.1004622371180695	-16.295748223525152	21.06373599547964	-21.615219886396954	23.459074114023604	0	0	0	0
devaluatie/noun	-6.304126922266113	2.052914803739831	16.682258730357972	-12.137915781822896	-10.08382114796578	-27.70960871913784	-0.8612864045394222	8.455001906101815	-34.64743623321482	-11.750932175747534	14.778391071810935	-20.909723565964743	-12.680119994794183	20.042442905353496	-30.52285719467375	5.0355262268935865
die/det	2.428800900858167	6.090005219570399	0	0	6.382743505624029	26.241338145133287	-5.000053729868473	-6.329503899546414	1.7553760258024427	-7.972434066541394	-1.0121659032036034	22.222658419031365	0	0	0	0
diesel/noun	-2.7861077863876136	2.4167309277251685	11.165004334724333	-5.659084518414217	11.858305427882827	-14.2449543994517	2.6476590484038973	0.45617292630659123	18.279966936907147	15.00080053780498	10.11953480691155	-15.88194378302099	4.199832103805286	13.469363714712072	2.2750202887368487	-21.462265799379807
ding/noun	1.9110890989766667	9.988744035287867	-4.9358104557706755	-18.904386164523583	-3.2751928013679517	25.33007211190449	-6.226141951158297	-3.810369292410693	-18.449817865398618	26.209904534517143	-20.251717049030102	20.81753570923556	4.206406996775586	-19.60739685149671	27.345856709873942	16.67330031355356
dollar/noun	-6.917944739969962	1.1115308021774197	17.17957508487172	-4.346073249470183	17.87543300920199	-20.69623809801551	2.472649851462854	1.355030728246765	-42.44733092008916	-1.0137811040658826	8.449130380197625	-23.804087991348986	3.427027552514897	9.493019482438113	-17.505335256771126	14.305040759212957
echt/adj	3.3652133564743267	10.269712750852667	-8.027670397906707	-22.479555178185315	1.802572563760391	27.777653976674394	-4.897533422586795	-4.816235325021485	-17.01115703206652	24.20546106206897	-26.03222737601942	24.69277166446822	5.941190476433248	-15.803959380145711	29.52136172292739	14.918027725475573
effectbejag/noun	7.827375150359893	-7.580294255225172	2.5461462804993653	-15.532994084449944	8.068555982669565	23.78933307734948	-6.760988693026257	-0.8101930736510182	-26.85157078256859	25.996804452985305	-30.075365729857126	20.389621215210877	5.62219778147672	-5.38631006768311	27.61511735201361	22.867077851098035
elektriciteit/noun	-0.4904711200657755	-2.0806743284081315	-1.1267266363006874	0.901152216564824	10.240873502326348	-12.05730250793401	1.8884459680845074	3.0986986861087527	23.06840567312401	-7.321466787087945	16.46779154260143	-10.079449054524407	8.436471068224627	8.13524084770741	4.262531910483978	-18.642844358604382
en/vg	-0.062073768159974195	-0.4125401458829961	0	0	-7.587208820577831	-0.43605620479695206	-3.283146143392209	-2.4865022122469735	8.680227460276146	1.1749814650027566	9.10508092451126	-2.6661500849993165	0	0	0	0
erg/adj	2.386089154585375	9.78083191456803	-6.480213563858763	-19.16242850843378	1.4695459652392318	22.820319937317624	-4.647831067528737	-4.614116508752812	-24.15095607251551	17.408416714494777	-23.09953140419745	18.55193447872835	5.32591398422482	-15.849021290017811	25.658026943280476	10.426908720424628
eten/noun	8.45454310840609	2.8525823444002096	0	0	0	0	7.452111944503446	2.76407361576768	44.43597098878141	7.411891848048755	30.802938302039728	-9.831165043366124	-9.528173639986413	4.366755683386933	-12.887499835513612	-25.87708269731417
euro/noun	-7.539314321154716	0.09048193013176785	15.96065813916974	-3.777447403806157	17.84035307229963	-19.534907605797773	2.5109300131819743	1.5317182926663853	-41.50197045897078	-0.04519496432286403	6.040683481389636	-21.640382540819832	3.7494053803874348	9.069523371073894	-17.22701689407605	12.865795629975093
extreem/adj	-2.740431538380443	10.0715621711875	-2.951116843339179	-12.10380778767782	-13.150123497817615	21.08999664254792	-6.203128059432114	-1.278069431049175	-26.398733467746595	13.879206411267736	-15.645914086458514	9.13126042651839	-3.48979089782798	-12.883145706469932	18.236817854958066	9.435141065607091
fabrikant/noun	2.636874171918855	-4.1221413491262755	-1.5559010995502867	5.674919865183579	-11.938734791037195	-0.8690642599846478	1.0244253999410902	-3.1361348099191675	18.290279768923515	-0.6870054259812487	16.43808898342631	7.088030954504852	-2.924285475483314	4.159199963279301	-6.316057648112036	-8.27025776956554
factuur/noun	-6.697348766995434	-2.7436377460538335	-18.50064847943606	-13.638356234280929	17.531578749042588	-13.814825693541176	1.897259117810765	3.7269661847372997	-23.97833716805148	-3.4484955014878333	-3.518968043975274	-31.95535246591969	7.879597104604951	9.324592306546046	-15.028344594203169	6.497057323583203
flink/adj	-4.69765431252531	0.38819045905500826	14.936302483074911	-7.060699588569693	2.1783043286888053	5.075590904475797	-0.06713968037007441	-1.1808982636914425	-30.05369514384767	-1.3618211530693543	-13.341038975891047	1.0743289419957245	-2.029121352663433	11.68635849728105	-13.092047270335387	13.116169320243689
formule/noun	4.251850058381103	-8.129422838199664	6.130409460201911	-0.7405208224467142	5.727994485224568	8.176620400072236	-6.349594881756742	-0.05611111037450682	8.770730905695627	-24.68143432052209	23.12600032106278	11.994743914970584	6.1799580748421725	-3.622281151249718	11.274656161335098	3.5672630474122182
genees_middel/noun	3.121038000683769	-1.0130381654868428	-11.630216567057456	5.274225369673731	-13.156635648139689	1.1304047380576352	3.820783007587589	-5.965531968568911	32.70789097028818	-28.85578282497356	10.542357364904671	13.776729536303845	-7.070611988342128	21.588197326230937	1.9785304391409193	-1.3079192491152256
gerecht/noun	8.472338646037942	2.169819857897142	2.734059563531473	18.252799784864898	7.9181125416318086	-4.963755713375723	-2.5506485092782056	4.160412468281214	46.52374886376698	7.577520506650072	28.960027782954995	-10.614094425450064	2.99312733923285	-2.6167855429793083	-14.702400599376476	-26.210842228509165
goud/noun	6.44632726685093	-0.6619917633482846	14.726681549271326	-13.880070524739354	-11.686970456076514	-25.395311439838004	4.498515977337783	-3.292697055005774	-7.808626583516882	-41.69164878676119	17.452271196846283	-17.047430936319884	14.843090348849888	-5.0933592089609325	1.3615655978702357	-13.92717055487674
grafiek/noun	6.2719188200464755	-7.300512533365884	-13.800714131783979	-0.7219650335313518	-17.71461503294856	5.9697611563676505	-0.7937719085811524	5.665009781475975	7.853722092532898	-15.601694367091858	6.472821165786985	15.790639011696948	-5.904615547036915	14.51134064306359	19.37706613941159	25.867206027740743
grond/noun	-4.794632257926106	-5.956821564542947	12.680209823938714	9.44097906081006	-3.8442735559791594	-21.903187490855185	-0.07679861377799024	2.5591774629538167	22.215925408663036	28.520564175513485	23.052344853808062	-19.346635451916047	8.229660941412778	6.566013647435203	-0.6474030984695901	5.618126307759819
grondstof/noun	1.5251440752906593	-1.2521320081860305	-5.25452988567164	6.457432264126133	-14.592261255285242	-4.341689470341227	1.2097845822011326	-1.727873909886504	27.674835521244038	-0.9576729289475712	18.643687454531577	-0.8667684698604564	-0.6073454857664679	4.366928742116101	-0.5860291375685781	-15.08130897273828
ham/noun	8.245093856077316	1.049286496545269	0.08298607582735988	15.954418079170853	-16.823661997276055	-14.996739033743449	7.006228100192506	0.9901963197329399	42.61807693462948	5.67746770868122	27.338445912919937	-8.924199199198364	6.719287853914008	11.456758749442107	-12.000083538818135	-24.43946821187233
heel/adv	1.2989426816700416	9.439319318391101	-5.769877354258372	-18.290686402424466	1.5737927476775027	21.757379026786353	-3.6448128383476495	-4.543134648800818	-23.79678096325242	18.751513577308177	-21.975314619774867	17.573149827083245	5.274780345914354	-13.859875581018754	24.845936541654375	9.829159061104942
heruitgave/noun	-3.3297514723858295	-10.433433558805165	-18.313036651016947	7.206630549947686	-24.331694870639822	-2.2974673492848816	5.538189735926775	-3.0499456463121986	47.75541705979846	-13.241314943764941	29.07626176470259	12.079900009540555	-4.235596030583569	-2.380945195678041	4.458113695869237	7.868958525811409
het/noun	3.3301470601473695	8.91705411903195	-6.234740128729411	-20.13029713708198	1.4616840418664152	25.6995222962172	-6.2411653843294586	-6.12026000862234	-17.914185128602146	18.89722060211496	-24.636377574997866	19.57892473147592	1.996033688416706	-18.223457156099265	27.39262494884887	10.713058365581555
hoe/adj	0.8143189638848031	11.015821494626746	-6.663600820906627	-16.453773046973243	-3.7814676063362507	22.22513493478196	-6.214416236114902	-4.509564284055366	-25.257261841525995	19.991084407901624	-19.41908481795263	18.57895939019188	5.030740665316302	-19.814963520842376	27.135797240860832	8.790646622002836
hoofdzakelijk/adj	4.340160507203044	-3.0659861520375467	-2.4458858224254034	-4.834526367393019	-5.6529067421016626	2.02620405494999	3.9395947784471725	-1.7593589045525826	0.764879859459586	-4.926472805017748	5.297291727077325	0.6065818944325494	3.2910266725304003	2.976062079015404	10.53091001078492	8.600387516940296
hotel/noun	-7.777330980277266	-7.365941176335127	10.326495729295049	13.127844998750202	-6.143297804983778	-18.08563276605585	5.247186197868136	1.5894874998150599	12.490574901533186	42.09313499011221	28.96244325847293	-18.216671739765253	-11.009217629415875	3.290331945073685	-23.32945214810939	-5.344557855114515
hout_soort/noun	6.443587613520957	-2.3418441480818486	-7.960744327494752	5.49725027258333	-20.0851184222917	-3.458029098410157	4.500314641420153	-6.256879816645385	33.20227217137633	-8.93455835799764	21.318875042523853	-1.6149362906939664	-15.178893033126093	15.20089544428611	3.73572687935263	-11.901873951472748
huisvuil_zak/noun	-3.4544044389576056	5.118393852127576	9.461601862753191	3.6174193787394686	20.540900413057017	-12.631788477951552	0.7197835743211278	4.399532783842265	18.715617639194374	35.867772951023085	-2.15572423348069	-20.20919780821859	6.8368630144076326	18.443516389646163	-28.537889765308076	-10.403414948311447
huur_woning/noun	-5.638630764874445	-8.624973124314684	15.789358844719406	11.704927117797777	-0.057611200064865496	-17.576585762079	3.8295827534954063	3.500155373651451	23.10427835641796	31.047108652110328	25.000177933716504	-23.798139135269103	6.37292618466168	6.609485980012346	-1.2820074268662769	16.253021429100507
iets/noun	3.139050899964691	11.63565131168956	-3.386136215174241	-22.70507617413836	-4.251562096600355	26.467656260746764	-5.230218764163467	-3.870929402610189	-19.042041897736702	27.667677485572767	-19.899204428656734	24.724824344671234	5.206457829050854	-20.84237317794031	28.021322172424117	17.681558342698104
inkoop/noun	1.0547529344388524	-2.929381475363502	0	0	0	0	-0.1211177607265941	1.5846236538497405	21.831159743248897	1.4622042043803485	17.509116132173432	2.5641030986704214	-1.606570738525509	9.373458817505956	-6.089815404233745	-14.499238166210624
inseminatie/noun	2.383486060449276	-10.398356582219016	-7.3982384324064965	12.033928688130885	-21.783737431556045	-7.441020024444643	1.9679040004784758	7.792098155649336	-0.6656128261469209	-18.457886040742952	23.16757683156886	25.082322566030424	22.922225208989996	-1.1014375615079974	0.284654100140905	-30.490069790283815
internet/noun	0.16713440308378233	-5.571094399636133	-19.949895097493986	-2.1084818675630514	12.739393966767512	-0.7437054845778417	7.237315304128184	4.343244228515117	16.91305275571266	-32.921846821435345	9.844969596613783	23.052566143988383	0.43471940498054756	1.796617353912523	-21.987002081130193	-13.985341674381134
juist/adv	-0.3613441176966407	8.137224720747085	0.3974017521602305	-7.2307859222180095	3.6348964563974198	12.8505445345605	-2.5711857721357596	-1.9510716237589316	-16.56902262947305	5.183631588588884	-14.405301097573929	5.74225618235021	9.4023169015094	-16.97828530605617	11.374872279306857	11.838788317572906
kamer/noun	-7.253045263308573	-7.59251754476181	12.414918156049513	12.868376978424196	-3.7271892445088857	-18.240114238465313	4.482924998925282	1.5158106834478469	25.75393756914288	28.965112977008587	27.165977717611412	-20.62537677516645	2.4274383605196816	6.27522893511218	-1.4247948407313897	13.215085627367518
kantoor_ruimte/noun	-6.826048816025711	-8.791441231771431	14.959591614878363	12.828909143381624	-1.4261419597722338	-16.954286442589666	2.616181126985251	4.460894835723742	24.751223480339927	31.498325641725085	26.57913199596486	-23.86134241950194	10.874781439881456	8.52945979615965	-2.4215995835985287	14.904172847195927
kleding/noun	4.668170047061734	-5.149661652805781	2.892140717812949	6.917405088218752	-11.666052338696327	-9.60200636604697	-1.0840305303437594	-1.9969584639075915	22.205251095031834	6.898135106103808	21.825478398817832	6.0503592788065435	11.800266407423019	13.110085280799682	-12.175046147576651	-12.859798334703363
kool/noun	0.27985040113352205	-1.7541257034697646	-3.8996342374297055	11.350610199649148	-18.915019773635283	-9.5231954466116	5.019146217835766	-1.1511072535494937	28.51837051550011	-2.9613018350358074	20.067468154309445	-6.4605739939978495	7.431107190823437	15.9374402941767	-1.1158001208872204	-19.0075923233997
kop_DIM/noun	8.868530174361638	0.5202919054915814	2.0273114210882253	15.73591491615183	-15.19703496235145	-16.526251725229667	-0.6195585892971752	3.4708629749787248	40.81291582678311	9.765220455091132	29.633862923451698	-7.2077611928218985	1.1129255850144757	23.54802621838927	-10.290202139971683	-26.89964318336154
krediet/noun	-8.102573137265601	1.1777298044939637	22.071296713885655	-3.9256827243096946	11.127703474048152	-22.473848062952065	1.4538665235826747	1.7674618577622967	-32.37300965495066	-22.66521265651858	5.001370041330964	-32.64862626218991	3.538659390098671	11.971662320615152	-11.815256757519332	21.395781325526713
kwaliteit/noun	0.7322475839827634	-0.4906125581636634	-7.521936862213203	9.479155019191028	-11.201182146765712	-4.978142472223062	-3.6370754774406286	-6.189143221997437	10.467985208478268	-0.8176364123782052	12.76362411702682	-0.7857783011105242	1.0630534592853773	-17.212077441967775	-8.161242078029657	-5.13884077157216
lekker/adj	7.395673564984422	3.467131915098498	1.5347138696662668	-21.974108097736572	-5.3346425717715915	30.181356150648085	-6.12921264398653	-3.113632291873234	45.16208107575196	5.800102718117192	-15.877065329849033	27.188407181078873	8.340000876148357	-14.221509340648156	11.277792118410959	16.62990541723056
lening/noun	-7.911565224899698	1.235203992834919	21.8968290324169	-3.7044340643278724	11.18023083493194	-22.23816525552936	1.6558775085588313	1.4787077523380723	-32.50030285271547	-22.793563039860626	4.621850693593336	-32.626618357981606	3.2045418321194554	11.152072094345149	-11.98441532281722	21.15396287816483
leven_middel/noun	2.4040201468391453	-2.9582893969214576	-0.5946204681688535	7.941191412570352	-11.876029301011258	-7.662116872296055	4.855530297733914	6.305393317629873	23.95639565132564	2.449835705259422	18.071672088035065	3.8229508234393235	2.33698091281295	17.809446185616874	-6.119907842301471	-16.21304868911185
lijn_dienst/noun	-11.750300159265205	-1.860701398196072	6.1232799192874365	27.557534619549855	26.146330872088733	-1.9910671923674075	-2.312335611109021	2.5203465016802387	4.664270545504017	45.005812266327524	-12.993788531227118	-19.38988724720121	-13.253757752853472	7.749738158196601	-27.88776241003218	-2.838232103064133
luchtvaart_maatschappij/noun	-10.890185045635667	-1.329723339261329	5.678345952574909	26.59053419213748	26.080065470474533	-4.024730270013021	-2.027836432146633	1.554716635746908	5.424753297770562	43.01172520743613	-11.265088157185541	-18.52989196479513	-15.335663518864866	8.387922818607695	-26.85848676667766	-3.6777583363282806
maaltijd/noun	8.90651032688361	2.5961580000560063	3.4486272500964916	17.26903960418284	-8.869005709254049	-14.877223779045542	3.8042729913756785	4.359849691250186	44.157785868535015	8.423665030810364	31.3138646227526	-10.04920110141815	-10.347593857180847	14.688398530960992	-12.701914348375334	-26.634494013012578
maatschappij/noun	-11.073140053803888	-1.1273516168033684	5.87646636062894	26.353907672778295	25.516228534240685	-3.559457905410003	-2.0421161743550926	1.3496483719371917	4.508722142901469	43.16440890866493	-10.98885005323567	-17.61432405465988	-15.53210356857845	8.422762842213592	-26.560792032267823	-3.2310632486433133
makelaar/noun	-7.288357472032632	-4.767738473148514	15.572430465730731	9.878096881389155	0.9356881883753131	-19.088859975813467	6.157666151736097	-0.30272427636235355	-28.0939132714359	-28.260694527872968	28.503024004836043	-25.70971042985932	6.589838194010249	3.2467736019850952	-15.144011609633969	1.5712106516198816
medicijn/noun	3.1397770815211867	-1.339616673972915	-11.1468765159574	4.960016483788687	-12.682803294762596	0.9898584894030152	3.915683076718153	-5.995264492773265	33.18939239026657	-28.868113332200277	10.47610270043174	13.245119722374142	-7.101430934256524	21.59637594138824	2.32461939731387	-1.531457049048208
meestal/adv	1.0585008268773848	6.925134871376797	-2.6577419207016413	-7.322202967963013	0.5541159112890285	11.64989912688883	-4.496637981211825	-3.15788647654036	-7.2200641223227295	14.452075996811097	-7.91847830354977	24.71360426392623	2.391958830949655	-15.577770375880375	13.307597440026614	8.574084680357474
merk/noun	2.68682714439754	-5.60009799223281	-0.48883536802240546	5.339686807536818	-20.505851987771614	2.1890336436401387	1.4048879805805434	-2.835014935722224	28.224007575295772	8.988587665528948	17.51605405047825	8.361320179395767	-3.9782097294984493	4.365008127665919	-7.504956021363018	-8.501633205964595
merkelijk/adj	-3.7995461009889806	2.6098089490342264	7.463103621232336	-8.186350943941328	16.99247017422545	12.192074838088004	-2.7133429934426667	-5.155638059399013	-30.157940759389437	7.977640186482472	-20.608128065582832	2.0509110459010707	13.74127933916045	-14.64845227012438	-10.323699493774184	13.149352485520264
mest/noun	4.001044298033274	0.8849825414288991	-5.289779649718134	10.876861043477401	-20.060726538483525	-8.360262227330205	2.9148861570194526	5.167008417264436	30.374325000936484	-4.139032647757654	19.355674685430074	-4.792981601958224	10.984872729870867	10.494941919062056	-1.9611455634026873	-17.86166773420803
middel/noun	2.198058108002311	0.9289790747639701	-11.702427952955587	4.106083379353404	-12.128251458681795	2.072125793945878	2.357455221549347	-5.25264475304662	32.93228822609229	-27.7465188083113	9.262043139029199	14.433440537508513	-4.148068428674	6.415812785719461	3.7345120885298217	-1.2386067978643966
mode/noun	6.193896120766923	-6.2225006264584	-14.73100312707577	-0.49407511914610214	-22.333936175055136	5.791906824120643	-1.9087643850511802	5.070124383131958	23.077854407590333	-18.788720830489535	19.012975953758833	14.54159845043603	-5.267845360304409	-0.7330677057210686	-9.948680850061976	-13.08008669201533
model/noun	2.0033061394105403	-7.198700910707367	-2.9837849963070133	3.938564628835084	-20.068336783800568	1.3332180333910348	2.617964293235085	-3.2375013483309907	19.391571327236676	-20.56638566214899	25.568358004144688	12.347857078669245	-2.638028709443397	-2.9859332658102407	0.7966970813811586	-7.4393556631768805
