_model	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	model.x	model.y	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
schaal.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	557	lex	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	557	lex	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	557	lex	10_10	1	weight	NA	NA	FOC	447	nav	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	557	lex	10_10	1	weight	NA	NA	FOC	557	all	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	557	lex	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	557	lex	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	557	lex	10_10	1	selection	NA	NA	FOC	447	nav	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	557	lex	10_10	1	selection	NA	NA	FOC	557	all	4_4	NA	311	schaal
schaal.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	1117	lex	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	318	schaal
schaal.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	1117	lex	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	318	schaal
schaal.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	1117	lex	10_10	1	no	NA	NA	FOC	880	nav	4_4	NA	318	schaal
schaal.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	1117	lex	10_10	1	no	NA	NA	FOC	1117	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	708	all	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	708	all	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	708	all	10_10	1	weight	NA	NA	FOC	447	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	708	all	10_10	1	weight	NA	NA	FOC	708	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	708	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	708	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	708	all	10_10	1	selection	NA	NA	FOC	447	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	708	all	10_10	1	selection	NA	NA	FOC	708	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	1485	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	1485	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	1485	all	10_10	1	no	NA	NA	FOC	880	nav	4_4	NA	318	schaal
schaal.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	1485	all	10_10	1	no	NA	NA	FOC	1485	all	4_4	NA	318	schaal
schaal.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	412	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	301	schaal
