_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base	base
heffen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	0.5061527059284101	-0.12455082464330121	NA	NA	nobound	220	lex	3_3	1	weight	5000	5000	nav	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	0.8651973749168179	-0.40830409113222244	NA	NA	nobound	220	lex	3_3	1	weight	5000	5000	all	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.43713657205744483	-0.07649124860064596	NA	NA	nobound	220	lex	3_3	1	weight	FOC	151	nav	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	0.4380500545913031	-0.09795833678286558	NA	NA	nobound	220	lex	3_3	1	weight	FOC	220	all	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	0.5743582616986472	-0.19787244188096048	NA	NA	nobound	220	lex	3_3	1	selection	5000	5000	nav	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	0.8939212742590104	-0.4619174332708643	NA	NA	nobound	220	lex	3_3	1	selection	5000	5000	all	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.4293348195067237	-0.09994148317165961	NA	NA	nobound	220	lex	3_3	1	selection	FOC	151	nav	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	0.4273096744427719	-0.10950037015066912	NA	NA	nobound	220	lex	3_3	1	selection	FOC	220	all	4_4	207	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	0.81046640963808525	-0.24700209159013548	NA	NA	nobound	312	lex	3_3	1	no	5000	5000	nav	4_4	214	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	1.1654281683501637	-0.5634644827159765	NA	NA	nobound	312	lex	3_3	1	no	5000	5000	all	4_4	214	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSnav	0.630203326501703	-0.14926184051126606	NA	NA	nobound	312	lex	3_3	1	no	FOC	222	nav	4_4	214	heffen	NA	NA	BOW
heffen.BOWnobound3lex.PPMIno.LENGTHFOC.SOCPOSall	0.6165780192553273	-0.1581259204005167	NA	NA	nobound	312	lex	3_3	1	no	FOC	312	all	4_4	214	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSnav	0.6561218091427415	0.032143454374718536	NA	NA	nobound	290	all	3_3	1	weight	5000	5000	nav	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIweight.LENGTH5000.SOCPOSall	1.0740740945785987	-0.20841249548990395	NA	NA	nobound	290	all	3_3	1	weight	5000	5000	all	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSnav	0.5538380886095857	0.01823461681672147	NA	NA	nobound	290	all	3_3	1	weight	FOC	151	nav	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIweight.LENGTHFOC.SOCPOSall	0.5263467840026476	-0.0012666865815462408	NA	NA	nobound	290	all	3_3	1	weight	FOC	290	all	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSnav	0.7792385682914504	0.41570432113008243	NA	NA	nobound	290	all	3_3	1	selection	5000	5000	nav	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIselection.LENGTH5000.SOCPOSall	1.1213980175437153	0.09498760430525972	NA	NA	nobound	290	all	3_3	1	selection	5000	5000	all	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSnav	0.5236718847921982	0.13465997441598748	NA	NA	nobound	290	all	3_3	1	selection	FOC	151	nav	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIselection.LENGTHFOC.SOCPOSall	0.4807763004449545	0.11943818418377626	NA	NA	nobound	290	all	3_3	1	selection	FOC	290	all	4_4	216	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSnav	0.84718003972584	0.5967983646035058	NA	NA	nobound	421	all	3_3	1	no	5000	5000	nav	4_4	218	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIno.LENGTH5000.SOCPOSall	1.3595188881467828	0.43688248796008966	NA	NA	nobound	421	all	3_3	1	no	5000	5000	all	4_4	218	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSnav	0.6194096671946187	0.27506587306120195	NA	NA	nobound	421	all	3_3	1	no	FOC	222	nav	4_4	218	heffen	NA	NA	BOW
heffen.BOWnobound3all.PPMIno.LENGTHFOC.SOCPOSall	0.5909357685596365	0.26331861080927305	NA	NA	nobound	421	all	3_3	1	no	FOC	421	all	4_4	218	heffen	NA	NA	BOW
heffen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSnav	0.005094763618708301	0.39097199025888374	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	weight	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIweight.LENGTH5000.SOCPOSall	0.24985472329994549	0.9035702498060233	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	weight	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSnav	0.00612974696857911	0.3482719990288006	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	weight	FOC	152	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIweight.LENGTHFOC.SOCPOSall	2.2945260294606346e-4	0.32300107039198805	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	weight	FOC	290	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSnav	-0.321443084692464	0.8203504872530529	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	selection	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIselection.LENGTH5000.SOCPOSall	-0.23925843390942136	1.054724714225286	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	selection	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1216999128751506	0.4416035365277366	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	selection	FOC	152	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIselection.LENGTHFOC.SOCPOSall	-0.12965501057215814	0.4310834864320883	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	290	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	selection	FOC	290	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSnav	-0.47695952370257455	0.9389946267389122	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	515	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	no	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIno.LENGTH5000.SOCPOSall	-0.5215583530333829	1.3797378968858764	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	515	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	no	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSnav	-0.24456512823702012	0.5622538159312933	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	515	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	no	FOC	269	nav	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection2.PPMIno.LENGTHFOC.SOCPOSall	-0.26825106754959116	0.5752125601927894	"_model
heffen.LEMMAPATHselection2    selection2
heffen.LEMMAPATHselection2    selection2
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection2    bound
heffen.LEMMAPATHselection2    bound
Name: foc_boundaries, dtype: object"	515	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection2    NaN
heffen.LEMMAPATHselection2    NaN
Name: foc_foc_win, dtype: object"	1	no	FOC	515	all	4_4	213	"_model
heffen.LEMMAPATHselection2    heffen
heffen.LEMMAPATHselection2    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection2    dependency
heffen.LEMMAPATHselection2    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSnav	-0.07382671509727577	0.1203111977447428	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	weight	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIweight.LENGTH5000.SOCPOSall	-0.2079108897416674	-0.561276205797429	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	weight	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06966882342129137	0.06692332690871522	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	weight	FOC	206	nav	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIweight.LENGTHFOC.SOCPOSall	-0.07194751331872253	0.06875936732950998	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	weight	FOC	382	all	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSnav	-0.4599611294350709	0.5294504529077961	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	selection	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIselection.LENGTH5000.SOCPOSall	-0.5926456230705195	0.541745694648479	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	selection	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSnav	-0.1986828523071296	0.18476844975612303	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	selection	FOC	206	nav	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIselection.LENGTHFOC.SOCPOSall	-0.20916899460850893	0.17730688685909118	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	382	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	selection	FOC	382	all	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSnav	-0.7183744791785989	0.6968787454978894	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	743	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	no	5000	5000	nav	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
heffen.LEMMAPATHselection3.PPMIno.LENGTH5000.SOCPOSall	-1.185741740290535	0.8977390276816946	"_model
heffen.LEMMAPATHselection3    selection3
heffen.LEMMAPATHselection3    selection3
Name: LEMMAPATH, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: LEMMAREL, dtype: object"	"_model
heffen.LEMMAPATHselection3    bound
heffen.LEMMAPATHselection3    bound
Name: foc_boundaries, dtype: object"	743	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_pos, dtype: object"	"_model
heffen.LEMMAPATHselection3    NaN
heffen.LEMMAPATHselection3    NaN
Name: foc_foc_win, dtype: object"	1	no	5000	5000	all	4_4	213	"_model
heffen.LEMMAPATHselection3    heffen
heffen.LEMMAPATHselection3    heffen
Name: type, dtype: object"	NA	NA	"_model
heffen.LEMMAPATHselection3    dependency
heffen.LEMMAPATHselection3    dependency
Name: base, dtype: object"
