old_id	type	batch	majority_conf	mean_conf	token_id	majority_sense	majority_agreement	annotators	newspaper
blik/noun/nrc_handelsblad_20020629_119/985	blik	blik_1	-0.543270376562112	-0.31516020899823766	blik/noun/nrc_handelsblad_20020629_119/1105	blik_1	0.6666666666666666	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20030523_75/5	blik	blik_1	0.45534598180386315	0.3505840299124124	blik/noun/nrc_handelsblad_20030523_75/7	blik_1	0.6666666666666666	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20030523_90/263	blik	blik_1	-0.17256800180739554	-0.17256800180739554	blik/noun/nrc_handelsblad_20030523_90/291	blik_3	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20030714_78/103	blik	blik_1	-1.1129688426708002	-1.1129688426708002	blik/noun/nrc_handelsblad_20030714_78/115	no_agreement	0.3333333333333333	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20030906_205/251	blik	blik_1	-1.5576784535714814	-2.4020335216329243	blik/noun/nrc_handelsblad_20030906_205/261	blik_4	0.6666666666666666	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20031007_73/34	blik	blik_1	0.5037040495321842	0.5037040495321842	blik/noun/nrc_handelsblad_20031007_73/38	blik_3	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20031112_100/330	blik	blik_1	0.6887200555822022	0.6887200555822022	blik/noun/nrc_handelsblad_20031112_100/362	blik_1	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20031205f_120/39	blik	blik_1	1.1589204760139045	1.1589204760139045	blik/noun/nrc_handelsblad_20031205f_120/45	blik_5	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20040309_79/146	blik	blik_1	-0.6532962346680276	-0.6532962346680276	blik/noun/nrc_handelsblad_20040309_79/160	blik_5	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20040318_152/215	blik	blik_1	0.962550020308548	0.6887200555822022	blik/noun/nrc_handelsblad_20040318_152/235	blik_1	0.6666666666666666	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20040320_177/89	blik	blik_1	0.361111842341342	0.361111842341342	blik/noun/nrc_handelsblad_20040320_177/103	blik_4	1	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20040408_82/201	blik	blik_1	0.45534598180386315	0.3505840299124124	blik/noun/nrc_handelsblad_20040408_82/229	blik_1	0.6666666666666666	3	nrc_handelsblad
blik/noun/nrc_handelsblad_20040506_133/424	blik	blik_1	0.6887200555822022	0.6887200555822022	blik/noun/nrc_handelsblad_20040506_133/462	blik_1	1	3	nrc_handelsblad
blik/noun/volkskrant_19990601_75/207	blik	blik_1	0.962550020308548	0.6887200555822022	blik/noun/volkskrant_19990601_75/229	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010120_6/864	blik	blik_1	0.962550020308548	0.6887200555822022	blik/noun/volkskrant_20010120_6/982	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19990203_93/12	blik	blik_2	0.8353405010890778	0.8353405010890778	blik/noun/volkskrant_19990203_93/14	blik_1	1	3	volkskrant
blik/noun/volkskrant_19990220_137/251	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_19990220_137/285	blik_1	1	3	volkskrant
blik/noun/volkskrant_19990225_43/673	blik	blik_2	-0.5541820925473817	-0.5541820925473817	blik/noun/volkskrant_19990225_43/751	blik_3	1	3	volkskrant
blik/noun/volkskrant_19990402_107/1189	blik	blik_2	-0.6808386291513401	-0.6808386291513401	blik/noun/volkskrant_19990402_107/1319	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_19990417_82/418	blik	blik_2	-0.42723138212317024	-0.42723138212317024	blik/noun/volkskrant_19990417_82/478	blik_3	1	3	volkskrant
blik/noun/volkskrant_19990716_43/382	blik	blik_2	0.26262874435309974	0.3335903589613393	blik/noun/volkskrant_19990716_43/424	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19990723_0/1686	blik	blik_2	-0.18918086928451466	0.07998311193316947	blik/noun/volkskrant_19990723_0/1942	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19990731_106/122	blik	blik_2	0.19123000125774015	0.3335903589613393	blik/noun/volkskrant_19990731_106/138	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19990820_27/45	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_19990820_27/51	blik_1	1	3	volkskrant
blik/noun/volkskrant_19990924_80/75	blik	blik_2	-0.1736241350950004	-0.1736241350950004	blik/noun/volkskrant_19990924_80/89	blik_1	1	3	volkskrant
blik/noun/volkskrant_19991008_86/211	blik	blik_2	0.26262874435309974	0.07998311193316947	blik/noun/volkskrant_19991008_86/235	blik_3	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19991119_115/486	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_19991119_115/534	blik_1	1	3	volkskrant
blik/noun/volkskrant_20000429_210/1026	blik	blik_2	0.5469123312731781	-0.16269543123779784	blik/noun/volkskrant_20000429_210/1184	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20000512_45/888	blik	blik_2	0.5634443439070931	-0.05243195041964318	blik/noun/volkskrant_20000512_45/964	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20000519_72/429	blik	blik_2	-1.0608334050170798	-0.8023249876469503	blik/noun/volkskrant_20000519_72/477	blik_3	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20000714_41/276	blik	blik_2	0.07128842791276477	0.2646506518206324	blik/noun/volkskrant_20000714_41/316	blik_3	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20000811_119/170	blik	blik_2	0.18303347336483827	0.3281260070327381	blik/noun/volkskrant_20000811_119/186	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20000923_3/385	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_20000923_3/425	blik_1	1	3	volkskrant
blik/noun/volkskrant_20001117_121/1256	blik	blik_2	0.2646506518206324	0.2646506518206324	blik/noun/volkskrant_20001117_121/1344	blik_5	1	3	volkskrant
blik/noun/volkskrant_20010104_112/1197	blik	blik_2	0.8353405010890778	0.8353405010890778	blik/noun/volkskrant_20010104_112/1439	blik_1	1	3	volkskrant
blik/noun/volkskrant_20010112_136/633	blik	blik_2	0.5634443439070931	0.2646506518206324	blik/noun/volkskrant_20010112_136/681	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010117_47/218	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_20010117_47/248	blik_1	1	3	volkskrant
blik/noun/volkskrant_20010127_6/928	blik	blik_2	0.19123000125774015	-0.3005748455192118	blik/noun/volkskrant_20010127_6/1032	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010309_37/137	blik	blik_2	0.26262874435309974	0.5871976059895092	blik/noun/volkskrant_20010309_37/151	blik_4	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010420_46/150	blik	blik_2	0.5634443439070931	0.5817332540609079	blik/noun/volkskrant_20010420_46/158	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010806_87/349	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_20010806_87/403	blik_1	1	3	volkskrant
blik/noun/volkskrant_20011110_189/8	blik	blik_2	-0.8767290467162584	-0.8767290467162584	blik/noun/volkskrant_20011110_189/12	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_20011127_79/430	blik	blik_2	0.2646506518206324	0.2646506518206324	blik/noun/volkskrant_20011127_79/466	blik_1	1	3	volkskrant
blik/noun/volkskrant_20020126_117/93	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_20020126_117/99	blik_3	1	3	volkskrant
blik/noun/volkskrant_20020420_140/56	blik	blik_2	-0.688619062367727	-0.8077893395755515	blik/noun/volkskrant_20020420_140/64	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20020622_308/3	blik	blik_2	-0.16269543123779784	-0.16269543123779784	blik/noun/volkskrant_20020622_308/5	blik_5	1	3	volkskrant
blik/noun/volkskrant_20020809_118/429	blik	blik_2	0.19123000125774015	0.3335903589613393	blik/noun/volkskrant_20020809_118/463	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20020920_131/183	blik	blik_2	-2.3765151211708724	-2.3765151211708724	blik/noun/volkskrant_20020920_131/203	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_20020925_76/372	blik	blik_2	0.6348430870024526	0.5817332540609079	blik/noun/volkskrant_20020925_76/430	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20030611_57/152	blik	blik_2	-1.6320864358721667	-1.6320864358721667	blik/noun/volkskrant_20030611_57/166	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_20030613_95/167	blik	blik_2	0.5817332540609079	0.5817332540609079	blik/noun/volkskrant_20030613_95/183	blik_1	1	3	volkskrant
blik/noun/volkskrant_20030717_50/16	blik	blik_2	-0.2139094098113315	-1.166195715493275	blik/noun/volkskrant_20030717_50/20	blik_5	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20030927_170/131	blik	blik_2	0.6348430870024526	0.3281260070327381	blik/noun/volkskrant_20030927_170/147	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20040320_extra_25/13	blik	blik_2	-1.6102290281577618	-1.6102290281577618	blik/noun/volkskrant_20040320_extra_25/17	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_20040521_37/81	blik	blik_2	0.8353405010890778	0.8353405010890778	blik/noun/volkskrant_20040521_37/89	blik_1	1	3	volkskrant
blik/noun/parool_19990331_89/928	blik	blik_3	0.4875397681776693	0.4875397681776693	blik/noun/parool_19990331_89/1030	blik_1	1	3	parool
blik/noun/parool_19990430_32/536	blik	blik_3	0.960462503916283	0.960462503916283	blik/noun/parool_19990430_32/596	blik_1	1	3	parool
blik/noun/parool_19990618_49/167	blik	blik_3	0.41680000473140905	-0.4906327757543078	blik/noun/parool_19990618_49/181	blik_1	0.6666666666666666	3	parool
blik/noun/parool_19990621_89/358	blik	blik_3	0.6187002509447844	0.6187002509447844	blik/noun/parool_19990621_89/404	blik_1	1	3	parool
blik/noun/parool_19990722_27/89	blik	blik_3	-0.5108025412443263	-0.39179936544194244	blik/noun/parool_19990722_27/99	blik_1	0.6666666666666666	3	parool
blik/noun/parool_19991002_49/1164	blik	blik_3	0.24707217104571877	-0.22831181022007754	blik/noun/parool_19991002_49/1290	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20000110_49/238	blik	blik_3	0.960462503916283	0.960462503916283	blik/noun/parool_20000110_49/262	blik_1	1	3	parool
blik/noun/parool_20000205_87/207	blik	blik_3	0.960462503916283	0.960462503916283	blik/noun/parool_20000205_87/223	blik_1	1	3	parool
blik/noun/parool_20000224_56/380	blik	blik_3	0.27693799797328594	0.27693799797328594	blik/noun/parool_20000224_56/418	no_agreement	0.3333333333333333	3	parool
blik/noun/parool_20000303_3/142	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/parool_20000303_3/158	blik_1	1	3	parool
blik/noun/parool_20000610_58/1000	blik	blik_3	0.18912253193438283	0.11345044275142095	blik/noun/parool_20000610_58/1118	blik_3	0.6666666666666666	3	parool
blik/noun/parool_20001205_65/489	blik	blik_3	0.24707217104571877	0.11345044275142095	blik/noun/parool_20001205_65/561	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20010129_7/76	blik	blik_3	-0.4623119325622017	-0.3594722929871927	blik/noun/parool_20010129_7/84	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20010307_66/610	blik	blik_3	0.7017659113916306	0.4552126957229195	blik/noun/parool_20010307_66/668	blik_2	0.6666666666666666	3	parool
blik/noun/parool_20010505_55/234	blik	blik_3	0.24707217104571877	0.11345044275142095	blik/noun/parool_20010505_55/262	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20010922_97/54	blik	blik_3	-1.2201866448522467	-1.2064843541520547	blik/noun/parool_20010922_97/64	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20011114_84/58	blik	blik_3	0.960462503916283	0.960462503916283	blik/noun/parool_20011114_84/66	no_agreement	0.3333333333333333	3	parool
blik/noun/parool_20011130_77/35	blik	blik_3	-0.5108025412443263	-0.39179936544194244	blik/noun/parool_20011130_77/39	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20011217_109/129	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/parool_20011217_109/141	blik_1	1	3	parool
blik/noun/parool_20020319_44/183	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/parool_20020319_44/211	blik_1	1	3	parool
blik/noun/parool_20020608_59/581	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/parool_20020608_59/641	no_agreement	0.3333333333333333	3	parool
blik/noun/parool_20020703_0/1511	blik	blik_3	0.24707217104571877	-0.5700740631915762	blik/noun/parool_20020703_0/1735	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20020723_22/481	blik	blik_3	-0.09584337472583875	0.11345044275142095	blik/noun/parool_20020723_22/537	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20020802_94/1313	blik	blik_3	-0.4623119325622017	-0.3594722929871927	blik/noun/parool_20020802_94/1517	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20020923_39/657	blik	blik_3	0.5863731784900346	0.5863731784900346	blik/noun/parool_20020923_39/755	blik_1	1	3	parool
blik/noun/parool_20040302_121/284	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/parool_20040302_121/314	blik_1	1	3	parool
blik/noun/parool_20040619_194/293	blik	blik_3	-0.39179936544194244	-0.39179936544194244	blik/noun/parool_20040619_194/331	no_agreement	0.3333333333333333	3	parool
blik/noun/volkskrant_19990517_11/279	blik	blik_3	0.41680000473140905	0.4552126957229195	blik/noun/volkskrant_19990517_11/313	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_19990709_150/886	blik	blik_3	-0.01771004001569416	-0.01771004001569416	blik/noun/volkskrant_19990709_150/954	blik_1	1	3	volkskrant
blik/noun/volkskrant_19990811_20/565	blik	blik_3	-0.4623119325622017	-1.0429967989301898	blik/noun/volkskrant_19990811_20/629	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20001026_164/550	blik	blik_3	-1.742289054738706	-1.6794070898906683	blik/noun/volkskrant_20001026_164/616	blik_2	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20001107_44/139	blik	blik_3	-1.171696036170122	-1.5159195346688035	blik/noun/volkskrant_20001107_44/151	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20010108_93/381	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/volkskrant_20010108_93/413	blik_1	1	3	volkskrant
blik/noun/volkskrant_20010428_212/419	blik	blik_3	-0.01771004001569416	-0.01771004001569416	blik/noun/volkskrant_20010428_212/475	blik_1	1	3	volkskrant
blik/noun/volkskrant_20020119_157/773	blik	blik_3	-1.171696036170122	-1.5159195346688035	blik/noun/volkskrant_20020119_157/995	blik_1	0.6666666666666666	3	volkskrant
blik/noun/volkskrant_20020508_179/769	blik	blik_3	0.960462503916283	0.960462503916283	blik/noun/volkskrant_20020508_179/829	blik_1	1	3	volkskrant
blik/noun/volkskrant_20020718_137/143	blik	blik_3	-0.8970491736353059	-0.8970491736353059	blik/noun/volkskrant_20020718_137/153	no_agreement	0.3333333333333333	3	volkskrant
blik/noun/volkskrant_20020921_187/864	blik	blik_3	0.4552126957229195	0.4552126957229195	blik/noun/volkskrant_20020921_187/962	blik_1	1	3	volkskrant
blik/noun/volkskrant_20030915_23/293	blik	blik_3	0.11345044275142095	0.11345044275142095	blik/noun/volkskrant_20030915_23/311	blik_1	1	3	volkskrant
blik/noun/volkskrant_20040618_104/282	blik	blik_3	-0.3594722929871927	-0.3594722929871927	blik/noun/volkskrant_20040618_104/304	blik_1	1	3	volkskrant
blik/noun/algemeen_dagblad_19990612_187/524	blik	blik_4	0.23551208799139028	0.23551208799139028	blik/noun/algemeen_dagblad_19990612_187/586	blik_1	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_19990703_62/2333	blik	blik_4	-0.3297138554302653	-0.88385926617913535	blik/noun/algemeen_dagblad_19990703_62/2583	blik_2	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_19991202_6/37	blik	blik_4	-0.30606588766678466	-0.4407599633481894	blik/noun/algemeen_dagblad_19991202_6/43	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20000503_146/6	blik	blik_4	0.21299744663759998	0.21299744663759998	blik/noun/algemeen_dagblad_20000503_146/8	blik_1	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20000523_133/155	blik	blik_4	0.5511334723073898	0.5511334723073898	blik/noun/algemeen_dagblad_20000523_133/175	blik_1	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20000624_124/34	blik	blik_4	-0.6527281849168328	-0.756381347664189	blik/noun/algemeen_dagblad_20000624_124/38	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20000722_94/155	blik	blik_4	-0.5682378818631358	-0.5682378818631358	blik/noun/algemeen_dagblad_20000722_94/167	blik_5	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20000726_1/543	blik	blik_4	-0.8031459319042646	-1.9807159789958708	blik/noun/algemeen_dagblad_20000726_1/619	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20001125_27/241	blik	blik_4	-0.3297138554302653	-0.10262393767839956	blik/noun/algemeen_dagblad_20001125_27/279	blik_2	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20010208_116/383	blik	blik_4	-0.30606588766678466	-0.4407599633481894	blik/noun/algemeen_dagblad_20010208_116/425	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20010519_92/946	blik	blik_4	-0.8132699261714694	-1.4101387576499782	blik/noun/algemeen_dagblad_20010519_92/1046	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20010602_16/265	blik	blik_4	0.8667548566233894	0.8667548566233894	blik/noun/algemeen_dagblad_20010602_16/299	blik_1	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20011023_80/378	blik	blik_4	-0.8777170247199378	-0.9063739075329257	blik/noun/algemeen_dagblad_20011023_80/436	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20011208_180/1382	blik	blik_4	0.21299744663759998	0.21299744663759998	blik/noun/algemeen_dagblad_20011208_180/1564	blik_1	1	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20030408_47/78	blik	blik_4	0.2941359680311658	-0.12513857903218986	blik/noun/algemeen_dagblad_20030408_47/92	blik_1	0.6666666666666666	3	algemeen_dagblad
blik/noun/algemeen_dagblad_20030804_09/131	blik	blik_4	0.5511334723073898	0.5511334723073898	blik/noun/algemeen_dagblad_20030804_09/149	blik_1	1	3	algemeen_dagblad
blik/noun/parool_19990116_32/700	blik	blik_4	1.1243543360224182	0.8667548566233894	blik/noun/parool_19990116_32/768	blik_3	0.6666666666666666	3	parool
blik/noun/parool_19990220_113/30	blik	blik_4	-0.17929610844283347	-0.10262393767839956	blik/noun/parool_19990220_113/34	blik_1	0.6666666666666666	3	parool
blik/noun/parool_19990305_34/35	blik	blik_4	-0.30606588766678466	-0.756381347664189	blik/noun/parool_19990305_34/39	blik_1	0.6666666666666666	3	parool
blik/noun/parool_19990313_34/31	blik	blik_4	0.8667548566233894	0.8667548566233894	blik/noun/parool_19990313_34/35	blik_1	1	3	parool
blik/noun/parool_19990508_28/577	blik	blik_4	0.7675680445051651	0.5286188309535995	blik/noun/parool_19990508_28/633	blik_1	0.6666666666666666	3	parool
blik/noun/parool_19990930_45/26	blik	blik_4	0.20113815083790013	-0.4182453219943991	blik/noun/parool_19990930_45/30	blik_5	0.6666666666666666	3	parool
blik/noun/parool_20000108_76/1218	blik	blik_4	0.21299744663759998	0.21299744663759998	blik/noun/parool_20000108_76/1386	blik_1	1	3	parool
blik/noun/parool_20000126_115/397	blik	blik_4	0.5511334723073898	0.5511334723073898	blik/noun/parool_20000126_115/457	blik_1	1	3	parool
blik/noun/parool_20000401_116/129	blik	blik_4	0.6509222595484188	0.5511334723073898	blik/noun/parool_20000401_116/145	blik_3	0.6666666666666666	3	parool
blik/noun/parool_20000415_124/110	blik	blik_4	0.5286188309535995	0.5286188309535995	blik/noun/parool_20000415_124/124	blik_1	1	3	parool
blik/noun/parool_20000816_78/273	blik	blik_4	-0.17929610844283347	0.23551208799139028	blik/noun/parool_20000816_78/305	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20000901_63/798	blik	blik_4	0.8667548566233894	0.8667548566233894	blik/noun/parool_20000901_63/874	blik_5	1	3	parool
blik/noun/parool_20001122_99/415	blik	blik_4	0.2941359680311658	0.21299744663759998	blik/noun/parool_20001122_99/459	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20001223_118/2417	blik	blik_4	-0.9063739075329257	-0.9063739075329257	blik/noun/parool_20001223_118/2811	blik_5	1	3	parool
blik/noun/parool_20010110_130/834	blik	blik_4	0.8667548566233894	0.8667548566233894	blik/noun/parool_20010110_130/922	blik_4	1	3	parool
blik/noun/parool_20010519_120/41	blik	blik_4	0.5511334723073898	0.5511334723073898	blik/noun/parool_20010519_120/49	blik_1	1	3	parool
blik/noun/parool_20010707_26/285	blik	blik_4	0.5286188309535995	0.5286188309535995	blik/noun/parool_20010707_26/325	blik_1	1	3	parool
blik/noun/parool_20010827_96/92	blik	blik_4	0.7675680445051651	0.8667548566233894	blik/noun/parool_20010827_96/106	blik_5	0.6666666666666666	3	parool
blik/noun/parool_20011224_24/796	blik	blik_4	0.2941359680311658	-0.46327460470197973	blik/noun/parool_20011224_24/860	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20020129_90/803	blik	blik_4	0.5286188309535995	0.5286188309535995	blik/noun/parool_20020129_90/895	blik_1	1	3	parool
blik/noun/parool_20020413_3209/13	blik	blik_4	-0.3297138554302653	-0.10262393767839956	blik/noun/parool_20020413_3209/15	blik_2	0.6666666666666666	3	parool
blik/noun/parool_20021008_48/197	blik	blik_4	-1.320473964676154	-1.117032014687769	blik/noun/parool_20021008_48/217	blik_1	0.6666666666666666	3	parool
blik/noun/parool_20030628_105/259	blik	blik_4	-0.30606588766678466	-0.4407599633481894	blik/noun/parool_20030628_105/291	blik_1	0.6666666666666666	3	parool
