cw	pmi_4	raw_4	pmi_10	raw_10	freq
!!!/punct			2.4416986	1	592
!!/noun	4.0038385	3.0	3.603657	5	898
!/name	1.2322311	4.0	1.2437261	10	19257
!/noun			2.0698848	8	6683
!/punct	1.0005147	23.0	0.72067463	43	142029
!?/noun			2.7012422	1	442
!?/num	3.9534125	1.0	3.0415773	1	323
"""/punct"	-0.39138794	197.0	-0.4764613	450	4844510
&#268;apek/noun	7.7553015	1.0	6.83835	1	7
&/name	0.6249768	6.0	1.0653408	23	52896
&/noun			1.3149195	1	1846
&/punct			0.5127819	2	8058
'/punct	0.23046663	207.0	0.23791482	518	2720890
'67/noun			3.8309007	1	142
'68/num	5.308307	1.0	4.3947616	1	81
'70/noun			4.182094	1	100
'70/num	2.4258664	1.0	1.5123826	1	1447
'98/noun	1.8391958	1.0	0.9264698	1	2605
'afscheids'_boekje/noun			8.78426	1	1
'o/noun			4.8234468	1	53
's/adv			-1.1485015	3	62265
's/det			-0.5168713	1	11206
'sooterkin'_beschrijving/noun			8.78426	1	1
't/name	0.60462123	2.0	0.95331216	7	17963
(/noun	1.6973056	1.0	0.78748834	1	3006
(/punct	-0.559689	95.0	-0.3670744	282	2759129
(/verb			3.845837	1	143
)/punct	-0.42872217	106.0	-0.24710919	315	2758869
***/num	2.1208947	1.0	2.5978198	4	2003
*/tag	-0.8424539	3.0	-1.0097796	6	117193
*Big/noun			8.091113	1	2
*Ja/noun			9.477407	1	1
*TenTwee/noun	9.701212	1.0	8.78426	1	1
*The/noun	5.993756	1.0	5.080492	1	41
+/noun			3.3988478	3	666
,/name	0.27156526	2.0	0.057498995	4	24958
,/noun	1.0745366	1.0	0.85493547	2	5599
,/punct	0.69152874	2208.0	0.42226037	4195	18092245
--/punct	-0.42971838	3.0	-1.0210426	4	75440
--1dbl4/noun			8.78426	1	1
-/punct	0.3696025	93.0	0.37427866	231	1059446
-Albert/noun			8.78426	1	1
-Ezelsoor/noun			4.872237	1	50
-In/noun	4.220573	1.0	3.3117793	1	241
-Luidruchtige/adj	9.701212	1.0	8.78426	1	1
-Spannende/name	9.008064	1.0	8.091113	1	2
-als/noun	4.726204	1.0	3.8182735	1	145
-dat/noun			3.4708078	1	205
-heel/noun	6.7054796	1.0	5.788528	1	20
-klaverenH/noun			3.3748486	1	224
-raakt/noun			8.78426	1	1
-vooral/adv	6.212309	1.0	5.3014827	1	33
-ze/noun			4.953447	1	47
..../punct			0.090780094	1	6065
.../name			1.6342255	2	2586
.../punct	0.24842171	8.0	0.35373443	22	103573
./punct	0.06370326	1807.0	0.010257372	4265	28225482
0-0-0/noun	4.3552957	1.0	3.439059	1	210
0/noun			1.4035368	1	1668
00-33344543721/num			8.78426	1	1
00.10/num			3.7328026	1	164
00.12/num			6.250563	1	13
00.20/num			3.516144	1	203
00.50/num			3.412692	1	223
007/name	4.5378556	2.0	4.0396175	3	353
015-51.70.89/num			8.78426	1	1
030-2362362/num			5.9451814	1	18
030-2380100/num	9.008064	1.0	8.091113	1	2
07.06.02/num			7.995803	1	4
08-01-99/num			8.78426	1	1
1+1=2/num			7.6856475	1	3
1-april/noun			8.091113	1	2
1-aprilgrap/noun	5.613137	1.0	4.712672	1	60
1.000/num			-0.28392908	1	8825
