_id	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.LEMMAPATHweight.PPMIselection.LENGTHFOC.SOCPOSall.y	geestig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall.y	geestig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall.y	geestig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall.y	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav.x	geestig.LEMMAREL1.PPMIselection.LENGTH5000.SOCPOSnav.y	geestig.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall.y	geestig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.x	geestig.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall.y	geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.x	geestig.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall.y
doe/verb	12.5242580611128	-25.226809710048204	-1.0807902002571272	30.64434941190076	11.069161053033248	15.764240741150598	22.274165093769707	11.204089556828153	0	0	-24.719779742246264	-13.897638985683287	-11.356607072247522	-5.6294019228528756	0.8530528162028823	25.2478348617631
dol/adj	-23.759586182997754	-4.091455691378378	11.039204674430863	12.437667021233107	-11.707180378543319	-6.907840972836311	16.64767065128988	6.984614879530968	0	0	34.6732655044389	14.751478452525577	-14.509955496141693	-16.0935173245141	9.919552955856515	18.415072841048683
doos/noun	1.8051351219910698	2.022493853252611	-20.01934450486486	-9.546556774622024	13.360573884058923	-4.060359326971057	11.664881305988002	25.931911228516473	0	0	1.6480605441783303	-22.84033291273413	-17.633016272719978	22.223651072607513	18.910887042309493	25.03650334496242
draag_voor/verb	-1.9013183307926913	17.702101697748738	0	0	0	0	0	0	0	0	0	0	0	0	0	0
draai/noun	-14.989930892006878	6.047982331273076	0.7119018171018631	10.374700946362776	0.45552519628980437	6.929151879007319	-12.08973230819658	-6.1012494769546395	-2.0288106937690107	-0.09942675682479651	-0.3877786776387542	-10.304456231646666	-21.21021238583332	-10.667065215255661	21.15858000914414	-12.93546979816903
dramatisch/adj	-2.41864180606595	6.487606108831366	5.166346755318596	-3.4978532856048785	-3.0126853630182957	-6.867880578879004	8.83545443910484	-12.281315653770937	0	0	2.3324416688867897	10.894714206432624	9.284167180762925	11.003954079951516	5.955855282821305	-4.297818614531246
droog/adj	0.6504132586169559	-25.35274967324015	6.608146090641271	15.59361399484021	10.35531221634787	5.481870719879525	19.037589319321555	1.6168073409496333	0	0	-32.471549115199366	-11.690127528645469	-26.590677153549485	12.12404349442227	8.308155710131663	27.63181940633604
duivel_DIM/noun	-22.101032625855222	9.689589591064484	-18.129861620061806	16.647598611659678	-14.048273183293091	10.702369946695965	-14.422604719722866	-7.246521803365296	-0.1590908923486204	9.272590617787904	2.1754727383923194	-12.681927577018909	-24.37544400925126	8.055157455406931	12.164959662932496	-28.0365381011705
dynamisch/adj	-10.604335678485912	4.400272835982779	0	0	0	0	-0.4291381479779064	-10.346293479395218	0	0	-7.2590309409095735	5.566978008039152	31.712201690264383	3.5166759559543213	-7.355302750372237	-0.2051071972536566
echt/adj	14.002743968318244	-17.270642644295016	-0.410942491686626	24.173393621813847	7.9156717486081885	11.946859929343104	14.509438912891813	12.155814208713247	-2.1639887851548805	-6.128782834206277	-18.59882954189528	-18.478852634948854	-12.137215692967153	-1.256779422847035	1.0541217842187296	20.916574167249344
een/adj	-16.452447618429943	-2.498157392393511	-26.33837416164804	21.062751900197352	-0.5024627049330409	25.001061142503648	10.550144230531927	-30.8482679036598	0	0	-7.595886115430353	-22.35901529057061	29.650605610329176	-26.03171266439418	-32.2588182067288	13.438565804670839
een/det	2.3805129206187234	3.2474689015813114	-5.674799781257543	-2.951684288508779	0	0	0	0	0	0	7.910719920838094	9.075716085106144	0	0	0	0
eens/adv	6.302043699262935	-26.74199378609139	5.222274329080948	25.869778566356313	11.112209847080726	10.898829817030908	21.441561035056996	8.13806351045935	0	0	-28.65407827069096	-17.825716268015093	-18.06329929339441	18.35017016169651	1.2004922608833217	27.896448789890638
eenzaam/adj	6.116998999070766	-0.876414333427684	0	0	0	0	-22.960321319124304	5.1953390684338325	0	0	5.650173260426093	15.446049279957125	4.5033257913704485	-8.490976960907966	-23.514267936339756	-3.6936843860119013
eerlijk/adj	20.864098077904888	-19.84055783403137	0	0	0	0	0	0	0	0	0	0	0	0	0	0
effect/noun	-0.7804485672899963	-15.420575155184748	5.836185133679937	-7.532288750105056	3.0088777852638877	-2.9570333965576805	-2.675145589734532	-0.0726725499405985	-3.2168448196795687	-0.9294420613967317	-4.0236710494263015	20.56493006622441	-21.13989627997712	10.851559540435476	13.398627844812996	-3.8258108024646362
elegant/adj	2.9694363019107404	-4.32982484799979	-6.756040545022339	10.363019285359835	-2.8620522781027558	7.98986940349185	-1.3933925595443146	-13.168602300661348	0	0	-10.531809583170842	5.2634323850865155	20.48569654970089	-2.4085180009682623	-9.673660258805553	3.867455956378631
element/noun	-4.6201654916723065	9.767265042650259	6.31273438107999	-5.962522012983959	1.575205391267756	-2.0261013050666916	-1.8787300448999997	1.1306933945636044	0	0	4.773875927453624	11.243017643067482	25.864745080882674	2.1349907628629152	2.674734299505634	-9.979162383472593
en/adv	1.827387869403333	-26.261325994122238	6.1750488123808935	20.351182802602633	10.823574851265413	8.20954051249756	22.500961264672373	5.604110020810565	0	0	-32.369393986022935	-13.940719062352752	-12.544995695880605	31.657826443560307	6.337611293672421	28.291479261447705
en/comp	12.306541196108146	-23.133925109698747	0	0	0	0	0	0	0	0	0	0	0	0	0	0
en/vg	3.0025336229452995	-0.12426273844435806	-4.410775703053347	2.1690458002542	0	0	0	0	1.4674108884026031	-0.7342648673643264	4.506703559233196	-1.57851757766276	0	0	0	0
energiek/adj	-10.441565838150927	3.6733792296729892	3.686798058716496	11.290737401842549	-2.0358390078675765	6.287841352896597	0.2723827158817105	-11.001248687860262	0	0	-8.498677835171849	5.551332608364645	14.218342737573915	-0.9745955702736756	-7.050888160799238	2.001522075890472
erg/adj	8.26123004166779	-14.679590965878852	-6.484845949704361	20.18320358348647	2.4843969641043313	11.509713215156921	-8.821740511154093	-11.785452393867434	-2.309005218945187	-3.619835244458143	-22.790495346693778	-3.543104989085955	-11.656660279320917	-0.3761063164846171	-6.128352069178447	17.20457664475884
ergerlijk/adj	23.53182645659298	-23.900919680000086	0	0	0	0	19.09154942246136	-11.244760111119312	0	0	-11.86635265884571	-8.222171246411508	7.405883609903407	-20.59215526806232	24.33696825086796	-4.628314510715667
erudiet/adj	2.186820362583819	-6.153634382220374	-11.21685533324399	12.878177003683676	-5.59401738793722	10.156888637191726	-2.1351776399416855	-16.840643246188616	0	0	-20.625853523174182	7.049027110133916	6.008521781009869	-20.456888269017934	-9.909561039938039	10.958732270272213
even/adj	7.7239610563252175	-17.97136320170716	-2.9145504763375603	19.795237047924566	4.306286889594921	9.515455388946162	-7.489807785490353	-9.365842995531725	1.3578081833194	-3.9544514772940156	-20.80149707294617	-6.416412964700593	-16.012450797275992	-2.0065889837610653	-3.0744235992572726	16.87376850261736
even/adv	5.330042493245866	-13.099468864918215	-3.86911420680128	17.68658634360384	2.329569009295987	8.649879845956399	-6.456277787477586	-8.265144968502113	-1.1690937883257275	-2.9173317945150674	-17.88434279793937	-3.163328053835058	-8.83441031540166	11.818189585314222	-2.6714991362367875	11.508734907139843
fair/adj	21.02321497344878	-19.72337485756585	-2.8075614361882146	33.14041316807452	4.444914746518031	16.835132268930536	-14.838986522143047	26.94312642207784	0	0	-25.599886820477582	-11.361829321480077	-22.2822347909097	24.8830405853244	18.79630640683285	32.27924787921173
feest/noun	-14.072638865043762	13.129250186245507	-4.578747889105449	-1.024012362754231	-9.77940497714964	-13.183069441640395	-18.27274874163198	1.613931359481035	0	0	3.9694154603770206	-16.50802520089754	-2.256034849736736	16.19155245324502	9.735781792239074	-24.167542375494843
feestelijk/adj	-13.668567353041222	11.7147540149279	-3.6900450194525307	5.676119759443244	-0.9745538172897854	4.47190071745804	5.601918796990043	9.835292246941771	0	0	4.207087755585396	3.9043814542388517	-1.2638046374010918	16.123951732017225	-4.667592393436083	-9.816065105559513
fel/adj	-2.9864016403976974	-10.035927276944376	5.7717074494138245	10.222335428019765	-10.451713363573752	4.666479875364629	6.464607813701291	-16.2975303334326	0	0	-15.37237967792876	8.388523113706814	-11.916134504890694	-10.93192811758895	-14.521675920547063	5.627768202178749
film/noun	3.813840073558289	21.497017341390656	7.33113645128391	-15.09049539374903	5.306290020359613	-8.442141959560475	-9.479981859451971	4.509867096122137	1.621988646197173	5.0399127005066475	13.787457136360588	-4.832882467236017	12.323071595358973	6.428773860048422	6.621941860923512	-11.545623958327475
film_DIM/noun	-3.491556411745527	24.896134166058523	4.966501935730288	-11.47844118403035	5.2873969337515	-7.448339717317564	-7.762933336340971	4.334646377721199	2.2067765763858893	3.969814583677177	14.260718890149919	4.267331546861888	11.849411850242145	8.062960584368842	8.649908155686383	-10.65853304816676
filosofisch/adj	3.4544216275355772	13.173970586129627	0	0	0	0	0	0	0	0	0	0	0	0	-11.081958143059104	-17.561418032998702
flits/adj	-10.930340403783637	5.54402854529245	12.715194987071019	-5.919721616387556	-3.0366737393777252	-3.268259435629386	-0.0730424897384549	-7.2064439103295586	0	0	-2.727427795950973	3.429306987759126	-23.87033415183493	-1.448988664814181	-6.865441925644364	-1.0138339387536037
fraai/adj	-2.3785202224205406	3.4486659434406355	-0.0295841733708753	-2.7809677801880603	-0.18819675747514814	-8.246692256738749	2.0627824534672046	9.311767694107873	0	0	5.188813147895108	5.7139520697116675	-3.230918335353629	2.3866437639903237	-4.823312279474389	-7.646463185412301
fris/noun	12.967420658318362	-7.1425044833548155	5.37249291453268	13.10965205868374	8.875044295477299	6.5709045961042865	19.602829049423008	3.4457881271031154	0	0	-33.29365074220951	-8.759119090309888	-5.982491699212019	28.36883312925204	8.742872052881193	24.319630937811567
ga_vooraf/verb	-18.66277396457058	-19.61871037434698	-11.179500581853736	-12.65692161480971	0.6132051157361459	-12.18629491932121	-1.7924147273665616	12.54922770561037	0	0	19.325152665348558	31.234492196760204	4.211839327363094	10.184919787270024	-12.192630348900737	-8.017935979999626
gaaf/adj	-6.905538493586596	24.267190371128457	-7.820275896294073	3.0090065507548136	-5.847702993198027	-10.938178138798516	3.514856122094904	10.466017968380203	0	0	5.224003437103336	7.731550773858871	-18.997251453032348	-16.22343939945405	-6.7681002164793584	-6.8677664868452
gast/noun	-11.711452312744651	-25.800656196018316	-17.116755837817337	-11.504054901585972	-13.61188418733008	-15.047503507052223	-10.41570899747847	-17.592366273530573	3.134444742041727	-2.9849421598310872	8.223603541187094	-13.106410683123467	-1.2409644865055238	-8.782889311173163	-23.756576559795924	-20.831633345988493
gedicht/noun	-1.5808940183805387	16.603448362770845	-4.584841748227072	-14.158011593040118	1.6809588930590962	-17.617130547360624	-7.167731589677633	15.896397866337942	-1.5595638127553524	5.496404348539611	27.02573057547337	-2.1530585159373232	13.930088875293643	-4.6606190039589395	-9.404002374536184	-19.757019743215388
geil/adj	-2.1673793138302577	-19.365140612072054	13.316697467058399	-0.21366392088335473	-9.630346034101523	-7.81521642568416	17.413957141932432	-14.70022502136408	0	0	-2.7367770447451134	-13.609058484439558	13.431904538684273	-30.951303908796792	22.147151086180976	2.7885848304506022
gek/adj	8.252982650515687	-23.7814144313407	0	0	0	0	17.413015580878696	8.894570257452534	0	0	-20.88610153322682	-20.531490248393908	-4.380306944119106	-3.2589390428441387	2.638642986020942	23.728565288441438
geladen/adj	-1.0245444911236017	5.96247530299206	0	0	0	0	0	0	0	0	0	0	0	0	2.424907173143086	5.912396537243658
geld/verb	20.31439302938006	-2.311916690950942	0	0	0	0	0	0	0	0	0	0	0	0	-12.335984408804682	20.07614119125465
geloofwaardig/adj	-2.2568106353664867	-1.2209769633287277	7.570827880508401	-3.5814828781001498	-2.999387739562141	-5.119987857292675	7.810844785277711	-8.247744918631698	0	0	1.7571604421694975	14.10846833934073	-2.6143817118159713	-15.546348079999264	2.7227507808274702	-3.247212502985417
gemaakt/adj	11.026936516427513	9.30676766188054	0	0	0	0	0	0	0	0	0	0	0	0	-15.675537074130476	-5.29478366771565
gemak/noun	-18.81217458126952	2.268766086660498	-1.2312318852651802	9.312169042553124	1.234343727331223	3.2106728478377873	-0.05777262318646043	1.618720609637236	0	0	-10.11858554069077	19.043606795723317	-23.34501252462692	-7.716132067412621	20.955657631438896	-8.575707026408523
gemeen/adj	-2.7002194820344	-19.109872190125785	13.268963156003569	1.2978727332863018	-9.209088499656286	-6.746481260293421	12.42616095486776	-5.0587081717887825	0	0	-7.196698143241941	16.60395956609557	6.290200157865513	-16.31088458665336	21.332633878112794	2.840273014121755
gemoedelijk/adj	-12.652384247546067	-2.3844616921697934	-4.648189035003529	6.787266402566547	-0.5233905195111873	4.928753042407857	4.295839260360147	-10.897900865269836	0	0	-9.983038115777198	7.661930316463421	30.14971786892739	-6.913180744067115	-5.019429463523167	5.384995731482999
genoeg/adv	10.109796514872597	-14.25540367815169	-5.2003573707024735	20.211523205161946	3.048717891794973	10.416443175896084	-10.024605625367686	-13.274240210201226	-2.97176073970989	-3.8619707731266666	-20.446762491928375	-3.750962880462838	-16.130670621206114	0.3232676171850912	-4.505044385845638	17.71667680941289
geschreven/adj	4.262142129470135	15.589651603371612	0.20677531381183942	-15.62077919554974	-1.1475037255980305	-15.385551398716643	-10.962439144769183	14.06475773300008	0	0	22.55922288692448	0.05946531602674167	8.041108657737308	-7.224806945564664	-12.47601245517544	-16.934716288224976
gespeeld/adj	12.514411994537108	21.828838622572352	0	0	0	0	0	0	0	0	0	0	0	0	11.422652277514869	-19.064989879206706
gesprek/noun	-12.671977865255396	-25.58324426127338	-15.513537661028119	-12.165374009533053	-11.907406283858592	-15.089194828271257	-13.078706469076455	-18.723751881577062	-3.4834614957017642	2.1286836996370746	29.54425394269713	11.934702052233087	-7.763413665373618	-9.567555517997718	-24.628552753489185	-20.014720293512166
gesprekspartner/noun	-8.798032191757056	-18.906893796044493	-15.455142034165428	7.107067375335746	-9.6882687528991	8.453000899530286	13.486130193845856	-16.489487864289142	-4.558878849771102	-1.6437003097530705	-22.791626821219484	14.136387130862945	-6.31962240426212	-18.155924192721997	-11.541240854192003	15.952274449181024
getekend/adj	8.489866891116531	7.832551625450241	-1.1456525176097898	-23.510405431173822	2.7285445339059327	-11.715411089891834	4.88811058209104	-24.03064814591795	0	0	18.282363937638735	8.160128420831292	11.242384280382968	-1.6776700763561423	14.183670827438636	-11.60460141880692
gevat/adj	-4.102851692031978	-7.802706128013727	5.332491220655679	7.909686673298331	-6.912673817240421	3.1703432249259844	3.5475137175458413	-15.776475292432695	0	0	-15.043375506755403	5.232526902884852	-12.482727047066923	-23.178226826727883	3.8778491700685214	8.004622819138975
gevoelig/adj	6.70972432830204	-4.826807584198458	-12.987503373579187	16.474327959138293	-2.324647745108858	11.048214867738587	2.9252918142186477	2.803877863479489	0	0	-25.32002912112465	3.2523808200623483	-13.989713530458166	8.523212315455986	-13.246419149178491	7.9817382980789136
geweldig/adj	-0.8437095840686083	1.2784029822555734	-3.115070710005479	-1.207402755515819	7.302238738929811	-1.041330345464432	9.203743790280976	10.550750223965965	-0.7464007809045966	-6.01937303586527	-4.259356271213912	-10.11518348108561	16.357062862512635	-1.859202936175029	3.8713848017589707	18.431471646276613
gewiekst/adj	1.5207604924044218	-4.001928484699886	11.422073239056877	21.719093975414758	-4.293671384930246	7.080782350624324	-0.5131503592487037	-14.98664368448592	0	0	-24.896990482587675	10.157796696689818	19.451016429238155	-19.29375510531639	-11.676229529186012	5.064316168148526
gewoon/adj	9.845358874468419	-24.274539611657264	1.3602539381496639	25.94456288070324	9.229481501821864	12.393578658905716	17.65788712699634	10.493823768965376	2.0167307188730548	-2.6173396287287316	-20.968571132228707	-18.381486274129973	-12.248956469901767	2.3878376952218754	1.1293162063498126	23.402862488150486
gezang/noun	-11.838697003976794	15.875349216707807	-5.508828605107236	-10.296313064711248	9.419517089301953	-4.485267653357806	-4.128923879956892	19.13998221219886	0	0	22.872634764678075	-8.476204134492631	26.21739838268353	-6.295902836590295	0.28371343196606713	-23.51526964820194
gezegd/adj	21.689730431878193	-16.256365397331177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gezicht/noun	10.670837066217752	-5.178545930117527	0	0	0	0	-4.9612036857049	-3.9931826615561565	4.446351019404786	-2.303020868963371	20.32627340206367	11.269104939567248	-2.8066111106794485	-6.285803824379373	15.91450322723181	-9.583260935217538
geïllustreerd/adj	8.032731936186593	10.774479773315793	0.3441121791922778	-22.049332340294036	1.9076380781330415	-13.675705807258204	-9.104505120643788	20.39625322807615	0	0	19.92135807501217	5.854841169183821	0.7900880303114509	10.406318782834672	-17.309004469957188	-13.499808653845147
goed/adj	-22.977024842161814	16.479181456998614	-12.55789443263834	27.477043154396686	5.174363454377887	20.44127290521722	9.822129814292724	-23.264654381379568	0	0	-30.17805376350342	1.5032026070453472	-12.934975501425413	-1.924654823742604	4.1097472993513895	16.161523121580235
goochel/verb	-18.072722660714017	4.613324763892974	16.7065764659659	0.1345730526225264	17.252642976859953	-5.0233407281493285	21.600383664998077	-2.9312119490707222	0	0	-0.03798527917518368	1.2752255001210833	22.710963342299635	15.520825781847144	16.088571149985864	4.424589548574933
grap_DIM/noun	-9.041353947340625	-13.074340661671963	2.438415666811999	8.994528923353805	-4.948916123803421	3.6566897366009194	13.803037035651203	-14.281235912790011	0	0	-6.117343608406855	-0.5896757227998308	-20.866519423836174	-11.935333921869704	14.109209649598286	5.5066119682709624
grof/adj	-4.385895182668625	-18.644397062553768	12.311793806828385	2.1317375351705086	-8.445860999631805	-6.012822330970441	11.76720479423623	-4.124666953404289	0	0	-11.041843129191989	0.03204742500047183	-5.883005507604515	26.536611341072277	16.562493534680733	1.6996295171984168
gulzig/adj	0.359645478352972	-20.375182417914175	0	0	0	0	7.69912753537559	24.051799594176273	0	0	-22.87845820728192	-25.48098829541357	29.25186580537664	19.09041317706507	12.911298641886217	26.166914988280926
haar/det	16.21151870776984	9.822029155683843	-9.323812694232057	-20.39346854139923	0	0	0	0	0	0	24.278989928290596	10.182651780911323	0	0	0	0
haast/adv	-17.42009242477108	-5.420069975051496	1.0700248486005983	12.611762919852985	3.108133460119275	2.2676007734365395	-0.0913634473172543	3.1737794815515086	0	0	-12.595123275700349	18.759278409829502	-20.057057220696628	4.77401561184984	19.99167331110564	-5.46229180417585
heel/adj	12.553298703093514	-12.308731750348127	-8.604219051341987	21.03955866114322	2.44828650702217	13.067977990806737	-12.425278391951755	-14.24989741647634	-3.846723012333194	-4.7140611130009065	-21.886359476407133	-4.753682276809438	-14.959332443023062	5.551558057587675	-7.534383776868396	18.407372634208958
heel/adv	8.945592983999871	-15.125925799325731	-7.473135661877849	21.311559359232366	3.283870072453069	12.602386545680325	-8.689285222202118	-11.062452789641059	-3.2397419765010262	-4.082429998974074	-22.944141175391636	-4.7278054764706825	-10.460408627889343	1.6200077854527606	-6.325125574642881	18.161410060858238
heerlijk/adj	0.5617977682113207	-0.01784341241881994	8.549514618177826	13.423088293341893	8.376052954777917	4.171091291983667	17.250279358633406	4.246975274077056	2.565011342025519	-1.763146311953904	-6.528426940877116	-12.604374647062935	-1.3723836753470777	0.5476962675322109	11.490304214207393	17.309306226167493
helder/adj	-6.500937340457173	3.036668985855763	0	0	0	0	3.468210294509821	-9.1633032726951	0	0	-11.691679645452577	4.1687688817300925	1.3654761822643766	-14.908084296649815	-9.916244102652902	-4.9095204737893186
hermetisch/adj	-5.847635735690014	16.812982682503296	-6.872556327785184	-13.217230002498638	3.8377876159385367	-18.260543372153286	-6.595308584735141	13.626760691740166	0	0	28.84969312740178	-4.430777560509013	30.030416907021728	-9.307373554818009	-8.603260162487087	-22.53772888607119
het/name	16.440022270945853	15.238153566470764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hij/pron	8.623621164577264	-27.173648439116718	5.754939289098781	27.51849506984152	0	0	0	0	2.7026912011426383	-4.280464096781092	-27.19370819855182	-19.48883617188242	0	0	0	0
hoe/adj	11.330758344743085	-15.61243325669298	-2.030139086309284	21.876734343114244	6.067708439100766	10.422924721987028	-8.67210775937331	-7.691652733006468	-2.664604577137999	-5.098849392193438	-17.41283695937956	-6.1677080136927644	-11.809595402490226	-4.718953321695744	-1.7345905996412883	18.26040857802987
hoewel/comp	11.23028901248507	-19.754979794544152	-4.811692549434376	28.605218959540196	0	0	0	0	0	0	-16.847442658727825	-12.54393763511549	0	0	0	0
humor/noun	-8.159653997946315	-7.5703969444359105	6.132477042548229	3.0409401259120465	-3.8081388490950987	-1.0643271685717453	5.771650102849535	-0.32791478829855014	0	0	-4.504586873208291	-1.0763204413216998	15.659581756783004	12.721019942253092	11.481089798895276	1.8335265083556327
idee/noun	-6.061090580771115	12.34533995504284	0	0	0	0	0	0	0	0	0	0	0	0	-18.914212593976167	-0.9896697620495534
ijdel/adj	14.643598601829337	-28.516962710478808	0	0	0	0	0	0	0	0	0	0	0	0	-19.759040196871716	4.561971027745726
ijzersterk/adj	-2.15887952960908	21.36199909028476	6.496189914420083	-13.143704728394855	-0.7406108668994634	-4.253936400662627	-11.66404887880775	4.124663381763023	0	0	8.411829459435344	-0.38814422557058836	-25.593776490715864	-11.302464834908353	-1.4339253819088633	-1.4147926825811774
illustratie/noun	7.928869725887765	10.000788607187578	0.2870119361827495	-22.84124313313429	2.198744274902031	-13.579364929902216	-8.95524637058942	20.84243481948857	0	0	19.928936769865864	6.588038491315377	3.988306581462899	0.5242100394880099	-17.149967427636536	-12.680407682702365
immer/adv	7.9654651721209095	-10.1858504014582	-10.29189197643033	18.256236574513082	-8.293103960561206	12.261867131339764	-8.521940600450554	-15.689783047846797	0	0	-22.338859415536962	0.6359875219840058	-1.394283044021055	-12.092913772942174	-8.878030291409667	14.266885019222464
in/fixed	-17.96000815689539	21.64711514962626	-16.925076206132495	-22.68911283135019	0	0	0	0	0	0	4.210508169509684	-8.71007482781717	0	0	0	0
inconsequent/adj	23.56066264217092	-23.93427448428814	0	0	0	0	19.979881322462425	-11.574871730666759	0	0	-12.716640360695484	-8.980714537990218	16.606076117751392	24.424370635333887	24.279531277721244	-5.865777095293871
informatief/adj	7.513070670142145	11.700934779122134	0	0	0	0	0	0	0	0	0	0	0	0	-17.23218859044805	-15.097630159499577
ingenieus/adj	-6.699942456373457	5.423859904888385	1.4743284343312757	-0.5899039250886153	-10.254141597353147	-0.6203536566609502	-1.2546784809752785	-5.887520444909441	0	0	1.2670722367402985	5.162005190053409	10.022470184209089	18.337544097239736	-2.7978615399496127	-4.732641784029225
intelligent/adj	3.3425668574860428	-6.550614355261437	-11.054150694621505	14.420321670739979	-4.375701574873014	9.48502468856511	-2.889388919216585	-15.513884644302882	0	0	-20.847947541281656	5.583774370748356	22.7160369981271	1.6727259952451237	-9.920900374288497	9.474201908421524
ironisch/adj	-9.301556507883713	-6.668371469620875	9.287320736136438	4.948822087759648	-4.911015824691335	-1.6564840784143753	14.349758374841462	-6.40427019529496	0	0	-7.411869379034722	0.42861054284785266	22.327626912381454	-6.951517621986862	11.094321887320804	7.738046156308215
jury/noun	17.26936298744617	3.6964725309314224	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kaart/fixed	-16.200099915984058	22.20740571451046	-15.393014293850907	-23.48305495761768	0	0	0	0	0	0	5.741025155883808	-7.7322401703124015	0	0	0	0
karikatuur/noun	-22.57114626046307	5.161897261322424	10.611931736495002	2.176480690186864	-8.334273842529113	-4.4441148221613345	4.591020937323388	4.614556231520722	-3.8740025581624344	4.147174456015941	1.549310175069937	17.723674631505208	23.707711424162472	-12.127311944636348	15.291333914626899	1.934557606715201
kijk_heen/verb	-3.4833656761843983	-25.208496732968264	-8.116680591364181	25.567442205151593	1.5457151019106126	15.967085037380897	-24.42925277477294	10.810385400903096	0	0	-23.324910515657873	-6.982632973984916	-0.3225137606496345	-27.54390167035025	-7.362865898523815	21.107798292799018
klaag_zang/noun	-14.792158854610667	17.255795673330077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kleurrijk/adj	-7.7317126816117785	7.9199643852834605	-0.6619493914044563	0.05505004694332989	-0.14269566321983881	0.4341194673294955	-10.797585872914452	-1.258946604141399	0	0	5.369476370644349	4.025381053930097	-1.500789990556028	7.3487861417405576	-3.7783968736474143	-10.136783021851699
klink/verb	3.574183801577679	-15.14276441699248	-0.2622915037393283	14.49129463883207	5.328235818294509	4.616557985321072	-3.82814918782156	-4.818182608803108	0	0	-14.77802808407622	-4.315728465207577	4.1803397917377	4.724776049306204	-0.9342422597884805	12.359971281467935
koe/noun	-24.740960766247806	-5.2071214199126015	0	0	0	0	-1.4666710793764537	-30.370366931906492	0	0	35.95696507008157	15.276432851820552	-20.089510689553585	18.83352040883332	-26.00971335431225	23.915418945746403
komedie/noun	1.972074604339714	22.171708167927004	8.034170734485283	-16.464244865946796	-2.0006356199016917	-2.2446397612792097	6.387563536498222	0.5751484726395595	0	0	9.625836373034124	-6.497888151419588	21.28462503921936	5.281773034891955	11.354376462832317	2.769241598649577
kort/adj	1.190543983627919	6.001062490033368	-2.347146966666315	-8.307165522081288	1.1061545426053367	-11.204499206042383	-0.8028793236414691	12.005674302767185	0	0	10.250652773143926	6.552092656459961	-10.091430438534614	9.476901335345142	-10.623360002907098	-8.099548266629977
kritisch/adj	-1.9127328206564427	-8.375170555084631	7.580974150859038	9.606477325780515	-8.491765638784855	4.131503059674181	5.335062709279626	-17.816862456475658	0	0	-17.411957634361997	8.979818488070876	-7.804759297230031	-13.652483169887006	3.7441617575311588	10.404458000866157
kunst/noun	-3.823002953352196	15.267325994402778	0	0	0	0	-18.286471475743152	11.075662212265858	0	0	11.677807982710084	21.803672493895604	1.2397288877345487	17.056584395120158	-4.898510602935104	-18.03281668081316
kwartet/noun	-8.195506527962172	13.416461222801791	-1.189673559482511	3.794121055314926	-18.311565415728225	-0.9495912761674492	-20.55069711881585	0.004528865076600336	4.027823622023337	3.3337085376945588	9.998256280790947	-16.692828924542322	13.375422453862287	-11.586854113818177	4.6373349089852844	-26.52100423420133
lach/verb	0.07332171392133983	-28.926155042081824	0	0	0	0	23.180593413862443	3.1624792144279747	0	0	-11.354664643041975	-11.997467073432219	-4.546077865683381	-8.046675933416626	15.512245363312129	6.972403646569649
laconiek/adj	-13.725505742378461	-5.748444432028286	14.450522343236186	4.918129864936412	-13.655399496264202	-3.3597328611782564	13.64965521205488	-7.934736101087664	0	0	-9.477036960764579	10.70120818403319	22.63496062670882	-11.802026544425184	10.110327552333011	8.126554625201342
lady/noun	5.68035328864707	33.53831036359131	18.3329624634076	-28.502152584773384	17.66199450063098	-12.723856740552863	-16.463266648424206	26.301935300984137	4.118139910723861	6.4483058212050945	36.29286641560819	-10.960478270847682	3.5361175564497724	-13.155866294327899	17.796431254017108	31.914000908092117
lang/adv	7.939391522250343	-20.9482790898182	-9.504545945486946	28.657255233377196	7.888076525239205	18.057148094630804	16.70021704752029	15.933472863548666	0	0	-22.14316104192481	-10.026790773634469	-6.7681587969847214	0.019881988158909302	-3.5098312855110665	20.96694393226633
lees/verb	5.739488429152203	15.633231011117607	-1.593377052997008	-15.547365561184456	-0.5090505500913483	-16.444253748165625	-10.933096068562731	15.622391002519436	0	0	24.457289586683476	0.9673210316082935	3.1372002251171716	-1.475527261542842	-14.60532808561152	-20.627750902060292
