_model	LEMMAPATH	LEMMAREL	base	foc_base	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	model.x	model.y	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	stress	tokens	type
diskwalificeren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	364	lex	10_10	1	selection	NA	NA	FOC	364	all	4_4	NA	227	diskwalificeren
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	672	lex	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	672	lex	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	672	lex	10_10	1	no	NA	NA	FOC	478	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	672	lex	10_10	1	no	NA	NA	FOC	672	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	538	all	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	538	all	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	538	all	10_10	1	weight	NA	NA	FOC	254	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	538	all	10_10	1	weight	NA	NA	FOC	538	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	538	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	538	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	538	all	10_10	1	selection	NA	NA	FOC	254	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	538	all	10_10	1	selection	NA	NA	FOC	538	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	996	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	996	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	996	all	10_10	1	no	NA	NA	FOC	478	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	996	all	10_10	1	no	NA	NA	FOC	996	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	314	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	314	lex	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	314	lex	5_5	1	weight	NA	NA	FOC	212	nav	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	314	lex	5_5	1	weight	NA	NA	FOC	314	all	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	314	lex	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	314	lex	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	314	lex	5_5	1	selection	NA	NA	FOC	212	nav	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	314	lex	5_5	1	selection	NA	NA	FOC	314	all	4_4	NA	222	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	418	lex	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	418	lex	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	418	lex	5_5	1	no	NA	NA	FOC	281	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	418	lex	5_5	1	no	NA	NA	FOC	418	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	465	all	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	465	all	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	465	all	5_5	1	weight	NA	NA	FOC	212	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	465	all	5_5	1	weight	NA	NA	FOC	465	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	465	all	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	465	all	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	465	all	5_5	1	selection	NA	NA	FOC	212	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	465	all	5_5	1	selection	NA	NA	FOC	465	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	637	all	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound5all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	637	all	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	637	all	5_5	1	no	NA	NA	FOC	281	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound5all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	637	all	5_5	1	no	NA	NA	FOC	637	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	229	lex	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	229	lex	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	229	lex	3_3	1	weight	NA	NA	FOC	154	nav	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	229	lex	3_3	1	weight	NA	NA	FOC	229	all	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	229	lex	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	229	lex	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	229	lex	3_3	1	selection	NA	NA	FOC	154	nav	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	229	lex	3_3	1	selection	NA	NA	FOC	229	all	4_4	NA	206	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	270	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	216	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	270	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	216	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	270	lex	3_3	1	no	NA	NA	FOC	181	nav	4_4	NA	216	diskwalificeren
diskwalificeren.BOWbound3lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	270	lex	3_3	1	no	NA	NA	FOC	270	all	4_4	NA	216	diskwalificeren
diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	346	all	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	346	all	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	346	all	3_3	1	weight	NA	NA	FOC	154	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	346	all	3_3	1	weight	NA	NA	FOC	346	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	346	all	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	346	all	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	346	all	3_3	1	selection	NA	NA	FOC	154	nav	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	346	all	3_3	1	selection	NA	NA	FOC	346	all	4_4	NA	230	diskwalificeren
diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	bound	419	all	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound3all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	bound	419	all	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	bound	419	all	3_3	1	no	NA	NA	FOC	181	nav	4_4	NA	234	diskwalificeren
diskwalificeren.BOWbound3all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	bound	419	all	3_3	1	no	NA	NA	FOC	419	all	4_4	NA	234	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	425	lex	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	425	lex	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	425	lex	10_10	1	weight	NA	NA	FOC	296	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	425	lex	10_10	1	weight	NA	NA	FOC	425	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	425	lex	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	425	lex	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	425	lex	10_10	1	selection	NA	NA	FOC	296	nav	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	425	lex	10_10	1	selection	NA	NA	FOC	425	all	4_4	NA	233	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	936	lex	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	936	lex	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	936	lex	10_10	1	no	NA	NA	FOC	660	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound10lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	936	lex	10_10	1	no	NA	NA	FOC	936	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	636	all	10_10	1	weight	NA	NA	5000	5000	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	636	all	10_10	1	weight	NA	NA	5000	5000	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	636	all	10_10	1	weight	NA	NA	FOC	296	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	636	all	10_10	1	weight	NA	NA	FOC	636	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	636	all	10_10	1	selection	NA	NA	5000	5000	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	636	all	10_10	1	selection	NA	NA	5000	5000	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	636	all	10_10	1	selection	NA	NA	FOC	296	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	636	all	10_10	1	selection	NA	NA	FOC	636	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	1373	all	10_10	1	no	NA	NA	5000	5000	nav	4_4	NA	238	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	1373	all	10_10	1	no	NA	NA	5000	5000	all	4_4	NA	238	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	1373	all	10_10	1	no	NA	NA	FOC	660	nav	4_4	NA	238	diskwalificeren
diskwalificeren.BOWnobound10all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	1373	all	10_10	1	no	NA	NA	FOC	1373	all	4_4	NA	238	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	354	lex	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	354	lex	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	354	lex	5_5	1	weight	NA	NA	FOC	240	nav	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	354	lex	5_5	1	weight	NA	NA	FOC	354	all	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	354	lex	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	354	lex	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	354	lex	5_5	1	selection	NA	NA	FOC	240	nav	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	354	lex	5_5	1	selection	NA	NA	FOC	354	all	4_4	NA	228	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	502	lex	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	502	lex	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	502	lex	5_5	1	no	NA	NA	FOC	346	nav	4_4	NA	235	diskwalificeren
diskwalificeren.BOWnobound5lex.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	502	lex	5_5	1	no	NA	NA	FOC	502	all	4_4	NA	235	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	526	all	5_5	1	weight	NA	NA	5000	5000	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	526	all	5_5	1	weight	NA	NA	5000	5000	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	526	all	5_5	1	weight	NA	NA	FOC	240	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	526	all	5_5	1	weight	NA	NA	FOC	526	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	526	all	5_5	1	selection	NA	NA	5000	5000	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	526	all	5_5	1	selection	NA	NA	5000	5000	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	526	all	5_5	1	selection	NA	NA	FOC	240	nav	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	526	all	5_5	1	selection	NA	NA	FOC	526	all	4_4	NA	236	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	755	all	5_5	1	no	NA	NA	5000	5000	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	755	all	5_5	1	no	NA	NA	5000	5000	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	755	all	5_5	1	no	NA	NA	FOC	346	nav	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound5all.PPMIno.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	755	all	5_5	1	no	NA	NA	FOC	755	all	4_4	NA	237	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	251	lex	3_3	1	weight	NA	NA	5000	5000	nav	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIweight.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	251	lex	3_3	1	weight	NA	NA	5000	5000	all	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	251	lex	3_3	1	weight	NA	NA	FOC	170	nav	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIweight.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	251	lex	3_3	1	weight	NA	NA	FOC	251	all	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	251	lex	3_3	1	selection	NA	NA	5000	5000	nav	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIselection.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	251	lex	3_3	1	selection	NA	NA	5000	5000	all	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSnav	NA	NA	BOW	NA	nobound	251	lex	3_3	1	selection	NA	NA	FOC	170	nav	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIselection.LENGTHFOC.SOCPOSall	NA	NA	BOW	NA	nobound	251	lex	3_3	1	selection	NA	NA	FOC	251	all	4_4	NA	212	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSnav	NA	NA	BOW	NA	nobound	301	lex	3_3	1	no	NA	NA	5000	5000	nav	4_4	NA	222	diskwalificeren
diskwalificeren.BOWnobound3lex.PPMIno.LENGTH5000.SOCPOSall	NA	NA	BOW	NA	nobound	301	lex	3_3	1	no	NA	NA	5000	5000	all	4_4	NA	222	diskwalificeren
