size	max_diss	av_diss	diameter	separation	medoid	medoid_i
28	2.3086286949856487	1.6821065779360662	2.776878844172333	1.4888384267470829	hachelijk.LEMMAPATH3.PPMIselection.LENGTHFOC.SOCPOSall	1
28	2.337333747911556	1.5538820471748995	2.728801235033237	1.6212225907574191	hachelijk.LEMMAREL1.PPMIweight.LENGTH5000.SOCPOSall	2
32	2.1532202349840848	1.6200024753315427	2.566307046503681	1.3131241925187436	hachelijk.bound5-5all.PPMIweight.LENGTH5000.SOCPOSall	3
14	2.7625840908847183	2.10018199232158	3.31336551356174	1.4386813318134823	hachelijk.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSall	4
22	2.6184296276067087	1.886421057001492	3.017508813501987	1.4386813318134823	hachelijk.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall	5
36	2.5897187975137244	1.8423109540435487	3.0776711304018076	1.5173964423132922	hachelijk.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall	6
28	2.2862852454170857	1.6462384884992265	2.665106756256897	1.3131241925187436	hachelijk.bound3-3lex.PPMIweight.LENGTHFOC.SOCPOSnav	7
16	2.146139110108454	1.4773797083153752	2.2203252141030996	1.8412833295892896	hachelijk.bound3-3all.PPMIselection.LENGTH5000.SOCPOSall	8
